"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01516!!Estimate","ZCTA5 01516!!Margin of Error","ZCTA5 01516!!Percent","ZCTA5 01516!!Percent Margin of Error"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,092","±283","17.8%","±4.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","534","±248","8.7%","±4.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,922","±302","31.3%","±4.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","697","±217","11.3%","±3.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","6,016","±331","97.9%","±1.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,619","±401","42.6%","±6.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,874","±256","6,874","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","358","±158","5.2%","±2.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","9,137","±264","9,137","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","748","±197","8.2%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,263","±322","2,263","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±19","0.0%","±1.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,883","±308","5,883","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","361","±159","6.1%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","991","±212","991","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","387","±142","39.1%","±14.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","9,126","±366","9,126","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","8,601","±467","94.2%","±3.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","525","±278","5.8%","±3.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","478","±275","5.2%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","391","±258","4.3%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","87","±70","1.0%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","72","±65","0.8%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","15","±27","0.2%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","47","±47","0.5%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,186","±343","9,186","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","8,878","±359","96.6%","±1.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","8,824","±365","96.1%","±1.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,448","±495","70.2%","±4.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,376","±429","25.9%","±4.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","54","±60","0.6%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","308","±156","3.4%","±1.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","308","±156","308","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","191","±111","62.0%","±27.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","117","±113","38.0%","±27.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","362","±167","362","(X)"
"        Native","209,292","±4,176","209,292","(X)","54","±60","54","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±44.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","54","±60","100.0%","±44.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","308","±156","308","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","81","±104","26.3%","±27.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","227","±121","73.7%","±27.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","308","±156","308","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","193","±111","62.7%","±28.6"
"        Asia","372,717","±3,581","30.8%","±0.3","79","±104","25.6%","±27.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±12.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±12.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","36","±50","11.7%","±14.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±12.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,850","±302","8,850","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,595","±323","97.1%","±1.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","255","±169","2.9%","±1.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","27","±32","0.3%","±0.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","109","±113","1.2%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","11","±18","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","83","±73","0.9%","±0.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","16","±27","0.2%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","63","±99","0.7%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,186","±343","9,186","(X)"
"        American","260,364","±6,504","3.7%","±0.1","310","±216","3.4%","±2.4"
"        Arab","72,487","±3,641","1.0%","±0.1","76","±95","0.8%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","58","±60","0.6%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","11","±18","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","65","±49","0.7%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,308","±377","14.2%","±4.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,010","±671","21.9%","±7.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","626","±224","6.8%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","729","±389","7.9%","±4.0"
"        Greek","76,566","±3,218","1.1%","±0.1","39","±42","0.4%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","26","±30","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,064","±581","22.5%","±5.8"
"        Italian","815,794","±9,186","11.7%","±0.1","1,675","±454","18.2%","±4.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","56","±58","0.6%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","121","±121","1.3%","±1.3"
"        Polish","283,050","±4,814","4.0%","±0.1","329","±160","3.6%","±1.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","360","±165","3.9%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","16","±25","0.2%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","45","±57","0.5%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","168","±146","1.8%","±1.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","308","±150","3.4%","±1.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","65","±108","0.7%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","14","±24","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,179","±215","3,179","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,933","±231","92.3%","±4.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,920","±224","91.9%","±4.2"
