"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02163!!Estimate","ZCTA5 02163!!Margin of Error","ZCTA5 02163!!Percent","ZCTA5 02163!!Percent Margin of Error"
"            Abroad","61,536","±2,941","0.9%","±0.1","418","±157","19.0%","±7.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,198","±338","2,198","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,370","±261","62.3%","±7.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,310","±256","59.6%","±7.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","302","±121","13.7%","±5.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,008","±209","45.9%","±6.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","60","±35","2.7%","±1.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","828","±210","37.7%","±7.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","828","±210","828","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","57","±52","6.9%","±5.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","771","±192","93.1%","±5.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","888","±213","888","(X)"
"        Native","209,292","±4,176","209,292","(X)","60","±35","60","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","26","±30","43.3%","±39.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","34","±28","56.7%","±39.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","828","±210","828","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","755","±184","91.2%","±5.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","73","±57","8.8%","±5.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","828","±210","828","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","115","±56","13.9%","±6.4"
"        Asia","372,717","±3,581","30.8%","±0.3","366","±155","44.2%","±11.2"
"        Africa","113,823","±3,313","9.4%","±0.3","41","±50","5.0%","±5.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±4.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","264","±79","31.9%","±8.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","42","±28","5.1%","±3.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,178","±334","2,178","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,253","±281","57.5%","±9.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","925","±235","42.5%","±9.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","171","±125","7.9%","±5.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","312","±89","14.3%","±4.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","60","±67","2.8%","±3.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","267","±117","12.3%","±4.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","48","±36","2.2%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","251","±104","11.5%","±4.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","63","±59","2.9%","±2.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","95","±70","4.4%","±3.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,198","±338","2,198","(X)"
"        American","260,364","±6,504","3.7%","±0.1","55","±44","2.5%","±2.0"
"        Arab","72,487","±3,641","1.0%","±0.1","78","±57","3.5%","±2.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","18","±15","0.8%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","92","±60","4.2%","±2.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","77","±20","3.5%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","30","±34","1.4%","±1.6"
"        German","387,135","±7,027","5.5%","±0.1","148","±62","6.7%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","4","±8","0.2%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","199","±121","9.1%","±5.2"
"        Italian","815,794","±9,186","11.7%","±0.1","147","±54","6.7%","±2.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","22","±22","1.0%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","69","±42","3.1%","±2.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","53","±72","2.4%","±3.1"
"        Russian","91,511","±3,161","1.3%","±0.1","30","±28","1.4%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","5","±8","0.2%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","20","±26","0.9%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","23","±27","1.0%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","11","±12","0.5%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","5","±8","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","43","±70","2.0%","±3.0"
"        Welsh","23,388","±1,506","0.3%","±0.1","4","±8","0.2%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","18","±28","0.8%","±1.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","403","±68","403","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","403","±68","100.0%","±9.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","186","±56","46.2%","±11.7"
