"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01068!!Estimate","ZCTA5 01068!!Margin of Error","ZCTA5 01068!!Percent","ZCTA5 01068!!Percent Margin of Error"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","332","±49","332","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","15","±10","4.5%","±3.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","4","±5","1.2%","±1.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","99","±32","29.8%","±9.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","123","±46","37.0%","±13.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","91","±37","27.4%","±9.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,228","±82","1,228","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","12","±12","1.0%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","44","±23","3.6%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","326","±54","26.5%","±4.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","231","±49","18.8%","±3.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","146","±37","11.9%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","293","±66","23.9%","±5.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","176","±54","14.3%","±4.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,172","±82","95.4%","±2.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","469","±78","38.2%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,345","±100","1,345","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","106","±35","7.9%","±2.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,621","±110","1,621","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","220","±58","13.6%","±3.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","276","±38","276","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","7","±8","2.5%","±2.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,058","±91","1,058","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","155","±47","14.7%","±4.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","287","±29","287","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","58","±29","20.2%","±10.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,616","±110","1,616","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,492","±108","92.3%","±3.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","124","±50","7.7%","±3.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","124","±50","7.7%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","70","±33","4.3%","±2.0"
"                Different county","354,693","±6,215","5.1%","±0.1","54","±37","3.3%","±2.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","51","±37","3.2%","±2.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","3","±4","0.2%","±0.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,621","±110","1,621","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,599","±109","98.6%","±0.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,585","±107","97.8%","±1.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,370","±107","84.5%","±3.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","215","±51","13.3%","±3.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","14","±11","0.9%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","22","±14","1.4%","±0.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","22","±14","22","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","13","±9","59.1%","±30.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","9","±10","40.9%","±30.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","36","±17","36","(X)"
"        Native","209,292","±4,176","209,292","(X)","14","±11","14","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1","±3","7.1%","±19.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","13","±10","92.9%","±19.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","22","±14","22","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","5","±9","22.7%","±31.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","17","±11","77.3%","±31.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","22","±14","22","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","9","±8","40.9%","±34.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±70.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±70.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±70.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","13","±12","59.1%","±34.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±70.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,573","±108","1,573","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,533","±104","97.5%","±1.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","40","±23","2.5%","±1.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3","±6","0.2%","±0.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","12","±13","0.8%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3","±6","0.2%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","24","±17","1.5%","±1.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","4","±6","0.3%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,621","±110","1,621","(X)"
"        American","260,364","±6,504","3.7%","±0.1","187","±90","11.5%","±5.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Danish","14,346","±1,162","0.2%","±0.1","25","±18","1.5%","±1.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","2","±5","0.1%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","235","±64","14.5%","±3.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","276","±72","17.0%","±4.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","102","±37","6.3%","±2.2"
"        German","387,135","±7,027","5.5%","±0.1","94","±33","5.8%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","27","±22","1.7%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±2.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","394","±85","24.3%","±5.1"
"        Italian","815,794","±9,186","11.7%","±0.1","164","±46","10.1%","±2.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","35","±20","2.2%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","2","±3","0.1%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","154","±62","9.5%","±3.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±2.4"
"        Russian","91,511","±3,161","1.3%","±0.1","3","±4","0.2%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","11","±16","0.7%","±1.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","58","±28","3.6%","±1.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","56","±27","3.5%","±1.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","4","±5","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","9","±8","0.6%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","17","±24","1.0%","±1.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","625","±49","625","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","595","±51","95.2%","±3.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","572","±49","91.5%","±3.5"
