"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01950!!Estimate","ZCTA5 01950!!Margin of Error","ZCTA5 01950!!Percent","ZCTA5 01950!!Percent Margin of Error"
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,648","±406","6,648","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,474","±282","22.2%","±3.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,417","±317","66.4%","±4.2"
"        Separated","37,600","±1,670","1.3%","±0.1","39","±36","0.6%","±0.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","83","±49","1.2%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","635","±189","9.6%","±2.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,017","±464","8,017","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,752","±371","21.9%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,411","±304","55.0%","±4.8"
"        Separated","55,256","±1,859","1.8%","±0.1","34","±33","0.4%","±0.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","595","±189","7.4%","±2.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,225","±288","15.3%","±3.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","131","±96","131","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","6","±9","4.6%","±7.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","3","±5","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","36","±26","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±90","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","66","±77","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±19","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","120","±107","120","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±21","0.0%","±27.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±27.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±27.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±27.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±27.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±21","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±21","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,303","±648","4,303","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","398","±148","9.2%","±3.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","197","±117","4.6%","±2.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,336","±663","54.3%","±9.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","747","±206","17.4%","±5.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","625","±186","14.5%","±4.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","13,272","±562","13,272","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","83","±83","0.6%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","253","±108","1.9%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,674","±324","12.6%","±2.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,917","±455","14.4%","±3.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","794","±210","6.0%","±1.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,677","±445","35.2%","±3.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,874","±373","29.2%","±2.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","12,936","±552","97.5%","±1.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,551","±529","64.4%","±4.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","14,294","±605","14,294","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","823","±234","5.8%","±1.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","18,048","±88","18,048","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,658","±324","9.2%","±1.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,972","±602","3,972","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","35","±30","0.9%","±0.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","10,493","±519","10,493","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","742","±244","7.1%","±2.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,583","±360","3,583","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","881","±195","24.6%","±5.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","18,163","±83","18,163","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,401","±465","90.3%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,762","±434","9.7%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,728","±430","9.5%","±2.4"
"                Same county","446,141","±8,933","6.4%","±0.1","886","±354","4.9%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","842","±372","4.6%","±2.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","445","±320","2.5%","±1.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","397","±173","2.2%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","34","±53","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,282","±23","18,282","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,932","±511","92.6%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,721","±527","91.5%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,356","±774","62.1%","±4.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,365","±659","29.3%","±3.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","211","±143","1.2%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,350","±510","7.4%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,350","±510","1,350","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","606","±175","44.9%","±15.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","744","±439","55.1%","±15.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,561","±526","1,561","(X)"
"        Native","209,292","±4,176","209,292","(X)","211","±143","211","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","7","±9","3.3%","±5.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","204","±144","96.7%","±5.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,350","±510","1,350","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","425","±356","31.5%","±18.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","925","±300","68.5%","±18.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,350","±510","1,350","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","548","±261","40.6%","±15.6"
"        Asia","372,717","±3,581","30.8%","±0.3","228","±258","16.9%","±16.7"
"        Africa","113,823","±3,313","9.4%","±0.3","28","±35","2.1%","±2.5"
"        Oceania","4,098","±490","0.3%","±0.1","18","±27","1.3%","±2.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","417","±269","30.9%","±14.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","111","±82","8.2%","±6.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","17,526","±219","17,526","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,553","±473","94.4%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","973","±423","5.6%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","406","±240","2.3%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","198","±138","1.1%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","32","±35","0.2%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","742","±406","4.2%","±2.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","367","±243","2.1%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","33","±33","0.2%","±0.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","7","±15","0.0%","±0.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±21","0.0%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,282","±23","18,282","(X)"
"        American","260,364","±6,504","3.7%","±0.1","507","±215","2.8%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","82","±58","0.4%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","14","±22","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","56","±46","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","83","±60","0.5%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","3,131","±608","17.1%","±3.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,358","±482","7.4%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","801","±271","4.4%","±1.5"
"        German","387,135","±7,027","5.5%","±0.1","1,464","±379","8.0%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","262","±166","1.4%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±24","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,697","±1,008","31.2%","±5.5"
"        Italian","815,794","±9,186","11.7%","±0.1","3,087","±694","16.9%","±3.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","202","±135","1.1%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","242","±146","1.3%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","640","±202","3.5%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","718","±332","3.9%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","224","±97","1.2%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","122","±65","0.7%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","656","±263","3.6%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","15","±17","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","133","±161","0.7%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","324","±178","1.8%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","214","±123","1.2%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","10","±17","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","132","±93","0.7%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","19","±23","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,537","±466","7,537","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,208","±457","95.6%","±1.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,021","±417","93.2%","±2.2"
