"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01098!!Estimate","ZCTA5 01098!!Margin of Error","ZCTA5 01098!!Percent","ZCTA5 01098!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","134","±36","12.9%","±2.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","53","±39","5.1%","±3.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","14","±10","1.3%","±0.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","447","±63","447","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","73","±34","16.3%","±6.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","287","±48","64.2%","±7.6"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±8.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","26","±22","5.8%","±4.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","61","±22","13.6%","±4.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","501","±71","501","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","117","±48","23.4%","±7.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","291","±52","58.1%","±8.4"
"        Separated","55,256","±1,859","1.8%","±0.1","4","±5","0.8%","±1.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","47","±17","9.4%","±3.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","42","±19","8.4%","±4.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","13","±8","13","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","5","±6","38.5%","±38.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","65","±80","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","101","±61","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","357","±370","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±428","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","143","±98","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","16","±12","16","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","8","±10","50.0%","±50.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±82.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±82.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","8","±10","50.0%","±50.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±82.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","8","±10","8","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","4","±5","50.0%","±22.9"
"        Who are married","19,550","±1,487","64.5%","±2.5","8","±10","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","103","±36","103","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","8","±7","7.8%","±6.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","14","±9","13.6%","±8.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","37","±16","35.9%","±11.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","26","±20","25.2%","±13.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","18","±10","17.5%","±9.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","887","±106","887","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","15","±12","1.7%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","23","±17","2.6%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","271","±72","30.6%","±6.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","116","±32","13.1%","±3.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","87","±29","9.8%","±3.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","194","±70","21.9%","±6.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","181","±29","20.4%","±3.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","849","±102","95.7%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","375","±80","42.3%","±6.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","944","±115","944","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","69","±25","7.3%","±2.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,042","±126","1,042","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","108","±31","10.4%","±2.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","98","±30","98","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","2","±3","2.0%","±3.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","582","±85","582","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","35","±13","6.0%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","362","±75","362","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","71","±27","19.6%","±7.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,032","±125","1,032","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","971","±124","94.1%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","61","±26","5.9%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","61","±26","5.9%","±2.5"
"                Same county","446,141","±8,933","6.4%","±0.1","14","±12","1.4%","±1.2"
"                Different county","354,693","±6,215","5.1%","±0.1","47","±22","4.6%","±2.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","28","±19","2.7%","±1.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","19","±11","1.8%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±3.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,042","±126","1,042","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,017","±125","97.6%","±1.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","994","±114","95.4%","±3.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","696","±106","66.8%","±6.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","298","±58","28.6%","±5.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","23","±32","2.2%","±3.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","25","±15","2.4%","±1.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","25","±15","25","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","20","±14","80.0%","±25.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5","±5","20.0%","±25.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","48","±36","48","(X)"
"        Native","209,292","±4,176","209,292","(X)","23","±32","23","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±68.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","23","±32","100.0%","±68.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","25","±15","25","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±65.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","25","±15","100.0%","±65.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","25","±15","25","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","19","±12","76.0%","±18.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±65.8"
"        Africa","113,823","±3,313","9.4%","±0.3","4","±5","16.0%","±16.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±65.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±65.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","2","±3","8.0%","±15.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,002","±121","1,002","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","980","±118","97.8%","±1.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","22","±13","2.2%","±1.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2","±3","0.2%","±0.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±3.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±3.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","19","±12","1.9%","±1.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2","±3","0.2%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3","±5","0.3%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±3.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,042","±126","1,042","(X)"
"        American","260,364","±6,504","3.7%","±0.1","91","±50","8.7%","±4.4"
"        Arab","72,487","±3,641","1.0%","±0.1","7","±7","0.7%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","2","±5","0.2%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±3.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","22","±13","2.1%","±1.2"
"        English","655,283","±8,406","9.4%","±0.1","240","±73","23.0%","±6.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","102","±39","9.8%","±3.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","47","±21","4.5%","±1.9"
"        German","387,135","±7,027","5.5%","±0.1","191","±52","18.3%","±4.6"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±3.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±3.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","139","±41","13.3%","±3.7"
"        Italian","815,794","±9,186","11.7%","±0.1","75","±28","7.2%","±2.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±3.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","6","±6","0.6%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","106","±41","10.2%","±3.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","10","±10","1.0%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","5","±5","0.5%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","28","±33","2.7%","±3.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","57","±30","5.5%","±2.9"
"        Slovak","7,069","±828","0.1%","±0.1","3","±4","0.3%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","31","±29","3.0%","±2.8"
"        Swiss","10,126","±912","0.1%","±0.1","12","±12","1.2%","±1.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","3","±4","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","24","±18","2.3%","±1.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±3.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","510","±62","510","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","478","±60","93.7%","±4.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","432","±59","84.7%","±5.8"
