"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01431!!Estimate","ZCTA5 01431!!Margin of Error","ZCTA5 01431!!Percent","ZCTA5 01431!!Percent Margin of Error"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,026","±145","40.8%","±5.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,692","±80","2,692","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","130","±50","4.8%","±1.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,189","±28","3,189","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","280","±75","8.8%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","497","±82","497","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±7.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,062","±110","2,062","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","163","±48","7.9%","±2.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","630","±116","630","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","117","±61","18.6%","±8.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,181","±30","3,181","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,971","±105","93.4%","±3.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","210","±95","6.6%","±3.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","210","±95","6.6%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","135","±83","4.2%","±2.6"
"                Different county","354,693","±6,215","5.1%","±0.1","75","±43","2.4%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","61","±38","1.9%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","14","±16","0.4%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,189","±28","3,189","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,058","±77","95.9%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,003","±90","94.2%","±2.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,265","±188","71.0%","±5.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","738","±156","23.1%","±4.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","55","±41","1.7%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","131","±67","4.1%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","131","±67","131","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","108","±64","82.4%","±14.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","23","±17","17.6%","±14.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","186","±82","186","(X)"
"        Native","209,292","±4,176","209,292","(X)","55","±41","55","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±44.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","55","±41","100.0%","±44.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","131","±67","131","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±25.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","131","±67","100.0%","±25.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","131","±67","131","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","40","±28","30.5%","±21.7"
"        Asia","372,717","±3,581","30.8%","±0.3","15","±21","11.5%","±18.3"
"        Africa","113,823","±3,313","9.4%","±0.3","44","±63","33.6%","±38.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±25.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","12","±15","9.2%","±12.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","20","±17","15.3%","±13.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,140","±43","3,140","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,049","±79","97.1%","±1.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","91","±61","2.9%","±1.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±1.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","85","±60","2.7%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","6","±10","0.2%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,189","±28","3,189","(X)"
"        American","260,364","±6,504","3.7%","±0.1","477","±161","15.0%","±5.1"
"        Arab","72,487","±3,641","1.0%","±0.1","5","±7","0.2%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","81","±78","2.5%","±2.4"
"        English","655,283","±8,406","9.4%","±0.1","474","±133","14.9%","±4.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","287","±89","9.0%","±2.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","399","±156","12.5%","±4.9"
"        German","387,135","±7,027","5.5%","±0.1","229","±93","7.2%","±2.9"
"        Greek","76,566","±3,218","1.1%","±0.1","8","±10","0.3%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","16","±18","0.5%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","651","±169","20.4%","±5.3"
"        Italian","815,794","±9,186","11.7%","±0.1","236","±77","7.4%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","9","±13","0.3%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","52","±35","1.6%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","164","±49","5.1%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","44","±46","1.4%","±1.5"
"        Russian","91,511","±3,161","1.3%","±0.1","13","±18","0.4%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","57","±47","1.8%","±1.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","66","±34","2.1%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","4","±8","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","115","±53","3.6%","±1.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","15","±14","0.5%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","27","±30","0.8%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,297","±81","1,297","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,254","±81","96.7%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,232","±82","95.0%","±2.4"
