"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01603!!Estimate","ZCTA5 01603!!Margin of Error","ZCTA5 01603!!Percent","ZCTA5 01603!!Percent Margin of Error"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,573","±418","8.1%","±2.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,134","±399","5.8%","±2.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","8,410","±762","8,410","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,051","±558","48.2%","±4.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,972","±323","35.3%","±3.9"
"        Separated","37,600","±1,670","1.3%","±0.1","272","±164","3.2%","±1.9"
"        Widowed","65,484","±1,934","2.3%","±0.1","154","±82","1.8%","±1.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","961","±311","11.4%","±3.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,785","±801","8,785","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,750","±551","42.7%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,944","±341","33.5%","±3.3"
"        Separated","55,256","±1,859","1.8%","±0.1","225","±88","2.6%","±1.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","594","±242","6.8%","±2.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,272","±255","14.5%","±2.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","317","±106","317","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","217","±85","68.5%","±14.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","53","±21","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","56","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±45","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","105","±42","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","16","±13","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","425","±208","425","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","104","±93","24.5%","±19.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","8","±11","1.9%","±2.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±9.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","52","±83","12.2%","±17.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","44","±37","10.4%","±9.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","104","±93","104","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","91","±89","87.5%","±16.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","33","±32","31.7%","±34.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,191","±794","5,191","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","250","±121","4.8%","±2.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","122","±79","2.4%","±1.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,340","±239","25.8%","±4.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,272","±388","24.5%","±6.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,207","±584","42.5%","±7.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","13,898","±985","13,898","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","742","±170","5.3%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,405","±329","10.1%","±2.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,549","±604","32.7%","±3.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,999","±495","21.6%","±3.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,263","±283","9.1%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,018","±407","14.5%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","922","±279","6.6%","±1.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","11,751","±901","84.6%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,940","±491","21.2%","±3.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","16,365","±1,269","16,365","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","703","±201","4.3%","±1.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","20,101","±1,462","20,101","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,985","±569","14.9%","±2.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,801","±550","3,801","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","149","±92","3.9%","±2.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","13,988","±1,230","13,988","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,891","±528","13.5%","±3.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,312","±287","2,312","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","945","±159","40.9%","±6.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","19,892","±1,467","19,892","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,599","±1,307","83.4%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,293","±793","16.6%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,612","±573","13.1%","±2.7"
"                Same county","446,141","±8,933","6.4%","±0.1","2,007","±479","10.1%","±2.2"
"                Different county","354,693","±6,215","5.1%","±0.1","605","±266","3.0%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","289","±223","1.5%","±1.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","316","±155","1.6%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","681","±433","3.4%","±2.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,184","±1,467","20,184","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","15,205","±1,194","75.3%","±3.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","13,527","±1,121","67.0%","±3.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,927","±925","54.1%","±3.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,600","±616","12.9%","±2.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,678","±399","8.3%","±1.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,979","±804","24.7%","±3.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,979","±804","4,979","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,870","±540","57.6%","±7.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,109","±563","42.4%","±7.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,657","±889","6,657","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,678","±399","1,678","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","648","±312","38.6%","±13.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,030","±264","61.4%","±13.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,979","±804","4,979","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,738","±536","34.9%","±6.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,241","±484","65.1%","±6.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,979","±804","4,979","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","762","±337","15.3%","±6.3"
"        Asia","372,717","±3,581","30.8%","±0.3","2,006","±580","40.3%","±8.9"
"        Africa","113,823","±3,313","9.4%","±0.3","790","±258","15.9%","±4.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,382","±497","27.8%","±9.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","39","±45","0.8%","±0.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","18,991","±1,428","18,991","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","10,994","±1,009","57.9%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,997","±957","42.1%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,135","±610","16.5%","±2.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","3,893","±736","20.5%","±3.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,239","±424","6.5%","±2.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,378","±387","7.3%","±2.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","629","±275","3.3%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,954","±631","10.3%","±3.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,138","±499","6.0%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","772","±298","4.1%","±1.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","129","±74","0.7%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,184","±1,467","20,184","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,014","±369","5.0%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","251","±149","1.2%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","5","±8","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","43","±36","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","901","±246","4.5%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,086","±217","5.4%","±1.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","814","±251","4.0%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","446","±190","2.2%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","75","±59","0.4%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","29","±38","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,989","±627","14.8%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","1,154","±297","5.7%","±1.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","149","±117","0.7%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","16","±18","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","738","±244","3.7%","±1.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","217","±170","1.1%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","45","±57","0.2%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","41","±44","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","126","±98","0.6%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","917","±336","4.5%","±1.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","346","±184","1.7%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","32","±37","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","36","±36","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","358","±206","1.8%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,496","±510","7,496","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,807","±511","90.8%","±2.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,498","±533","86.7%","±2.6"
