"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01440!!Estimate","ZCTA5 01440!!Margin of Error","ZCTA5 01440!!Percent","ZCTA5 01440!!Percent Margin of Error"
"            1 or 2 years","6,316","±677","5.0%","±0.5","24","±28","6.0%","±7.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","9","±14","2.3%","±3.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","88","±75","22.0%","±19.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","121","±87","121","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","67","±49","55.4%","±10.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","105","±82","86.8%","±20.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,237","±445","4,237","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","335","±132","7.9%","±3.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","166","±89","3.9%","±2.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,731","±344","40.9%","±7.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","908","±239","21.4%","±5.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,097","±307","25.9%","±6.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","16,371","±417","16,371","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","531","±182","3.2%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,227","±291","7.5%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,622","±489","34.3%","±3.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,672","±461","22.4%","±2.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,213","±339","13.5%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,148","±377","13.1%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","958","±225","5.9%","±1.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","14,613","±445","89.3%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,106","±421","19.0%","±2.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","17,580","±333","17,580","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,343","±235","7.6%","±1.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","20,126","±252","20,126","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,887","±420","14.3%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,710","±313","3,710","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","242","±165","6.5%","±4.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","12,812","±435","12,812","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,683","±341","13.1%","±2.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,604","±366","3,604","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","962","±218","26.7%","±5.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","21,166","±153","21,166","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","19,224","±472","90.8%","±2.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,942","±460","9.2%","±2.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,892","±441","8.9%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","1,433","±432","6.8%","±2.0"
"                Different county","354,693","±6,215","5.1%","±0.1","459","±118","2.2%","±0.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","365","±114","1.7%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","94","±47","0.4%","±0.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","50","±61","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","21,310","±137","21,310","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,538","±373","91.7%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","18,861","±462","88.5%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","16,376","±595","76.8%","±2.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,485","±451","11.7%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","677","±294","3.2%","±1.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,772","±346","8.3%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,772","±346","1,772","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,146","±279","64.7%","±11.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","626","±259","35.3%","±11.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,449","±438","2,449","(X)"
"        Native","209,292","±4,176","209,292","(X)","677","±294","677","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","221","±251","32.6%","±27.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","456","±163","67.4%","±27.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,772","±346","1,772","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","133","±111","7.5%","±6.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,639","±337","92.5%","±6.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,772","±346","1,772","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","130","±115","7.3%","±6.0"
"        Asia","372,717","±3,581","30.8%","±0.3","576","±252","32.5%","±11.1"
"        Africa","113,823","±3,313","9.4%","±0.3","111","±110","6.3%","±6.3"
"        Oceania","4,098","±490","0.3%","±0.1","19","±30","1.1%","±1.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","331","±161","18.7%","±9.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","605","±223","34.1%","±11.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","20,191","±288","20,191","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","17,380","±453","86.1%","±2.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,811","±471","13.9%","±2.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","624","±247","3.1%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,347","±456","6.7%","±2.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","374","±202","1.9%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","914","±274","4.5%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","87","±65","0.4%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","378","±217","1.9%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","123","±73","0.6%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","172","±119","0.9%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","40","±47","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","21,310","±137","21,310","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2,820","±641","13.2%","±3.0"
"        Arab","72,487","±3,641","1.0%","±0.1","62","±43","0.3%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±28","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","19","±24","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","126","±108","0.6%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","2,717","±403","12.7%","±1.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,435","±470","11.4%","±2.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","2,842","±571","13.3%","±2.7"
"        German","387,135","±7,027","5.5%","±0.1","1,183","±428","5.6%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","108","±82","0.5%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","28","±46","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,211","±384","10.4%","±1.8"
"        Italian","815,794","±9,186","11.7%","±0.1","1,573","±333","7.4%","±1.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","235","±120","1.1%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","28","±33","0.1%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,106","±350","5.2%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","215","±121","1.0%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","169","±119","0.8%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","156","±105","0.7%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","558","±278","2.6%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","14","±22","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","150","±98","0.7%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","354","±139","1.7%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","36","±61","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","15","±25","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","15","±17","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","53","±50","0.2%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,904","±324","8,904","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,943","±362","89.2%","±2.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,604","±384","85.4%","±3.0"
