"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01247!!Estimate","ZCTA5 01247!!Margin of Error","ZCTA5 01247!!Percent","ZCTA5 01247!!Percent Margin of Error"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","950","±190","7.5%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,317","±228","15,317","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,700","±334","17.6%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,703","±279","2,703","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","174","±94","6.4%","±3.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,543","±337","9,543","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,281","±220","13.4%","±2.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,071","±279","3,071","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,245","±234","40.5%","±5.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","15,203","±244","15,203","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,315","±430","87.6%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,888","±352","12.4%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,837","±354","12.1%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","1,216","±283","8.0%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","621","±250","4.1%","±1.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","285","±132","1.9%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","336","±191","2.2%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","51","±54","0.3%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,405","±228","15,405","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","14,536","±356","94.4%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,312","±375","92.9%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,234","±459","72.9%","±2.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,078","±308","20.0%","±2.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","224","±144","1.5%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","869","±288","5.6%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","869","±288","869","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","437","±200","50.3%","±19.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","432","±230","49.7%","±19.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,093","±319","1,093","(X)"
"        Native","209,292","±4,176","209,292","(X)","224","±144","224","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","106","±116","47.3%","±35.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","118","±93","52.7%","±35.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","869","±288","869","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","418","±220","48.1%","±18.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","451","±201","51.9%","±18.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","869","±288","869","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","100","±57","11.5%","±7.4"
"        Asia","372,717","±3,581","30.8%","±0.3","491","±227","56.5%","±15.8"
"        Africa","113,823","±3,313","9.4%","±0.3","56","±45","6.4%","±6.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±4.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","214","±164","24.6%","±16.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","8","±13","0.9%","±1.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,746","±314","14,746","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,603","±416","92.2%","±2.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,143","±288","7.8%","±2.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","347","±139","2.4%","±0.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","494","±201","3.4%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","125","±82","0.8%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","455","±161","3.1%","±1.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","186","±92","1.3%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","107","±89","0.7%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","36","±46","0.2%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","87","±80","0.6%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,405","±228","15,405","(X)"
"        American","260,364","±6,504","3.7%","±0.1","666","±249","4.3%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","88","±72","0.6%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","2","±3","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","32","±32","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","207","±86","1.3%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","1,583","±315","10.3%","±2.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,118","±351","13.7%","±2.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","694","±176","4.5%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","1,192","±280","7.7%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","66","±58","0.4%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","16","±26","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,292","±348","14.9%","±2.3"
"        Italian","815,794","±9,186","11.7%","±0.1","2,407","±365","15.6%","±2.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","40","±42","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","44","±49","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","675","±162","4.4%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","18","±25","0.1%","±0.2"
"        Russian","91,511","±3,161","1.3%","±0.1","63","±47","0.4%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","84","±70","0.5%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","273","±100","1.8%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","26","±31","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","32","±32","0.2%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","110","±62","0.7%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","33","±36","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","27","±30","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","58","±43","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","18","±27","0.1%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,527","±341","6,527","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,901","±306","90.4%","±2.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,489","±302","84.1%","±2.9"
