"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01226!!Estimate","ZCTA5 01226!!Margin of Error","ZCTA5 01226!!Percent","ZCTA5 01226!!Percent Margin of Error"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±115","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±46","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±304","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±114","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±93","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","37","±45","37","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","13","±22","35.1%","±62.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±54.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±54.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±54.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","13","±22","35.1%","±62.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","13","±22","13","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","13","±22","100.0%","±91.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","0.0%","±91.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,292","±199","1,292","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","168","±137","13.0%","±10.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","12","±21","0.9%","±1.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","757","±232","58.6%","±14.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","185","±101","14.3%","±8.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","170","±108","13.2%","±8.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,847","±231","4,847","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","84","±86","1.7%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","165","±87","3.4%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,233","±236","25.4%","±4.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","850","±264","17.5%","±5.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","545","±187","11.2%","±3.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,036","±225","21.4%","±4.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","934","±248","19.3%","±5.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,598","±264","94.9%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,970","±362","40.6%","±7.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,052","±239","5,052","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","481","±209","9.5%","±4.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,265","±36","6,265","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","997","±266","15.9%","±4.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,304","±238","1,304","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±19","0.0%","±3.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,449","±256","3,449","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","517","±241","15.0%","±6.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,512","±261","1,512","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","480","±155","31.7%","±9.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,356","±19","6,356","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,329","±481","83.8%","±7.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,027","±480","16.2%","±7.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","981","±476","15.4%","±7.5"
"                Same county","446,141","±8,933","6.4%","±0.1","830","±456","13.1%","±7.2"
"                Different county","354,693","±6,215","5.1%","±0.1","151","±130","2.4%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","19","±31","0.3%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","132","±126","2.1%","±2.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","46","±57","0.7%","±0.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,356","±19","6,356","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,127","±122","96.4%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,962","±176","93.8%","±2.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,176","±412","65.7%","±6.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,786","±431","28.1%","±6.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","165","±81","2.6%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","229","±121","3.6%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","229","±121","229","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","170","±98","74.2%","±24.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","59","±68","25.8%","±24.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","394","±174","394","(X)"
"        Native","209,292","±4,176","209,292","(X)","165","±81","165","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","25","±38","15.2%","±22.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","140","±77","84.8%","±22.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","229","±121","229","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","32","±53","14.0%","±21.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","197","±107","86.0%","±21.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","229","±121","229","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","128","±92","55.9%","±24.6"
"        Asia","372,717","±3,581","30.8%","±0.3","48","±62","21.0%","±24.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±16.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±16.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","53","±49","23.1%","±23.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±16.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,074","±164","6,074","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,753","±212","94.7%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","321","±145","5.3%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","133","±88","2.2%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","188","±110","3.1%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","55","±49","0.9%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","118","±95","1.9%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","63","±79","1.0%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","15","±27","0.2%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","15","±27","0.2%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,356","±19","6,356","(X)"
"        American","260,364","±6,504","3.7%","±0.1","280","±143","4.4%","±2.2"
"        Arab","72,487","±3,641","1.0%","±0.1","43","±70","0.7%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±28","0.3%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","62","±91","1.0%","±1.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","16","±26","0.3%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,194","±294","18.8%","±4.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","547","±168","8.6%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","128","±83","2.0%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","611","±248","9.6%","±3.9"
"        Greek","76,566","±3,218","1.1%","±0.1","30","±35","0.5%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±25","0.2%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,417","±382","22.3%","±6.0"
"        Italian","815,794","±9,186","11.7%","±0.1","811","±277","12.8%","±4.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","20","±31","0.3%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","130","±143","2.0%","±2.2"
"        Polish","283,050","±4,814","4.0%","±0.1","284","±171","4.5%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","32","±40","0.5%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","19","±29","0.3%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","88","±90","1.4%","±1.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","163","±131","2.6%","±2.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","11","±18","0.2%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","44","±48","0.7%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","30","±46","0.5%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","10","±18","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","77","±99","1.2%","±1.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,907","±264","2,907","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,669","±270","91.8%","±4.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,485","±270","85.5%","±5.9"
