"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01864!!Estimate","ZCTA5 01864!!Margin of Error","ZCTA5 01864!!Percent","ZCTA5 01864!!Percent Margin of Error"
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,172","±377","6,172","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,753","±380","28.4%","±5.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,967","±359","64.3%","±5.8"
"        Separated","37,600","±1,670","1.3%","±0.1","20","±25","0.3%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","62","±57","1.0%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","370","±135","6.0%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,527","±315","6,527","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,611","±319","24.7%","±4.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,727","±304","57.1%","±5.0"
"        Separated","55,256","±1,859","1.8%","±0.1","104","±97","1.6%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","425","±154","6.5%","±2.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","660","±244","10.1%","±3.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","131","±78","131","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","11","±19","8.4%","±15.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","7","±11","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","35","±22","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±65","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","75","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","20","±19","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","74","±60","74","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","29","±46","39.2%","±48.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±38.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±38.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±38.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","29","±46","39.2%","±48.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","29","±46","29","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","14","±23","48.3%","±7.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","29","±46","100.0%","±61.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,933","±424","3,933","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","362","±136","9.2%","±3.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","349","±166","8.9%","±3.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,474","±281","37.5%","±6.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,007","±263","25.6%","±5.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","741","±227","18.8%","±5.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,908","±342","10,908","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","118","±89","1.1%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","210","±110","1.9%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,125","±416","19.5%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,573","±327","14.4%","±3.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","937","±263","8.6%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,743","±558","34.3%","±4.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,202","±398","20.2%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","10,580","±367","97.0%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,945","±542","54.5%","±4.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","11,927","±362","11,927","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","550","±211","4.6%","±1.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,466","±90","15,466","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,747","±464","11.3%","±3.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,622","±362","3,622","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","167","±112","4.6%","±3.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,990","±462","9,990","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,126","±381","11.3%","±3.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,854","±248","1,854","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","454","±169","24.5%","±8.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","15,438","±103","15,438","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","14,030","±498","90.9%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,408","±503","9.1%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,307","±486","8.5%","±3.1"
"                Same county","446,141","±8,933","6.4%","±0.1","827","±399","5.4%","±2.6"
"                Different county","354,693","±6,215","5.1%","±0.1","480","±224","3.1%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","217","±142","1.4%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","263","±195","1.7%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","101","±105","0.7%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,549","±30","15,549","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","14,277","±389","91.8%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,167","±401","91.1%","±2.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,487","±621","73.9%","±4.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,680","±450","17.2%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","110","±80","0.7%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,272","±387","8.2%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,272","±387","1,272","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","778","±271","61.2%","±15.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","494","±277","38.8%","±15.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,382","±400","1,382","(X)"
"        Native","209,292","±4,176","209,292","(X)","110","±80","110","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±21","0.0%","±29.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","110","±80","100.0%","±29.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,272","±387","1,272","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","387","±258","30.4%","±16.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","885","±293","69.6%","±16.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,272","±387","1,272","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","379","±164","29.8%","±11.7"
"        Asia","372,717","±3,581","30.8%","±0.3","430","±226","33.8%","±15.7"
"        Africa","113,823","±3,313","9.4%","±0.3","74","±93","5.8%","±7.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±3.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","351","±267","27.6%","±16.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","38","±42","3.0%","±3.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,627","±243","14,627","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,230","±462","90.4%","±2.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,397","±416","9.6%","±2.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","379","±274","2.6%","±1.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","200","±145","1.4%","±1.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","20","±25","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","896","±370","6.1%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","223","±236","1.5%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","234","±167","1.6%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","136","±140","0.9%","±1.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","67","±93","0.5%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,549","±30","15,549","(X)"
"        American","260,364","±6,504","3.7%","±0.1","741","±377","4.8%","±2.4"
"        Arab","72,487","±3,641","1.0%","±0.1","182","±162","1.2%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","9","±18","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","7","±11","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","76","±74","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","2,106","±478","13.5%","±3.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","727","±291","4.7%","±1.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","600","±258","3.9%","±1.7"
"        German","387,135","±7,027","5.5%","±0.1","1,103","±289","7.1%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","224","±140","1.4%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","23","±28","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,029","±695","32.3%","±4.5"
"        Italian","815,794","±9,186","11.7%","±0.1","4,103","±635","26.4%","±4.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","115","±175","0.7%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","109","±82","0.7%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","408","±181","2.6%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","290","±170","1.9%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","145","±110","0.9%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","142","±78","0.9%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","510","±302","3.3%","±1.9"
"        Slovak","7,069","±828","0.1%","±0.1","106","±146","0.7%","±0.9"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","59","±66","0.4%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","213","±134","1.4%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","41","±46","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","79","±94","0.5%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,848","±217","5,848","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,796","±210","99.1%","±0.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,708","±226","97.6%","±1.3"
