"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01886!!Estimate","ZCTA5 01886!!Margin of Error","ZCTA5 01886!!Percent","ZCTA5 01886!!Percent Margin of Error"
"            1 or 2 years","6,316","±677","5.0%","±0.5","7","±11","2.5%","±3.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","40","±54","14.0%","±18.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±25","0.0%","±13.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","58","±59","58","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","34","±33","58.6%","±22.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","58","±59","100.0%","±43.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","7,353","±403","7,353","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","320","±113","4.4%","±1.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","393","±129","5.3%","±1.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,228","±382","43.9%","±4.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,981","±265","26.9%","±3.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,431","±281","19.5%","±3.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","16,033","±394","16,033","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","124","±69","0.8%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","118","±58","0.7%","±0.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,829","±430","11.4%","±2.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,305","±269","8.1%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,011","±274","6.3%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,540","±423","34.6%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","6,106","±471","38.1%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,791","±395","98.5%","±0.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","11,646","±566","72.6%","±3.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","17,935","±364","17,935","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,145","±333","6.4%","±1.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","24,535","±27","24,535","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,570","±405","6.4%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,600","±366","6,600","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","143","±61","2.2%","±0.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","14,740","±408","14,740","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","573","±154","3.9%","±1.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,195","±379","3,195","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","854","±383","26.7%","±9.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","24,374","±83","24,374","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","21,473","±824","88.1%","±3.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,901","±816","11.9%","±3.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,832","±814","11.6%","±3.3"
"                Same county","446,141","±8,933","6.4%","±0.1","1,953","±757","8.0%","±3.1"
"                Different county","354,693","±6,215","5.1%","±0.1","879","±294","3.6%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","342","±182","1.4%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","537","±234","2.2%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","69","±63","0.3%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","24,535","±27","24,535","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,925","±532","81.2%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","19,655","±551","80.1%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","14,055","±695","57.3%","±2.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,600","±524","22.8%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","270","±177","1.1%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,610","±526","18.8%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,610","±526","4,610","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,074","±453","66.7%","±6.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,536","±334","33.3%","±6.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","4,880","±546","4,880","(X)"
"        Native","209,292","±4,176","209,292","(X)","270","±177","270","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±16","4.1%","±6.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","259","±177","95.9%","±6.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,610","±526","4,610","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","923","±235","20.0%","±4.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,687","±495","80.0%","±4.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,610","±526","4,610","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","573","±240","12.4%","±4.9"
"        Asia","372,717","±3,581","30.8%","±0.3","3,568","±537","77.4%","±5.8"
"        Africa","113,823","±3,313","9.4%","±0.3","214","±178","4.6%","±4.0"
"        Oceania","4,098","±490","0.3%","±0.1","26","±29","0.6%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","116","±101","2.5%","±2.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","113","±66","2.5%","±1.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","23,384","±254","23,384","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","18,040","±799","77.1%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,344","±767","22.9%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","822","±220","3.5%","±0.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","512","±433","2.2%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±25","0.0%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,894","±472","8.1%","±2.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","148","±99","0.6%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,607","±546","11.1%","±2.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","576","±185","2.5%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","331","±273","1.4%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","98","±112","0.4%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","24,535","±27","24,535","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,059","±460","4.3%","±1.9"
"        Arab","72,487","±3,641","1.0%","±0.1","379","±288","1.5%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","99","±86","0.4%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","77","±80","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","126","±99","0.5%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","3,039","±578","12.4%","±2.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,421","±387","5.8%","±1.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","841","±242","3.4%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","1,868","±397","7.6%","±1.6"
"        Greek","76,566","±3,218","1.1%","±0.1","360","±175","1.5%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","167","±114","0.7%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,721","±672","19.2%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","2,538","±446","10.3%","±1.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","120","±80","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","206","±93","0.8%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","949","±276","3.9%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","184","±121","0.7%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","378","±225","1.5%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","224","±155","0.9%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","600","±199","2.4%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","8","±13","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","134","±170","0.5%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","669","±253","2.7%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","33","±31","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","84","±61","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","168","±159","0.7%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","21","±35","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,515","±253","8,515","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,278","±252","97.2%","±2.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,059","±277","94.6%","±2.3"
