"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01075!!Estimate","ZCTA5 01075!!Margin of Error","ZCTA5 01075!!Percent","ZCTA5 01075!!Percent Margin of Error"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","249","±114","1.6%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,327","±419","6,327","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,711","±301","27.0%","±4.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,496","±397","55.3%","±5.8"
"        Separated","37,600","±1,670","1.3%","±0.1","93","±85","1.5%","±1.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","210","±90","3.3%","±1.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","817","±335","12.9%","±5.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","9,751","±420","9,751","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,496","±465","46.1%","±3.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,283","±350","33.7%","±4.3"
"        Separated","55,256","±1,859","1.8%","±0.1","96","±71","1.0%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","770","±193","7.9%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,106","±384","11.3%","±3.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","51","±48","51","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±46.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±9","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","9","±9","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±24","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","5","±10","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","25","±25","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","183","±104","183","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","46","±50","25.1%","±20.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","20","±29","10.9%","±13.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±19.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±19.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","26","±38","14.2%","±19.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","46","±50","46","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","33","±36","71.7%","±27.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","46","±50","100.0%","±48.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,214","±464","5,214","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","144","±62","2.8%","±1.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","229","±122","4.4%","±2.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","928","±191","17.8%","±3.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","738","±187","14.2%","±3.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,175","±441","60.9%","±4.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","12,034","±483","12,034","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","198","±141","1.6%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","404","±144","3.4%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,916","±447","24.2%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,718","±321","14.3%","±2.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,242","±255","10.3%","±2.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,839","±421","23.6%","±3.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,717","±420","22.6%","±3.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","11,432","±490","95.0%","±1.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,556","±594","46.2%","±4.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","15,482","±258","15,482","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,315","±240","8.5%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","17,927","±103","17,927","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,199","±356","12.3%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,554","±259","2,554","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","220","±128","8.6%","±4.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","11,400","±395","11,400","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","877","±205","7.7%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,973","±322","3,973","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,102","±248","27.7%","±5.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","17,949","±95","17,949","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","14,627","±581","81.5%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,322","±573","18.5%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,057","±576","17.0%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","1,325","±264","7.4%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","1,732","±487","9.6%","±2.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,165","±477","6.5%","±2.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","567","±182","3.2%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","265","±115","1.5%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,051","±23","18,051","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,509","±312","91.5%","±1.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,290","±332","90.2%","±1.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,682","±520","64.7%","±2.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,608","±393","25.5%","±2.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","219","±98","1.2%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,542","±310","8.5%","±1.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,542","±310","1,542","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","921","±244","59.7%","±9.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","621","±193","40.3%","±9.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,761","±331","1,761","(X)"
"        Native","209,292","±4,176","209,292","(X)","219","±98","219","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","33","±34","15.1%","±13.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","186","±88","84.9%","±13.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,542","±310","1,542","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","549","±188","35.6%","±9.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","993","±238","64.4%","±9.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,542","±310","1,542","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","361","±111","23.4%","±7.1"
"        Asia","372,717","±3,581","30.8%","±0.3","825","±240","53.5%","±10.1"
"        Africa","113,823","±3,313","9.4%","±0.3","142","±100","9.2%","±6.0"
"        Oceania","4,098","±490","0.3%","±0.1","9","±18","0.6%","±1.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","122","±91","7.9%","±5.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","83","±52","5.4%","±3.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","17,422","±176","17,422","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,704","±370","90.1%","±2.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,718","±341","9.9%","±2.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","449","±159","2.6%","±0.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","312","±134","1.8%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","96","±91","0.6%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","658","±199","3.8%","±1.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","115","±69","0.7%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","559","±171","3.2%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","238","±97","1.4%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","189","±123","1.1%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,051","±23","18,051","(X)"
"        American","260,364","±6,504","3.7%","±0.1","652","±272","3.6%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","103","±90","0.6%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","129","±130","0.7%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","19","±22","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","270","±175","1.5%","±1.0"
"        English","655,283","±8,406","9.4%","±0.1","1,876","±381","10.4%","±2.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,226","±446","12.3%","±2.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,651","±418","9.1%","±2.3"
"        German","387,135","±7,027","5.5%","±0.1","1,158","±269","6.4%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","178","±129","1.0%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","86","±90","0.5%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,848","±669","21.3%","±3.7"
"        Italian","815,794","±9,186","11.7%","±0.1","1,647","±300","9.1%","±1.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","69","±49","0.4%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","29","±29","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","2,266","±559","12.6%","±3.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","427","±420","2.4%","±2.3"
"        Russian","91,511","±3,161","1.3%","±0.1","280","±157","1.6%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","154","±125","0.9%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","259","±96","1.4%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","88","±53","0.5%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","184","±121","1.0%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","58","±56","0.3%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","86","±58","0.5%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","49","±46","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","65","±46","0.4%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,328","±378","7,328","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,846","±402","93.4%","±2.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,410","±432","87.5%","±3.4"
