"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01033!!Estimate","ZCTA5 01033!!Margin of Error","ZCTA5 01033!!Percent","ZCTA5 01033!!Percent Margin of Error"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","65","±80","1.4%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","177","±103","3.9%","±2.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,205","±389","26.4%","±7.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","711","±225","15.6%","±5.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","465","±187","10.2%","±4.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,170","±275","25.6%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","770","±247","16.9%","±5.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,321","±293","94.7%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,940","±344","42.5%","±7.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,240","±162","5,240","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","338","±149","6.5%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,090","±40","6,090","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","599","±189","9.8%","±3.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","850","±155","850","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","22","±36","2.6%","±4.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,089","±225","4,089","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","244","±175","6.0%","±4.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,151","±173","1,151","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","333","±124","28.9%","±9.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,095","±33","6,095","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,816","±185","95.4%","±3.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","279","±185","4.6%","±3.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","279","±185","4.6%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","144","±101","2.4%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","135","±147","2.2%","±2.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","122","±149","2.0%","±2.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","13","±26","0.2%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,110","±23","6,110","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","5,808","±141","95.1%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,706","±190","93.4%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,628","±299","75.7%","±4.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,078","±279","17.6%","±4.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","102","±138","1.7%","±2.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","302","±140","4.9%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","302","±140","302","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","230","±118","76.2%","±17.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","72","±63","23.8%","±17.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","404","±189","404","(X)"
"        Native","209,292","±4,176","209,292","(X)","102","±138","102","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±31.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","102","±138","100.0%","±31.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","302","±140","302","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","43","±51","14.2%","±15.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","259","±127","85.8%","±15.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","302","±140","302","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","239","±126","79.1%","±17.2"
"        Asia","372,717","±3,581","30.8%","±0.3","53","±52","17.5%","±16.9"
"        Africa","113,823","±3,313","9.4%","±0.3","10","±16","3.3%","±5.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±12.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±19","0.0%","±12.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±12.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,955","±95","5,955","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,463","±239","91.7%","±3.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","492","±218","8.3%","±3.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","89","±71","1.5%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","137","±150","2.3%","±2.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±19","0.0%","±0.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","315","±162","5.3%","±2.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","89","±71","1.5%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","18","±29","0.3%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","22","±35","0.4%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,110","±23","6,110","(X)"
"        American","260,364","±6,504","3.7%","±0.1","258","±188","4.2%","±3.1"
"        Arab","72,487","±3,641","1.0%","±0.1","72","±91","1.2%","±1.5"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±28","0.3%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.7"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±19","0.0%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","891","±313","14.6%","±5.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","823","±313","13.5%","±5.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","650","±269","10.6%","±4.4"
"        German","387,135","±7,027","5.5%","±0.1","281","±116","4.6%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","112","±101","1.8%","±1.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.7"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,156","±434","18.9%","±7.1"
"        Italian","815,794","±9,186","11.7%","±0.1","508","±380","8.3%","±6.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","20","±32","0.3%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±19","0.0%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","841","±313","13.8%","±5.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","107","±85","1.8%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","111","±130","1.8%","±2.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±19","0.0%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","221","±206","3.6%","±3.4"
"        Slovak","7,069","±828","0.1%","±0.1","18","±28","0.3%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","29","±38","0.5%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","21","±33","0.3%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","35","±57","0.6%","±0.9"
"        Welsh","23,388","±1,506","0.3%","±0.1","43","±52","0.7%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,530","±198","2,530","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,273","±208","89.8%","±4.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,236","±203","88.4%","±4.5"
