"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01420!!Estimate","ZCTA5 01420!!Margin of Error","ZCTA5 01420!!Percent","ZCTA5 01420!!Percent Margin of Error"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,766","±62","41,766","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","37,788","±757","90.5%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","33,725","±877","80.7%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","26,859","±1,185","64.3%","±2.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,866","±894","16.4%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","4,063","±693","9.7%","±1.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,978","±748","9.5%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,978","±748","3,978","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,045","±440","51.4%","±9.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,933","±598","48.6%","±9.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8,041","±882","8,041","(X)"
"        Native","209,292","±4,176","209,292","(X)","4,063","±693","4,063","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1,417","±491","34.9%","±9.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","2,646","±488","65.1%","±9.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,978","±748","3,978","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,373","±584","34.5%","±10.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,605","±463","65.5%","±10.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,978","±748","3,978","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","677","±262","17.0%","±6.1"
"        Asia","372,717","±3,581","30.8%","±0.3","335","±150","8.4%","±3.5"
"        Africa","113,823","±3,313","9.4%","±0.3","654","±467","16.4%","±10.5"
"        Oceania","4,098","±490","0.3%","±0.1","9","±17","0.2%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,044","±528","51.4%","±10.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","259","±99","6.5%","±2.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","39,364","±417","39,364","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","28,300","±1,135","71.9%","±2.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","11,064","±1,065","28.1%","±2.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,481","±652","8.8%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","8,720","±1,013","22.2%","±2.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,695","±606","6.8%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,429","±402","3.6%","±1.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","423","±225","1.1%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","369","±186","0.9%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","218","±129","0.6%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","546","±299","1.4%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","145","±113","0.4%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,766","±62","41,766","(X)"
"        American","260,364","±6,504","3.7%","±0.1","2,205","±1,046","5.3%","±2.5"
"        Arab","72,487","±3,641","1.0%","±0.1","173","±127","0.4%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","84","±75","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","12","±18","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","180","±97","0.4%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,444","±453","5.9%","±1.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","4,120","±667","9.9%","±1.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","3,045","±612","7.3%","±1.5"
"        German","387,135","±7,027","5.5%","±0.1","2,175","±424","5.2%","±1.0"
"        Greek","76,566","±3,218","1.1%","±0.1","459","±243","1.1%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","135","±114","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,132","±892","14.7%","±2.1"
"        Italian","815,794","±9,186","11.7%","±0.1","4,585","±637","11.0%","±1.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","196","±120","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","291","±280","0.7%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","1,261","±425","3.0%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","505","±141","1.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","121","±64","0.3%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","113","±67","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","578","±266","1.4%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","5","±10","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","807","±510","1.9%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","652","±318","1.6%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","5","±11","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","280","±204","0.7%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","64","±43","0.2%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","292","±146","0.7%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","16,383","±546","16,383","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","15,117","±523","92.3%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","14,240","±630","86.9%","±2.5"
