"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02145!!Estimate","ZCTA5 02145!!Margin of Error","ZCTA5 02145!!Percent","ZCTA5 02145!!Percent Margin of Error"
"    Population in households","6,744,826","*****","6,744,826","(X)","27,260","±1,093","27,260","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","11,349","±532","41.6%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,022","±330","14.8%","±1.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,396","±301","5.1%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,101","±493","18.7%","±1.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,913","±503","7.0%","±1.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","3,479","±514","12.8%","±1.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,282","±716","12,282","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","6,879","±702","56.0%","±3.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,581","±397","37.3%","±3.1"
"        Separated","37,600","±1,670","1.3%","±0.1","50","±39","0.4%","±0.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","98","±70","0.8%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","674","±184","5.5%","±1.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","11,861","±674","11,861","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","5,376","±545","45.3%","±3.3"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,585","±397","38.7%","±3.1"
"        Separated","55,256","±1,859","1.8%","±0.1","298","±153","2.5%","±1.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","586","±186","4.9%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,016","±232","8.6%","±1.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","379","±126","379","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","43","±34","11.3%","±8.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","8","±7","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","46","±16","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±83","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","39","±21","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","67","±37","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","605","±297","605","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","178","±103","29.4%","±18.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","3","±5","0.5%","±0.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","71","±64","11.7%","±11.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","77","±69","12.7%","±11.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","27","±36","4.5%","±6.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","178","±103","178","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","126","±82","70.8%","±18.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","80","±65","44.9%","±27.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,214","±528","5,214","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","297","±132","5.7%","±2.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","208","±135","4.0%","±2.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,621","±324","31.1%","±4.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","914","±232","17.5%","±4.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,174","±320","41.7%","±5.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","20,821","±932","20,821","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,855","±383","8.9%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,089","±318","5.2%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,816","±677","18.3%","±3.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,379","±410","11.4%","±2.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,091","±366","5.2%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,900","±621","28.3%","±2.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,691","±505","22.5%","±2.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","17,877","±900","85.9%","±2.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,591","±819","50.9%","±3.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","23,535","±1,022","23,535","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","349","±119","1.5%","±0.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","27,334","±1,100","27,334","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,624","±426","9.6%","±1.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,808","±431","3,808","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","114","±108","3.0%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","20,877","±1,040","20,877","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,442","±317","6.9%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,649","±443","2,649","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,068","±309","40.3%","±7.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","27,043","±1,108","27,043","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","22,591","±1,137","83.5%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,452","±568","16.5%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,256","±546","15.7%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","1,905","±382","7.0%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","2,351","±436","8.7%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,511","±382","5.6%","±1.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","840","±297","3.1%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","196","±117","0.7%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,359","±1,100","27,359","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","18,110","±963","66.2%","±3.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,484","±901","63.9%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,229","±806","41.0%","±2.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,255","±604","22.9%","±2.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","626","±269","2.3%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","9,249","±1,087","33.8%","±3.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","9,249","±1,087","9,249","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,024","±683","43.5%","±5.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5,225","±847","56.5%","±5.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","9,875","±1,060","9,875","(X)"
"        Native","209,292","±4,176","209,292","(X)","626","±269","626","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","225","±172","35.9%","±17.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","401","±162","64.1%","±17.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","9,249","±1,087","9,249","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,560","±609","27.7%","±5.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,689","±875","72.3%","±5.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","9,249","±1,087","9,249","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,754","±469","19.0%","±4.8"
"        Asia","372,717","±3,581","30.8%","±0.3","1,756","±378","19.0%","±3.8"
"        Africa","113,823","±3,313","9.4%","±0.3","204","±110","2.2%","±1.2"
"        Oceania","4,098","±490","0.3%","±0.1","78","±78","0.8%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","5,339","±965","57.7%","±6.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","118","±87","1.3%","±1.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","26,168","±1,070","26,168","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,830","±1,041","56.7%","±4.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","11,338","±1,350","43.3%","±4.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","5,427","±932","20.7%","±3.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","5,277","±1,005","20.2%","±3.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,754","±736","10.5%","±2.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,682","±937","17.9%","±3.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,174","±627","8.3%","±2.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,091","±289","4.2%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","431","±165","1.6%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","288","±160","1.1%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","68","±58","0.3%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,359","±1,100","27,359","(X)"
"        American","260,364","±6,504","3.7%","±0.1","732","±322","2.7%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","316","±159","1.2%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","28","±29","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","30","±48","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","110","±63","0.4%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,772","±344","6.5%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","475","±199","1.7%","±0.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","607","±201","2.2%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","1,598","±414","5.8%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","174","±94","0.6%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","121","±85","0.4%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,940","±567","14.4%","±2.2"
"        Italian","815,794","±9,186","11.7%","±0.1","3,111","±486","11.4%","±1.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","95","±78","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","89","±62","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","918","±276","3.4%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1,566","±464","5.7%","±1.7"
"        Russian","91,511","±3,161","1.3%","±0.1","588","±275","2.1%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","126","±75","0.5%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","450","±206","1.6%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","79","±65","0.3%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","290","±250","1.1%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","286","±108","1.0%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","101","±78","0.4%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","97","±77","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","94","±58","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","884","±416","3.2%","±1.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,349","±532","11,349","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,679","±507","94.1%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","10,417","±494","91.8%","±1.7"
