"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01364!!Estimate","ZCTA5 01364!!Margin of Error","ZCTA5 01364!!Percent","ZCTA5 01364!!Percent Margin of Error"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","14","±23","11.7%","±28.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","16","±26","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","68","±64","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±155","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","169","±150","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±47","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","262","±122","262","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","63","±52","24.0%","±19.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±14.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±14.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","25","±26","9.5%","±10.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","38","±42","14.5%","±15.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","63","±52","63","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","55","±47","87.3%","±19.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","42","±36","66.7%","±36.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,496","±246","1,496","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","111","±60","7.4%","±4.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","55","±32","3.7%","±2.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","701","±195","46.9%","±9.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","315","±93","21.1%","±5.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","314","±128","21.0%","±7.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,668","±241","5,668","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","203","±76","3.6%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","389","±135","6.9%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,227","±255","39.3%","±3.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,287","±198","22.7%","±3.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","532","±123","9.4%","±2.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","726","±194","12.8%","±3.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","304","±110","5.4%","±1.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,076","±299","89.6%","±2.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,030","±223","18.2%","±3.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,137","±234","6,137","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","638","±160","10.4%","±2.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,684","±43","7,684","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,789","±275","23.3%","±3.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,547","±225","1,547","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","283","±122","18.3%","±6.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,491","±249","4,491","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","928","±172","20.7%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,646","±186","1,646","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","578","±146","35.1%","±7.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,598","±79","7,598","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,165","±187","94.3%","±2.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","433","±167","5.7%","±2.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","433","±167","5.7%","±2.2"
"                Same county","446,141","±8,933","6.4%","±0.1","179","±94","2.4%","±1.2"
"                Different county","354,693","±6,215","5.1%","±0.1","254","±116","3.3%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","221","±111","2.9%","±1.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","33","±29","0.4%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,684","±43","7,684","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,404","±102","96.4%","±1.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,300","±123","95.0%","±1.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,339","±262","82.5%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","961","±234","12.5%","±3.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","104","±74","1.4%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","280","±85","3.6%","±1.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","280","±85","280","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","128","±50","45.7%","±14.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","152","±67","54.3%","±14.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","384","±107","384","(X)"
"        Native","209,292","±4,176","209,292","(X)","104","±74","104","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","28","±39","26.9%","±32.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","76","±60","73.1%","±32.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","280","±85","280","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","77","±54","27.5%","±16.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","203","±70","72.5%","±16.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","280","±85","280","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","82","±48","29.3%","±16.3"
"        Asia","372,717","±3,581","30.8%","±0.3","70","±61","25.0%","±19.0"
"        Africa","113,823","±3,313","9.4%","±0.3","22","±24","7.9%","±9.4"
"        Oceania","4,098","±490","0.3%","±0.1","12","±19","4.3%","±6.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","14","±18","5.0%","±6.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","80","±53","28.6%","±16.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,276","±117","7,276","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,029","±145","96.6%","±1.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","247","±93","3.4%","±1.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","83","±62","1.1%","±0.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","92","±72","1.3%","±1.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","23","±23","0.3%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","71","±47","1.0%","±0.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","4","±6","0.1%","±0.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","69","±64","0.9%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","56","±60","0.8%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","15","±23","0.2%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,684","±43","7,684","(X)"
"        American","260,364","±6,504","3.7%","±0.1","627","±314","8.2%","±4.1"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","20","±33","0.3%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","41","±54","0.5%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","1,311","±386","17.1%","±5.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,139","±381","14.8%","±5.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","691","±213","9.0%","±2.8"
"        German","387,135","±7,027","5.5%","±0.1","519","±237","6.8%","±3.1"
"        Greek","76,566","±3,218","1.1%","±0.1","23","±23","0.3%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","9","±15","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,289","±300","16.8%","±3.9"
"        Italian","815,794","±9,186","11.7%","±0.1","515","±156","6.7%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","148","±79","1.9%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","38","±33","0.5%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","255","±115","3.3%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","78","±68","1.0%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","29","±26","0.4%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","65","±44","0.8%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","130","±68","1.7%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","53","±47","0.7%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","138","±69","1.8%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","8","±13","0.1%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","21","±22","0.3%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","16","±18","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","30","±41","0.4%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,021","±235","3,021","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,696","±208","89.2%","±3.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,638","±218","87.3%","±3.6"
