"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02186!!Estimate","ZCTA5 02186!!Margin of Error","ZCTA5 02186!!Percent","ZCTA5 02186!!Percent Margin of Error"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,347","±588","8.3%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,109","±541","7.5%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","718","±427","2.6%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","1,391","±362","4.9%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","858","±284","3.0%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","533","±206","1.9%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","238","±159","0.8%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,414","±59","28,414","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,890","±761","84.1%","±2.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","23,469","±808","82.6%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","17,363","±885","61.1%","±3.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,106","±603","21.5%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","421","±194","1.5%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,524","±758","15.9%","±2.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,524","±758","4,524","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,618","±481","57.9%","±7.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,906","±498","42.1%","±7.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","4,945","±802","4,945","(X)"
"        Native","209,292","±4,176","209,292","(X)","421","±194","421","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","79","±82","18.8%","±17.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","342","±169","81.2%","±17.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,524","±758","4,524","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,264","±431","27.9%","±8.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,260","±628","72.1%","±8.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,524","±758","4,524","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","756","±226","16.7%","±5.7"
"        Asia","372,717","±3,581","30.8%","±0.3","741","±184","16.4%","±4.4"
"        Africa","113,823","±3,313","9.4%","±0.3","228","±162","5.0%","±3.7"
"        Oceania","4,098","±490","0.3%","±0.1","59","±71","1.3%","±1.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,623","±782","58.0%","±9.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","117","±76","2.6%","±1.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","26,868","±263","26,868","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","21,874","±834","81.4%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","4,994","±820","18.6%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,236","±424","4.6%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","569","±220","2.1%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","77","±76","0.3%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,136","±759","11.7%","±2.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","673","±339","2.5%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","965","±234","3.6%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","366","±174","1.4%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","324","±228","1.2%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","120","±109","0.4%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,414","±59","28,414","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,102","±442","3.9%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","125","±85","0.4%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","179","±169","0.6%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","70","±82","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","56","±50","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,687","±443","9.5%","±1.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","457","±140","1.6%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","784","±366","2.8%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","1,854","±457","6.5%","±1.6"
"        Greek","76,566","±3,218","1.1%","±0.1","239","±156","0.8%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","52","±50","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,993","±985","31.6%","±3.5"
"        Italian","815,794","±9,186","11.7%","±0.1","2,413","±515","8.5%","±1.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","217","±116","0.8%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","401","±333","1.4%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,028","±351","3.6%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","263","±141","0.9%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","405","±143","1.4%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","125","±86","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","457","±193","1.6%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","66","±101","0.2%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","591","±325","2.1%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","318","±141","1.1%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","99","±112","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","95","±62","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,992","±662","7.0%","±2.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,797","±406","8,797","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,557","±399","97.3%","±1.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,192","±370","93.1%","±2.1"
