"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01237!!Estimate","ZCTA5 01237!!Margin of Error","ZCTA5 01237!!Percent","ZCTA5 01237!!Percent Margin of Error"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","48","±34","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±879","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","153","±170","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±31","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","53","±35","53","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±45.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±45.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±45.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±45.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±45.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","491","±168","491","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","2","±3","0.4%","±0.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","22","±21","4.5%","±4.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","352","±147","71.7%","±15.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","51","±34","10.4%","±7.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","64","±76","13.0%","±14.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,758","±228","1,758","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","23","±33","1.3%","±1.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","48","±35","2.7%","±2.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","523","±136","29.7%","±7.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","281","±102","16.0%","±5.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","155","±84","8.8%","±4.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","357","±172","20.3%","±9.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","371","±147","21.1%","±7.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,687","±221","96.0%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","728","±206","41.4%","±9.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,823","±235","1,823","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","117","±59","6.4%","±3.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,332","±316","2,332","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","211","±96","9.0%","±4.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","509","±161","509","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","16","±21","3.1%","±4.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,170","±213","1,170","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","87","±49","7.4%","±4.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","653","±183","653","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","108","±81","16.5%","±11.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,326","±315","2,326","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,302","±312","99.0%","±1.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","24","±24","1.0%","±1.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","24","±24","1.0%","±1.0"
"                Same county","446,141","±8,933","6.4%","±0.1","3","±6","0.1%","±0.3"
"                Different county","354,693","±6,215","5.1%","±0.1","21","±23","0.9%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","21","±23","0.9%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,332","±316","2,332","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,233","±305","95.8%","±3.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,216","±305","95.0%","±4.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,805","±307","77.4%","±7.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","411","±137","17.6%","±5.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","17","±24","0.7%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","99","±92","4.2%","±3.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","99","±92","99","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","95","±91","96.0%","±6.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","4","±5","4.0%","±6.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","116","±97","116","(X)"
"        Native","209,292","±4,176","209,292","(X)","17","±24","17","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±79.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","17","±24","100.0%","±79.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","99","±92","99","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2","±3","2.0%","±4.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","97","±92","98.0%","±4.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","99","±92","99","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","22","±27","22.2%","±32.7"
"        Asia","372,717","±3,581","30.8%","±0.3","71","±86","71.7%","±36.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±32.0"
"        Oceania","4,098","±490","0.3%","±0.1","4","±6","4.0%","±6.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","2","±3","2.0%","±4.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±32.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,289","±310","2,289","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,171","±304","94.8%","±4.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","118","±102","5.2%","±4.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","22","±25","1.0%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","11","±15","0.5%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±14","0.4%","±0.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","107","±103","4.7%","±4.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","13","±21","0.6%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,332","±316","2,332","(X)"
"        American","260,364","±6,504","3.7%","±0.1","96","±89","4.1%","±3.8"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.7"
"        Danish","14,346","±1,162","0.2%","±0.1","33","±35","1.4%","±1.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","57","±58","2.4%","±2.4"
"        English","655,283","±8,406","9.4%","±0.1","318","±150","13.6%","±6.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","208","±111","8.9%","±4.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","179","±94","7.7%","±4.2"
"        German","387,135","±7,027","5.5%","±0.1","258","±119","11.1%","±4.9"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","11","±16","0.5%","±0.7"
"        Irish","1,345,219","±11,619","19.2%","±0.2","394","±156","16.9%","±6.7"
"        Italian","815,794","±9,186","11.7%","±0.1","252","±136","10.8%","±5.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±1.7"
"        Polish","283,050","±4,814","4.0%","±0.1","269","±136","11.5%","±5.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±1.7"
"        Russian","91,511","±3,161","1.3%","±0.1","44","±48","1.9%","±2.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±1.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","27","±25","1.2%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.7"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","25","±25","1.1%","±1.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","27","±38","1.2%","±1.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","3","±4","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,019","±144","1,019","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","969","±140","95.1%","±3.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","891","±146","87.4%","±7.7"
