"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01867!!Estimate","ZCTA5 01867!!Margin of Error","ZCTA5 01867!!Percent","ZCTA5 01867!!Percent Margin of Error"
"                Same county","446,141","±8,933","6.4%","±0.1","739","±311","2.9%","±1.2"
"                Different county","354,693","±6,215","5.1%","±0.1","811","±334","3.2%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","490","±295","1.9%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","321","±235","1.3%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","23","±31","0.1%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","25,511","±47","25,511","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,200","±635","90.9%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","23,090","±617","90.5%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","18,628","±619","73.0%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,462","±457","17.5%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","110","±65","0.4%","±0.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,311","±634","9.1%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,311","±634","2,311","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,566","±390","67.8%","±7.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","745","±311","32.2%","±7.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,421","±617","2,421","(X)"
"        Native","209,292","±4,176","209,292","(X)","110","±65","110","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±25","0.0%","±29.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","110","±65","100.0%","±29.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,311","±634","2,311","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","580","±294","25.1%","±7.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,731","±408","74.9%","±7.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,311","±634","2,311","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","538","±176","23.3%","±10.0"
"        Asia","372,717","±3,581","30.8%","±0.3","1,209","±667","52.3%","±18.1"
"        Africa","113,823","±3,313","9.4%","±0.3","146","±144","6.3%","±6.5"
"        Oceania","4,098","±490","0.3%","±0.1","18","±30","0.8%","±1.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","272","±154","11.8%","±7.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","128","±83","5.5%","±3.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","24,160","±242","24,160","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","21,343","±918","88.3%","±4.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,817","±966","11.7%","±4.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","633","±338","2.6%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","347","±208","1.4%","±0.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","68","±92","0.3%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,329","±384","5.5%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","195","±98","0.8%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,092","±962","4.5%","±4.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","370","±337","1.5%","±1.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","49","±76","0.2%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±25","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","25,511","±47","25,511","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,074","±392","4.2%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","16","±27","0.1%","±0.1"
"        Czech","12,119","±1,098","0.2%","±0.1","33","±40","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","82","±66","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","221","±113","0.9%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","3,603","±566","14.1%","±2.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","580","±197","2.3%","±0.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,271","±385","5.0%","±1.5"
"        German","387,135","±7,027","5.5%","±0.1","1,954","±617","7.7%","±2.4"
"        Greek","76,566","±3,218","1.1%","±0.1","699","±335","2.7%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","52","±84","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,407","±962","33.0%","±3.8"
"        Italian","815,794","±9,186","11.7%","±0.1","5,676","±809","22.2%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","129","±94","0.5%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","190","±144","0.7%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","568","±408","2.2%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","476","±154","1.9%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","206","±157","0.8%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","209","±108","0.8%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","574","±193","2.3%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","79","±94","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","421","±168","1.7%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","67","±70","0.3%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±25","0.0%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","95","±73","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","108","±152","0.4%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,297","±376","9,297","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,936","±338","96.1%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,813","±356","94.8%","±1.7"
