"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01960!!Estimate","ZCTA5 01960!!Margin of Error","ZCTA5 01960!!Percent","ZCTA5 01960!!Percent Margin of Error"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,203","±338","2.2%","±0.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","14,876","±730","27.8%","±1.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","3,129","±545","5.8%","±1.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,285","±435","2.4%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","22,030","±757","22,030","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","6,850","±709","31.1%","±2.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","11,785","±550","53.5%","±2.8"
"        Separated","37,600","±1,670","1.3%","±0.1","239","±160","1.1%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","897","±248","4.1%","±1.1"
"        Divorced","227,113","±4,005","8.0%","±0.1","2,259","±549","10.3%","±2.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","23,967","±704","23,967","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,154","±652","25.7%","±2.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","11,427","±581","47.7%","±2.6"
"        Separated","55,256","±1,859","1.8%","±0.1","401","±164","1.7%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","3,302","±523","13.8%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,683","±425","11.2%","±1.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","788","±219","788","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","142","±100","18.0%","±12.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","24","±17","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","72","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","30","±68","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","109","±38","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","39","±23","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","905","±233","905","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","106","±108","11.7%","±11.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±31","0.0%","±4.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±31","0.0%","±4.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±31","0.0%","±4.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","106","±108","11.7%","±11.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","106","±108","106","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","52","±53","49.1%","±3.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","106","±108","100.0%","±30.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,803","±850","9,803","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","551","±163","5.6%","±1.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","260","±124","2.7%","±1.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,756","±575","38.3%","±4.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,501","±456","25.5%","±4.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,735","±486","27.9%","±4.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","40,059","±710","40,059","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","2,081","±404","5.2%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,489","±306","3.7%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","12,415","±889","31.0%","±2.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","6,433","±682","16.1%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","3,690","±550","9.2%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","9,321","±852","23.3%","±2.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,630","±551","11.6%","±1.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","36,489","±805","91.1%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","13,951","±946","34.8%","±2.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","44,405","±749","44,405","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","2,833","±473","6.4%","±1.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","53,694","±147","53,694","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","8,194","±883","15.3%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","9,640","±751","9,640","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","324","±186","3.4%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","32,025","±894","32,025","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","3,099","±481","9.7%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","12,029","±863","12,029","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","4,771","±674","39.7%","±4.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","53,379","±261","53,379","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","47,168","±986","88.4%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","6,211","±921","11.6%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","6,026","±908","11.3%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","3,939","±772","7.4%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","2,087","±544","3.9%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,646","±495","3.1%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","441","±266","0.8%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","185","±86","0.3%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","54,051","±124","54,051","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","45,314","±919","83.8%","±1.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","44,488","±953","82.3%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","38,952","±1,031","72.1%","±1.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,536","±761","10.2%","±1.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","826","±255","1.5%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","8,737","±894","16.2%","±1.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","8,737","±894","8,737","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,422","±708","62.1%","±5.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,315","±631","37.9%","±5.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","9,563","±927","9,563","(X)"
"        Native","209,292","±4,176","209,292","(X)","826","±255","826","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","352","±181","42.6%","±16.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","474","±185","57.4%","±16.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","8,737","±894","8,737","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,089","±559","23.9%","±5.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,648","±832","76.1%","±5.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","8,737","±894","8,737","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","3,713","±593","42.5%","±6.7"
"        Asia","372,717","±3,581","30.8%","±0.3","728","±261","8.3%","±3.0"
"        Africa","113,823","±3,313","9.4%","±0.3","195","±125","2.2%","±1.4"
"        Oceania","4,098","±490","0.3%","±0.1","36","±48","0.4%","±0.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","3,963","±858","45.4%","±7.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","102","±75","1.2%","±0.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","50,702","±538","50,702","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","39,165","±1,162","77.2%","±2.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","11,537","±1,044","22.8%","±2.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","4,870","±812","9.6%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","3,704","±729","7.3%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,888","±590","3.7%","±1.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","7,214","±750","14.2%","±1.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,863","±506","5.6%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","436","±235","0.9%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","81","±74","0.2%","±0.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","183","±135","0.4%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","38","±48","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","54,051","±124","54,051","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,510","±380","2.8%","±0.7"
"        Arab","72,487","±3,641","1.0%","±0.1","175","±126","0.3%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","23","±39","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","86","±73","0.2%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","112","±80","0.2%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","4,355","±655","8.1%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,554","±528","4.7%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","2,035","±661","3.8%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","1,079","±307","2.0%","±0.6"
"        Greek","76,566","±3,218","1.1%","±0.1","2,739","±633","5.1%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","307","±334","0.6%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","10,907","±1,077","20.2%","±2.0"
"        Italian","815,794","±9,186","11.7%","±0.1","11,345","±1,272","21.0%","±2.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","641","±257","1.2%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","98","±124","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","2,189","±532","4.0%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","2,887","±598","5.3%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","858","±355","1.6%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","446","±223","0.8%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","1,036","±363","1.9%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±31","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","165","±132","0.3%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","649","±276","1.2%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","36","±45","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","277","±194","0.5%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","76","±77","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","757","±391","1.4%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","22,681","±575","22,681","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","20,459","±621","90.2%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","19,736","±623","87.0%","±1.9"
