"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02139!!Estimate","ZCTA5 02139!!Margin of Error","ZCTA5 02139!!Percent","ZCTA5 02139!!Percent Margin of Error"
"        Who are female","20,516","±1,259","67.7%","±1.5","35","±48","97.2%","±17.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","8","±12","22.2%","±42.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","14,058","±985","14,058","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","606","±217","4.3%","±1.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","328","±91","2.3%","±0.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,999","±351","14.2%","±2.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","822","±203","5.8%","±1.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","10,303","±834","73.3%","±2.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","26,915","±1,065","26,915","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","922","±317","3.4%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","619","±180","2.3%","±0.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,816","±289","6.7%","±1.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,255","±365","8.4%","±1.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","524","±145","1.9%","±0.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","8,182","±642","30.4%","±2.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","12,597","±768","46.8%","±2.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","25,374","±992","94.3%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","20,779","±934","77.2%","±2.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","34,875","±1,070","34,875","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","534","±189","1.5%","±0.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","39,612","±1,168","39,612","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,983","±417","7.5%","±1.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,801","±457","4,801","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","84","±73","1.7%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","30,885","±972","30,885","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,795","±370","5.8%","±1.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,926","±452","3,926","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,104","±249","28.1%","±5.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","39,316","±1,156","39,316","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","29,639","±1,241","75.4%","±2.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","9,677","±780","24.6%","±2.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","8,306","±742","21.1%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","3,705","±541","9.4%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","4,601","±492","11.7%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,647","±294","4.2%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","2,954","±413","7.5%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","1,371","±338","3.5%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","39,707","±1,166","39,707","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","28,256","±1,012","71.2%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","27,156","±1,065","68.4%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,733","±863","29.5%","±1.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","15,423","±791","38.8%","±1.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,100","±252","2.8%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","11,451","±823","28.8%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","11,451","±823","11,451","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,595","±598","48.9%","±4.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5,856","±648","51.1%","±4.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","12,551","±889","12,551","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,100","±252","1,100","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","365","±145","33.2%","±10.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","735","±197","66.8%","±10.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","11,451","±823","11,451","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","4,930","±639","43.1%","±4.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,521","±603","56.9%","±4.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","11,451","±823","11,451","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","2,563","±466","22.4%","±3.5"
"        Asia","372,717","±3,581","30.8%","±0.3","4,864","±540","42.5%","±3.6"
"        Africa","113,823","±3,313","9.4%","±0.3","1,299","±333","11.3%","±2.7"
"        Oceania","4,098","±490","0.3%","±0.1","68","±42","0.6%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,226","±396","19.4%","±3.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","431","±131","3.8%","±1.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","38,073","±1,195","38,073","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","24,852","±1,197","65.3%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","13,221","±1,022","34.7%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,751","±446","7.2%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,912","±529","7.6%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","630","±203","1.7%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,723","±645","12.4%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","857","±242","2.3%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","4,350","±616","11.4%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","861","±248","2.3%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,236","±336","3.2%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","403","±196","1.1%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","39,707","±1,166","39,707","(X)"
"        American","260,364","±6,504","3.7%","±0.1","890","±253","2.2%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","603","±167","1.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","228","±151","0.6%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","143","±93","0.4%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","118","±62","0.3%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,814","±395","7.1%","±1.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,029","±240","2.6%","±0.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","409","±148","1.0%","±0.4"
"        German","387,135","±7,027","5.5%","±0.1","2,903","±344","7.3%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","364","±122","0.9%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","143","±99","0.4%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,935","±528","9.9%","±1.3"
"        Italian","815,794","±9,186","11.7%","±0.1","2,986","±394","7.5%","±1.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","149","±82","0.4%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","326","±112","0.8%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","995","±189","2.5%","±0.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","372","±153","0.9%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","1,147","±317","2.9%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","207","±83","0.5%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","720","±177","1.8%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","135","±75","0.3%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,612","±500","4.1%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","453","±151","1.1%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","146","±68","0.4%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","172","±79","0.4%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","200","±88","0.5%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,306","±383","3.3%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","15,263","±585","15,263","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","14,533","±615","95.2%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","14,080","±557","92.2%","±1.4"
