"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01002!!Estimate","ZCTA5 01002!!Margin of Error","ZCTA5 01002!!Percent","ZCTA5 01002!!Percent Margin of Error"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,344","±485","8.9%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","463","±208","1.8%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,496","±313","5.7%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","717","±223","2.7%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","314","±144","1.2%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","27","±32","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,323","±764","27,323","(X)"
"        American","260,364","±6,504","3.7%","±0.1","778","±270","2.8%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","237","±166","0.9%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","68","±46","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","152","±121","0.6%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","255","±117","0.9%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","2,998","±509","11.0%","±1.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","855","±288","3.1%","±1.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","440","±163","1.6%","±0.6"
"        German","387,135","±7,027","5.5%","±0.1","2,667","±446","9.8%","±1.7"
"        Greek","76,566","±3,218","1.1%","±0.1","254","±145","0.9%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","88","±54","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,573","±520","13.1%","±1.9"
"        Italian","815,794","±9,186","11.7%","±0.1","2,748","±545","10.1%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","219","±117","0.8%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","213","±174","0.8%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","1,161","±241","4.2%","±0.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","269","±172","1.0%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","349","±135","1.3%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","279","±134","1.0%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","559","±215","2.0%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","94","±109","0.3%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","891","±354","3.3%","±1.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","386","±223","1.4%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","21","±28","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","129","±60","0.5%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","520","±272","1.9%","±1.0"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","201","±109","0.7%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,985","±532","9,985","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,681","±543","97.0%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,273","±527","92.9%","±2.0"
