"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01907!!Estimate","ZCTA5 01907!!Margin of Error","ZCTA5 01907!!Percent","ZCTA5 01907!!Percent Margin of Error"
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","12,091","±359","12,091","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","536","±166","4.4%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,065","±164","15,065","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,532","±310","10.2%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,086","±327","3,086","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","98","±59","3.2%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,298","±499","9,298","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","580","±184","6.2%","±2.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,681","±341","2,681","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","854","±247","31.9%","±8.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","15,047","±186","15,047","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,355","±498","88.8%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,692","±491","11.2%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,573","±508","10.5%","±3.4"
"                Same county","446,141","±8,933","6.4%","±0.1","1,052","±427","7.0%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","521","±230","3.5%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","371","±187","2.5%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","150","±74","1.0%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","119","±93","0.8%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,183","±153","15,183","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","12,312","±762","81.1%","±4.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,211","±753","80.4%","±4.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","8,362","±713","55.1%","±4.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,849","±658","25.4%","±4.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","101","±72","0.7%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,871","±746","18.9%","±4.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,871","±746","2,871","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,380","±741","82.9%","±7.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","491","±189","17.1%","±7.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,972","±736","2,972","(X)"
"        Native","209,292","±4,176","209,292","(X)","101","±72","101","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","8","±12","7.9%","±12.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","93","±71","92.1%","±12.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,871","±746","2,871","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","217","±152","7.6%","±5.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,654","±757","92.4%","±5.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,871","±746","2,871","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,321","±418","46.0%","±15.7"
"        Asia","372,717","±3,581","30.8%","±0.3","806","±677","28.1%","±18.9"
"        Africa","113,823","±3,313","9.4%","±0.3","128","±182","4.5%","±6.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±1.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","516","±240","18.0%","±9.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","100","±89","3.5%","±3.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,374","±327","14,374","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,188","±808","77.8%","±5.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","3,186","±801","22.2%","±5.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,342","±678","9.3%","±4.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","529","±285","3.7%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","163","±136","1.1%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,391","±839","16.6%","±5.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,046","±687","7.3%","±4.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","115","±111","0.8%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","28","±38","0.2%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","151","±150","1.1%","±1.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","105","±159","0.7%","±1.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,183","±153","15,183","(X)"
"        American","260,364","±6,504","3.7%","±0.1","593","±316","3.9%","±2.1"
"        Arab","72,487","±3,641","1.0%","±0.1","335","±358","2.2%","±2.4"
"        Czech","12,119","±1,098","0.2%","±0.1","74","±73","0.5%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","52","±78","0.3%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","38","±32","0.3%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","1,656","±430","10.9%","±2.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","443","±185","2.9%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","351","±165","2.3%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","1,005","±320","6.6%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","255","±159","1.7%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","92","±73","0.6%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,917","±631","19.2%","±4.1"
"        Italian","815,794","±9,186","11.7%","±0.1","2,006","±420","13.2%","±2.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","226","±152","1.5%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","34","±38","0.2%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","726","±248","4.8%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","262","±173","1.7%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","1,256","±414","8.3%","±2.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","32","±33","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","505","±264","3.3%","±1.7"
"        Slovak","7,069","±828","0.1%","±0.1","20","±40","0.1%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","77","±74","0.5%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","171","±91","1.1%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","9","±15","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","301","±297","2.0%","±2.0"
"        Welsh","23,388","±1,506","0.3%","±0.1","14","±27","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","139","±135","0.9%","±0.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,169","±262","6,169","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,940","±278","96.3%","±1.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,819","±287","94.3%","±2.2"
