"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01534!!Estimate","ZCTA5 01534!!Margin of Error","ZCTA5 01534!!Percent","ZCTA5 01534!!Percent Margin of Error"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,048","±217","1,048","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","422","±161","40.3%","±11.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,085","±681","6,085","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","5,456","±653","89.7%","±4.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","629","±287","10.3%","±4.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","592","±297","9.7%","±4.6"
"                Same county","446,141","±8,933","6.4%","±0.1","393","±240","6.5%","±3.8"
"                Different county","354,693","±6,215","5.1%","±0.1","199","±149","3.3%","±2.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","56","±53","0.9%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","143","±150","2.4%","±2.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","37","±55","0.6%","±0.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,169","±682","6,169","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","5,865","±644","95.1%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,793","±652","93.9%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,498","±612","72.9%","±5.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,295","±283","21.0%","±4.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","72","±73","1.2%","±1.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","304","±158","4.9%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","304","±158","304","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","218","±126","71.7%","±21.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","86","±81","28.3%","±21.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","376","±161","376","(X)"
"        Native","209,292","±4,176","209,292","(X)","72","±73","72","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±38.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","72","±73","100.0%","±38.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","304","±158","304","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","13","±21","4.3%","±7.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","291","±158","95.7%","±7.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","304","±158","304","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","117","±95","38.5%","±25.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±19","0.0%","±12.3"
"        Africa","113,823","±3,313","9.4%","±0.3","19","±23","6.3%","±7.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±12.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","147","±116","48.4%","±25.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","21","±30","6.9%","±10.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,879","±651","5,879","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,161","±614","87.8%","±4.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","718","±281","12.2%","±4.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","147","±88","2.5%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","327","±160","5.6%","±2.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","65","±60","1.1%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","270","±157","4.6%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","42","±46","0.7%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±19","0.0%","±0.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","121","±146","2.1%","±2.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","40","±48","0.7%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,169","±682","6,169","(X)"
"        American","260,364","±6,504","3.7%","±0.1","183","±127","3.0%","±2.0"
"        Arab","72,487","±3,641","1.0%","±0.1","31","±52","0.5%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","10","±18","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","48","±43","0.8%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","948","±285","15.4%","±4.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","918","±303","14.9%","±4.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","349","±183","5.7%","±2.9"
"        German","387,135","±7,027","5.5%","±0.1","452","±199","7.3%","±3.1"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±19","0.0%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,558","±410","25.3%","±6.0"
"        Italian","815,794","±9,186","11.7%","±0.1","1,183","±382","19.2%","±5.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","12","±19","0.2%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","55","±67","0.9%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","326","±125","5.3%","±2.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","213","±192","3.5%","±3.0"
"        Russian","91,511","±3,161","1.3%","±0.1","125","±112","2.0%","±1.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","32","±54","0.5%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","231","±175","3.7%","±2.8"
"        Slovak","7,069","±828","0.1%","±0.1","14","±24","0.2%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","65","±76","1.1%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","51","±48","0.8%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","13","±16","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","10","±22","0.2%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","10","±19","0.2%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,367","±246","2,367","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,201","±245","93.0%","±3.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,088","±241","88.2%","±4.7"
