"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01940!!Estimate","ZCTA5 01940!!Margin of Error","ZCTA5 01940!!Percent","ZCTA5 01940!!Percent Margin of Error"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","24","±27","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","193","±150","193","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","70","±110","36.3%","±45.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","70","±110","36.3%","±45.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±18.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±18.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±18.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","70","±110","70","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","70","±110","100.0%","±39.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","0.0%","±39.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,388","±315","3,388","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","213","±90","6.3%","±2.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","349","±169","10.3%","±4.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,710","±271","50.5%","±6.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","504","±159","14.9%","±4.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","612","±212","18.1%","±5.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","8,703","±332","8,703","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","93","±78","1.1%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","142","±92","1.6%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,559","±287","17.9%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,026","±225","11.8%","±2.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","555","±216","6.4%","±2.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,967","±395","34.1%","±4.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,361","±342","27.1%","±3.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","8,468","±343","97.3%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,328","±510","61.2%","±5.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","9,484","±362","9,484","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","261","±91","2.8%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,023","±95","13,023","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","882","±252","6.8%","±1.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,539","±353","3,539","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","151","±185","4.3%","±5.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","7,056","±314","7,056","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","169","±77","2.4%","±1.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,428","±289","2,428","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","562","±183","23.1%","±6.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","12,935","±117","12,935","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","11,546","±483","89.3%","±3.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,389","±479","10.7%","±3.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,344","±478","10.4%","±3.7"
"                Same county","446,141","±8,933","6.4%","±0.1","235","±127","1.8%","±1.0"
"                Different county","354,693","±6,215","5.1%","±0.1","1,109","±459","8.6%","±3.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","709","±447","5.5%","±3.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","400","±367","3.1%","±2.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","45","±61","0.3%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,023","±95","13,023","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","11,943","±248","91.7%","±1.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","11,934","±246","91.6%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,960","±398","76.5%","±3.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,974","±359","15.2%","±2.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","9","±14","0.1%","±0.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,080","±227","8.3%","±1.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,080","±227","1,080","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","924","±192","85.6%","±9.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","156","±113","14.4%","±9.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,089","±225","1,089","(X)"
"        Native","209,292","±4,176","209,292","(X)","9","±14","9","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±21","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","9","±14","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,080","±227","1,080","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","175","±99","16.2%","±9.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","905","±229","83.8%","±9.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,080","±227","1,080","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","280","±118","25.9%","±11.1"
"        Asia","372,717","±3,581","30.8%","±0.3","479","±183","44.4%","±12.6"
"        Africa","113,823","±3,313","9.4%","±0.3","8","±14","0.7%","±1.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±3.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","165","±105","15.3%","±9.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","148","±150","13.7%","±13.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","12,028","±280","12,028","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","10,733","±439","89.2%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,295","±364","10.8%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","382","±165","3.2%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","167","±129","1.4%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","52","±71","0.4%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","720","±298","6.0%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","215","±115","1.8%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","397","±160","3.3%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","104","±94","0.9%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","11","±19","0.1%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","11","±19","0.1%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,023","±95","13,023","(X)"
"        American","260,364","±6,504","3.7%","±0.1","400","±208","3.1%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","62","±55","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","68","±68","0.5%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","36","±35","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±21","0.0%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,743","±596","13.4%","±4.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","245","±117","1.9%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","285","±149","2.2%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","653","±258","5.0%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","440","±268","3.4%","±2.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","7","±12","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,637","±726","27.9%","±5.6"
"        Italian","815,794","±9,186","11.7%","±0.1","3,385","±700","26.0%","±5.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","132","±102","1.0%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","28","±33","0.2%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","655","±296","5.0%","±2.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","787","±786","6.0%","±6.0"
"        Russian","91,511","±3,161","1.3%","±0.1","214","±135","1.6%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","30","±29","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","91","±71","0.7%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","29","±34","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±21","0.0%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","80","±59","0.6%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","23","±25","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","319","±307","2.4%","±2.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,663","±245","4,663","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,357","±239","93.4%","±2.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,290","±237","92.0%","±2.8"
