"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02048!!Estimate","ZCTA5 02048!!Margin of Error","ZCTA5 02048!!Percent","ZCTA5 02048!!Percent Margin of Error"
"                    Different state","148,941","±3,990","2.2%","±0.1","340","±175","1.4%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","250","±304","1.1%","±1.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,768","±26","23,768","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","21,649","±483","91.1%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","21,514","±488","90.5%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,705","±850","66.1%","±3.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,809","±774","24.4%","±3.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","135","±97","0.6%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,119","±478","8.9%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,119","±478","2,119","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,613","±389","76.1%","±6.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","506","±175","23.9%","±6.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,254","±483","2,254","(X)"
"        Native","209,292","±4,176","209,292","(X)","135","±97","135","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","16","±29","11.9%","±20.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","119","±93","88.1%","±20.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,119","±478","2,119","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","300","±151","14.2%","±6.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,819","±413","85.8%","±6.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,119","±478","2,119","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","377","±166","17.8%","±7.9"
"        Asia","372,717","±3,581","30.8%","±0.3","1,103","±432","52.1%","±12.9"
"        Africa","113,823","±3,313","9.4%","±0.3","195","±153","9.2%","±7.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±1.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","294","±148","13.9%","±6.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","150","±100","7.1%","±4.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","22,605","±237","22,605","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","20,275","±548","89.7%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,330","±505","10.3%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","549","±274","2.4%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","349","±171","1.5%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±15","0.0%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,359","±452","6.0%","±2.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","330","±232","1.5%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","482","±233","2.1%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","195","±136","0.9%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","140","±118","0.6%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","15","±25","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,768","±26","23,768","(X)"
"        American","260,364","±6,504","3.7%","±0.1","993","±317","4.2%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","119","±91","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","16","±27","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","43","±56","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","46","±43","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,447","±547","10.3%","±2.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,506","±555","6.3%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","540","±183","2.3%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","1,785","±469","7.5%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","235","±138","1.0%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","88","±78","0.4%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,804","±805","28.6%","±3.4"
"        Italian","815,794","±9,186","11.7%","±0.1","3,430","±636","14.4%","±2.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","156","±162","0.7%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","208","±161","0.9%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","646","±287","2.7%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","969","±311","4.1%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","400","±171","1.7%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","210","±100","0.9%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","678","±319","2.9%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","410","±366","1.7%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","404","±173","1.7%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","18","±19","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","116","±93","0.5%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","126","±139","0.5%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","285","±257","1.2%","±1.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,707","±413","8,707","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,470","±402","97.3%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,210","±398","94.3%","±1.9"
