"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01760!!Estimate","ZCTA5 01760!!Margin of Error","ZCTA5 01760!!Percent","ZCTA5 01760!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","10,022","±444","27.8%","±1.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,249","±333","3.5%","±0.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","527","±248","1.5%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","14,198","±483","14,198","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,006","±504","28.2%","±3.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","8,681","±372","61.1%","±2.7"
"        Separated","37,600","±1,670","1.3%","±0.1","198","±109","1.4%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","239","±191","1.7%","±1.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,074","±287","7.6%","±2.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","15,671","±425","15,671","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,672","±399","23.4%","±2.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","8,664","±351","55.3%","±2.5"
"        Separated","55,256","±1,859","1.8%","±0.1","277","±133","1.8%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,310","±328","8.4%","±2.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,748","±281","11.2%","±1.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","294","±116","294","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","8","±11","2.7%","±3.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","2","±3","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","38","±15","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±42","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","62","±31","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±19","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","544","±239","544","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","90","±69","16.5%","±12.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","24","±38","4.4%","±7.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±28","0.0%","±7.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","17","±28","3.1%","±5.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","49","±50","9.0%","±8.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","90","±69","90","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","21","±24","23.3%","±19.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","73","±65","81.1%","±31.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,638","±562","8,638","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","1,029","±226","11.9%","±2.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","484","±130","5.6%","±1.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,469","±436","40.2%","±4.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,941","±252","22.5%","±2.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,715","±365","19.9%","±3.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","26,460","±469","26,460","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","230","±111","0.9%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","456","±220","1.7%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,763","±579","14.2%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,591","±396","9.8%","±1.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,355","±239","5.1%","±0.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","8,630","±581","32.6%","±2.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","9,435","±618","35.7%","±2.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","25,774","±523","97.4%","±0.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","18,065","±675","68.3%","±2.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","28,256","±453","28,256","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,127","±254","4.0%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","36,060","±173","36,060","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,186","±446","8.8%","±1.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,979","±451","7,979","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","369","±144","4.6%","±1.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","21,785","±698","21,785","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,206","±301","5.5%","±1.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","6,296","±652","6,296","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,611","±321","25.6%","±4.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","36,100","±160","36,100","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","31,237","±884","86.5%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,863","±867","13.5%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,219","±779","11.7%","±2.2"
"                Same county","446,141","±8,933","6.4%","±0.1","2,269","±521","6.3%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","1,950","±541","5.4%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,201","±463","3.3%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","749","±289","2.1%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","644","±430","1.8%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","36,354","±130","36,354","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","29,139","±811","80.2%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","28,553","±855","78.5%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","19,083","±949","52.5%","±2.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","9,470","±1,049","26.0%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","586","±233","1.6%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","7,215","±783","19.8%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","7,215","±783","7,215","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,243","±510","44.9%","±6.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,972","±693","55.1%","±6.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","7,801","±826","7,801","(X)"
"        Native","209,292","±4,176","209,292","(X)","586","±233","586","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","167","±101","28.5%","±15.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","419","±205","71.5%","±15.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","7,215","±783","7,215","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,788","±668","38.6%","±7.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","4,427","±576","61.4%","±7.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","7,215","±783","7,215","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,679","±376","23.3%","±5.2"
"        Asia","372,717","±3,581","30.8%","±0.3","3,939","±611","54.6%","±5.6"
"        Africa","113,823","±3,313","9.4%","±0.3","278","±168","3.9%","±2.1"
"        Oceania","4,098","±490","0.3%","±0.1","23","±33","0.3%","±0.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,108","±335","15.4%","±4.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","188","±117","2.6%","±1.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","34,424","±349","34,424","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","26,638","±895","77.4%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,786","±812","22.6%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,682","±547","7.8%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,241","±524","3.6%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","407","±207","1.2%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,582","±654","10.4%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","929","±314","2.7%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,736","±613","7.9%","±1.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,314","±414","3.8%","±1.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","227","±158","0.7%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","32","±32","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","36,354","±130","36,354","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,349","±371","3.7%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","291","±143","0.8%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","96","±76","0.3%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","122","±139","0.3%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","115","±88","0.3%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","4,482","±687","12.3%","±1.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,016","±356","2.8%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,112","±281","3.1%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","2,292","±482","6.3%","±1.3"
"        Greek","76,566","±3,218","1.1%","±0.1","317","±141","0.9%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","45","±43","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","7,804","±697","21.5%","±1.9"
"        Italian","815,794","±9,186","11.7%","±0.1","4,385","±657","12.1%","±1.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","298","±249","0.8%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","191","±168","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","1,408","±444","3.9%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","467","±190","1.3%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","1,176","±327","3.2%","±0.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","337","±136","0.9%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","1,142","±258","3.1%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","31","±32","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","406","±243","1.1%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","684","±284","1.9%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","73","±63","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","203","±146","0.6%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","103","±88","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","298","±194","0.8%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","15,153","±572","15,153","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","14,520","±565","95.8%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","14,040","±492","92.7%","±1.8"
