"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02119!!Estimate","ZCTA5 02119!!Margin of Error","ZCTA5 02119!!Percent","ZCTA5 02119!!Percent Margin of Error"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","3","±4","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","19","±12","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±41","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","32","±23","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","7","±7","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","569","±272","569","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","258","±193","45.3%","±20.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","106","±108","18.6%","±14.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","44","±72","7.7%","±12.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","37","±44","6.5%","±7.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","71","±86","12.5%","±11.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","258","±193","258","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","203","±133","78.7%","±20.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","211","±183","81.8%","±21.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,156","±930","8,156","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","227","±144","2.8%","±1.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","549","±201","6.7%","±2.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,622","±551","32.1%","±4.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,753","±390","21.5%","±4.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,005","±484","36.8%","±5.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","19,123","±1,001","19,123","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","2,259","±471","11.8%","±2.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,953","±361","10.2%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,903","±600","25.6%","±3.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,208","±588","16.8%","±2.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,043","±280","5.5%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,704","±600","19.4%","±2.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,053","±440","10.7%","±2.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","14,911","±967","78.0%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,757","±798","30.1%","±3.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","22,510","±1,171","22,510","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","514","±151","2.3%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","28,232","±1,693","28,232","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,150","±949","18.2%","±3.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,774","±847","5,774","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","621","±595","10.8%","±9.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","18,456","±1,200","18,456","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,791","±504","15.1%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,002","±522","4,002","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,738","±392","43.4%","±7.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","28,153","±1,665","28,153","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","24,463","±1,745","86.9%","±2.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,690","±794","13.1%","±2.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,543","±780","12.6%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","2,032","±764","7.2%","±2.7"
"                Different county","354,693","±6,215","5.1%","±0.1","1,511","±391","5.4%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","739","±206","2.6%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","772","±258","2.7%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","147","±125","0.5%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,307","±1,685","28,307","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","20,727","±1,678","73.2%","±3.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","18,197","±1,467","64.3%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,979","±1,338","45.9%","±3.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,218","±633","18.4%","±1.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","2,530","±847","8.9%","±2.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","7,580","±1,038","26.8%","±3.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","7,580","±1,038","7,580","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,223","±728","55.7%","±7.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,357","±755","44.3%","±7.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","10,110","±1,175","10,110","(X)"
"        Native","209,292","±4,176","209,292","(X)","2,530","±847","2,530","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","978","±746","38.7%","±19.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,552","±391","61.3%","±19.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","7,580","±1,038","7,580","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,224","±678","29.3%","±7.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,356","±830","70.7%","±7.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","7,580","±1,038","7,580","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","320","±160","4.2%","±2.1"
"        Asia","372,717","±3,581","30.8%","±0.3","441","±157","5.8%","±2.2"
"        Africa","113,823","±3,313","9.4%","±0.3","1,964","±572","25.9%","±6.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","4,839","±928","63.8%","±7.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","16","±19","0.2%","±0.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","26,824","±1,576","26,824","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,917","±1,219","55.6%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","11,907","±1,139","44.4%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","5,811","±912","21.7%","±3.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","7,568","±1,120","28.2%","±3.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3,852","±815","14.4%","±2.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,661","±522","9.9%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,365","±410","5.1%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","285","±144","1.1%","±0.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","64","±48","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,393","±528","5.2%","±1.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","530","±299","2.0%","±1.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,307","±1,685","28,307","(X)"
"        American","260,364","±6,504","3.7%","±0.1","605","±349","2.1%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","186","±163","0.7%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","15","±26","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","9","±14","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","22","±33","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","309","±118","1.1%","±0.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","94","±44","0.3%","±0.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","135","±72","0.5%","±0.3"
"        German","387,135","±7,027","5.5%","±0.1","493","±168","1.7%","±0.6"
"        Greek","76,566","±3,218","1.1%","±0.1","102","±79","0.4%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","23","±26","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","826","±218","2.9%","±0.8"
"        Italian","815,794","±9,186","11.7%","±0.1","572","±242","2.0%","±0.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","36","±38","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","39","±33","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","229","±179","0.8%","±0.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","357","±262","1.3%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","180","±110","0.6%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","40","±48","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","136","±73","0.5%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","3,138","±704","11.1%","±2.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","83","±66","0.3%","±0.2"
"        Swiss","10,126","±912","0.1%","±0.1","14","±16","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","51","±51","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","9","±12","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,902","±530","6.7%","±1.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,953","±619","11,953","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,402","±614","87.0%","±2.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,993","±597","75.2%","±3.1"
