"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01379!!Estimate","ZCTA5 01379!!Margin of Error","ZCTA5 01379!!Percent","ZCTA5 01379!!Percent Margin of Error"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","10","±10","58.8%","±36.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","7","±9","41.2%","±36.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","49","±34","49","(X)"
"        Native","209,292","±4,176","209,292","(X)","32","±30","32","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±17","34.4%","±47.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","21","±25","65.6%","±47.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","17","±14","17","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1","±3","5.9%","±16.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","16","±13","94.1%","±16.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","17","±14","17","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","2","±3","11.8%","±14.2"
"        Asia","372,717","±3,581","30.8%","±0.3","15","±14","88.2%","±14.2"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±79.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±79.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±79.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±79.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","806","±136","806","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","775","±136","96.2%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","31","±20","3.8%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","13","±12","1.6%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","5","±5","0.6%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±4.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","6","±5","0.7%","±0.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2","±3","0.2%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","20","±20","2.5%","±2.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","11","±12","1.4%","±1.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±4.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±4.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","819","±138","819","(X)"
"        American","260,364","±6,504","3.7%","±0.1","9","±9","1.1%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","3","±4","0.4%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","2","±2","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","30","±31","3.7%","±3.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","19","±24","2.3%","±2.8"
"        English","655,283","±8,406","9.4%","±0.1","178","±60","21.7%","±6.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","25","±21","3.1%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","73","±36","8.9%","±4.1"
"        German","387,135","±7,027","5.5%","±0.1","88","±44","10.7%","±5.3"
"        Greek","76,566","±3,218","1.1%","±0.1","4","±5","0.5%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","29","±36","3.5%","±4.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","127","±43","15.5%","±5.4"
"        Italian","815,794","±9,186","11.7%","±0.1","68","±36","8.3%","±4.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","29","±34","3.5%","±4.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","16","±13","2.0%","±1.6"
"        Polish","283,050","±4,814","4.0%","±0.1","70","±35","8.5%","±4.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","13","±16","1.6%","±2.0"
"        Russian","91,511","±3,161","1.3%","±0.1","4","±5","0.5%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","2","±3","0.2%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","31","±25","3.8%","±3.2"
"        Slovak","7,069","±828","0.1%","±0.1","5","±6","0.6%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±4.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","33","±27","4.0%","±3.2"
"        Swiss","10,126","±912","0.1%","±0.1","3","±4","0.4%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±4.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","12","±9","1.5%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","5","±11","0.6%","±1.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","381","±63","381","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","322","±58","84.5%","±7.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","267","±59","70.1%","±8.5"
