"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01505!!Estimate","ZCTA5 01505!!Margin of Error","ZCTA5 01505!!Percent","ZCTA5 01505!!Percent Margin of Error"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±275","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","56","±64","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","88","±61","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","25","±27","25","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±65.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±65.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±65.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±65.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±65.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","970","±169","970","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","37","±27","3.8%","±2.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","34","±32","3.5%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","424","±97","43.7%","±8.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","277","±72","28.6%","±5.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","198","±79","20.4%","±6.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,564","±168","3,564","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","42","±28","1.2%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","95","±83","2.7%","±2.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","450","±154","12.6%","±4.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","539","±139","15.1%","±3.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","355","±112","10.0%","±3.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,276","±146","35.8%","±4.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","807","±212","22.6%","±5.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,427","±170","96.2%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,083","±245","58.4%","±6.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,786","±123","3,786","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","249","±108","6.6%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,810","±23","4,810","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","347","±115","7.2%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,024","±120","1,024","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","31","±28","3.0%","±2.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,911","±179","2,911","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","116","±56","4.0%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","875","±156","875","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","200","±82","22.9%","±9.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,748","±42","4,748","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,390","±172","92.5%","±3.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","358","±175","7.5%","±3.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","358","±175","7.5%","±3.7"
"                Same county","446,141","±8,933","6.4%","±0.1","246","±169","5.2%","±3.6"
"                Different county","354,693","±6,215","5.1%","±0.1","112","±75","2.4%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","44","±38","0.9%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","68","±63","1.4%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,810","±23","4,810","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,492","±117","93.4%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,441","±124","92.3%","±2.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,314","±304","68.9%","±6.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,127","±292","23.4%","±6.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","51","±38","1.1%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","318","±119","6.6%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","318","±119","318","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","274","±108","86.2%","±12.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","44","±43","13.8%","±12.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","369","±126","369","(X)"
"        Native","209,292","±4,176","209,292","(X)","51","±38","51","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±46.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","51","±38","100.0%","±46.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","318","±119","318","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","63","±64","19.8%","±17.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","255","±99","80.2%","±17.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","318","±119","318","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","77","±49","24.2%","±14.4"
"        Asia","372,717","±3,581","30.8%","±0.3","133","±93","41.8%","±20.7"
"        Africa","113,823","±3,313","9.4%","±0.3","13","±19","4.1%","±5.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±11.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","95","±57","29.9%","±16.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±11.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,499","±86","4,499","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,112","±156","91.4%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","387","±137","8.6%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","73","±48","1.6%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","176","±111","3.9%","±2.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","26","±28","0.6%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","136","±66","3.0%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","17","±21","0.4%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","34","±39","0.8%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","10","±15","0.2%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","41","±65","0.9%","±1.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","20","±31","0.4%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,810","±23","4,810","(X)"
"        American","260,364","±6,504","3.7%","±0.1","231","±192","4.8%","±4.0"
"        Arab","72,487","±3,641","1.0%","±0.1","52","±67","1.1%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Danish","14,346","±1,162","0.2%","±0.1","9","±13","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","69","±60","1.4%","±1.2"
"        English","655,283","±8,406","9.4%","±0.1","803","±276","16.7%","±5.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","423","±142","8.8%","±3.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","183","±78","3.8%","±1.6"
"        German","387,135","±7,027","5.5%","±0.1","534","±254","11.1%","±5.3"
"        Greek","76,566","±3,218","1.1%","±0.1","21","±34","0.4%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±0.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,031","±230","21.4%","±4.8"
"        Italian","815,794","±9,186","11.7%","±0.1","736","±214","15.3%","±4.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","97","±82","2.0%","±1.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","22","±21","0.5%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","339","±133","7.0%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","105","±86","2.2%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","85","±69","1.8%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","59","±53","1.2%","±1.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","80","±41","1.7%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","13","±19","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","137","±82","2.8%","±1.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","24","±29","0.5%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,834","±91","1,834","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,760","±88","96.0%","±3.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,783","±88","97.2%","±1.7"
