"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01474!!Estimate","ZCTA5 01474!!Margin of Error","ZCTA5 01474!!Percent","ZCTA5 01474!!Percent Margin of Error"
"        Divorced","324,764","±4,024","10.7%","±0.1","97","±54","12.7%","±6.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","31","±27","31","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","8","±12","25.8%","±40.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","38","±63","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","99","±84","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±645","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","99","±109","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","124","±167","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","39","±36","39","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±52.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±52.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±52.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±52.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±52.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","223","±88","223","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±16.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±16.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","39","±46","17.5%","±19.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","80","±41","35.9%","±16.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","104","±68","46.6%","±19.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,322","±239","1,322","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","35","±43","2.6%","±3.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","65","±48","4.9%","±3.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","425","±119","32.1%","±7.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","200","±88","15.1%","±5.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","135","±65","10.2%","±4.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","306","±139","23.1%","±9.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","156","±67","11.8%","±4.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,222","±232","92.4%","±5.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","462","±154","34.9%","±9.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,521","±305","1,521","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","81","±50","5.3%","±3.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,665","±320","1,665","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","242","±114","14.5%","±6.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","144","±70","144","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±23.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,213","±290","1,213","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","131","±94","10.8%","±7.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","308","±89","308","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","111","±57","36.0%","±17.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,653","±318","1,653","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,570","±309","95.0%","±4.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","83","±85","5.0%","±4.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","83","±85","5.0%","±4.9"
"                Same county","446,141","±8,933","6.4%","±0.1","76","±84","4.6%","±4.9"
"                Different county","354,693","±6,215","5.1%","±0.1","7","±12","0.4%","±0.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","7","±12","0.4%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","0","±13","0.0%","±2.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,665","±320","1,665","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,555","±307","93.4%","±6.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,555","±307","93.4%","±6.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,032","±212","62.0%","±9.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","523","±198","31.4%","±8.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","0","±13","0.0%","±2.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","110","±107","6.6%","±6.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","110","±107","110","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","56","±40","50.9%","±35.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","54","±79","49.1%","±35.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","110","±107","110","(X)"
"        Native","209,292","±4,176","209,292","(X)","0","±13","0","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","-","**"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","-","**"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","110","±107","110","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±29.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","110","±107","100.0%","±29.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","110","±107","110","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","91","±108","82.7%","±31.3"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±29.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±29.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±29.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","19","±23","17.3%","±31.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±29.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,622","±315","1,622","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,600","±310","98.6%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","22","±37","1.4%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±2.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","22","±37","1.4%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,665","±320","1,665","(X)"
"        American","260,364","±6,504","3.7%","±0.1","140","±81","8.4%","±4.7"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","8","±11","0.5%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","296","±134","17.8%","±6.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","163","±85","9.8%","±4.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","219","±113","13.2%","±6.1"
"        German","387,135","±7,027","5.5%","±0.1","36","±30","2.2%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","8","±13","0.5%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±2.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","434","±148","26.1%","±7.9"
"        Italian","815,794","±9,186","11.7%","±0.1","124","±69","7.4%","±4.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","8","±13","0.5%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±2.4"
"        Polish","283,050","±4,814","4.0%","±0.1","119","±82","7.1%","±4.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","19","±23","1.1%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±2.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","18","±20","1.1%","±1.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","29","±27","1.7%","±1.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","8","±12","0.5%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±2.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±2.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","680","±134","680","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","658","±126","96.8%","±5.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","614","±123","90.3%","±8.1"
