"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01432!!Estimate","ZCTA5 01432!!Margin of Error","ZCTA5 01432!!Percent","ZCTA5 01432!!Percent Margin of Error"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","64","±73","59.8%","±41.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±30.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±30.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","64","±73","59.8%","±41.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±30.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","64","±73","64","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","64","±73","100.0%","±41.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","64","±73","100.0%","±41.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,601","±330","1,601","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","250","±125","15.6%","±8.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","18","±28","1.1%","±1.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","604","±151","37.7%","±9.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","484","±292","30.2%","±14.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","245","±93","15.3%","±6.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,616","±344","5,616","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","94","±71","1.7%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","315","±193","5.6%","±3.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,215","±297","21.6%","±4.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","943","±250","16.8%","±4.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","510","±184","9.1%","±3.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,560","±304","27.8%","±5.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","979","±216","17.4%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,207","±433","92.7%","±3.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,539","±386","45.2%","±6.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,255","±321","6,255","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","423","±166","6.8%","±2.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,879","±268","7,879","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","926","±301","11.8%","±3.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,624","±227","1,624","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","116","±120","7.1%","±7.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,160","±300","5,160","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","492","±208","9.5%","±4.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,095","±221","1,095","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","318","±174","29.0%","±13.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,847","±267","7,847","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,259","±291","92.5%","±3.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","588","±273","7.5%","±3.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","588","±273","7.5%","±3.4"
"                Same county","446,141","±8,933","6.4%","±0.1","446","±254","5.7%","±3.1"
"                Different county","354,693","±6,215","5.1%","±0.1","142","±89","1.8%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","76","±68","1.0%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","66","±61","0.8%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,912","±264","7,912","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,420","±377","93.8%","±3.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,348","±377","92.9%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,457","±482","69.0%","±5.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,891","±352","23.9%","±4.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","72","±56","0.9%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","492","±274","6.2%","±3.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","492","±274","492","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","340","±242","69.1%","±21.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","152","±110","30.9%","±21.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","564","±274","564","(X)"
"        Native","209,292","±4,176","209,292","(X)","72","±56","72","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±38.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","72","±56","100.0%","±38.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","492","±274","492","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2","±71","0.4%","±14.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","490","±272","99.6%","±14.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","492","±274","492","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","120","±86","24.4%","±16.6"
"        Asia","372,717","±3,581","30.8%","±0.3","154","±84","31.3%","±23.1"
"        Africa","113,823","±3,313","9.4%","±0.3","151","±226","30.7%","±34.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±7.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","67","±72","13.6%","±15.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±7.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,401","±303","7,401","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,807","±424","92.0%","±3.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","594","±267","8.0%","±3.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","179","±115","2.4%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","122","±107","1.6%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","16","±31","0.2%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","277","±126","3.7%","±1.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","150","±103","2.0%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","59","±65","0.8%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","11","±19","0.1%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","136","±215","1.8%","±2.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","2","±71","0.0%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,912","±264","7,912","(X)"
"        American","260,364","±6,504","3.7%","±0.1","440","±202","5.6%","±2.6"
"        Arab","72,487","±3,641","1.0%","±0.1","42","±151","0.5%","±1.9"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","17","±27","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","37","±39","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","944","±274","11.9%","±3.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","459","±188","5.8%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","361","±178","4.6%","±2.2"
"        German","387,135","±7,027","5.5%","±0.1","365","±160","4.6%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","69","±90","0.9%","±1.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,299","±507","29.1%","±6.5"
"        Italian","815,794","±9,186","11.7%","±0.1","846","±350","10.7%","±4.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","44","±67","0.6%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","85","±130","1.1%","±1.6"
"        Polish","283,050","±4,814","4.0%","±0.1","290","±146","3.7%","±1.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","106","±126","1.3%","±1.6"
"        Russian","91,511","±3,161","1.3%","±0.1","64","±49","0.8%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","170","±131","2.1%","±1.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","205","±105","2.6%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","33","±40","0.4%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","45","±64","0.6%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","41","±43","0.5%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","26","±39","0.3%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,560","±236","3,560","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,263","±257","91.7%","±4.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,168","±262","89.0%","±5.0"
