"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01103!!Estimate","ZCTA5 01103!!Margin of Error","ZCTA5 01103!!Percent","ZCTA5 01103!!Percent Margin of Error"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","87","±130","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±140","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","72","±68","72","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","2","±4","2.8%","±7.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±38.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±38.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","2","±4","2.8%","±7.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±38.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","2","±4","2","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","2","±4","100.0%","±100.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","2","±4","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","445","±134","445","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","3","±7","0.7%","±1.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","22","±26","4.9%","±5.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","85","±47","19.1%","±10.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","79","±62","17.8%","±11.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","256","±98","57.5%","±13.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,705","±235","1,705","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","174","±64","10.2%","±4.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","205","±90","12.0%","±5.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","353","±134","20.7%","±7.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","253","±141","14.8%","±7.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","127","±74","7.4%","±4.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","350","±136","20.5%","±6.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","243","±96","14.3%","±5.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,326","±237","77.8%","±5.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","593","±173","34.8%","±8.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,940","±261","1,940","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","61","±51","3.1%","±2.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,124","±280","2,124","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","588","±143","27.7%","±7.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","184","±85","184","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","18","±30","9.8%","±14.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,609","±269","1,609","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","354","±107","22.0%","±7.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","331","±98","331","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","216","±96","65.3%","±19.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,168","±288","2,168","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,656","±296","76.4%","±10.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","512","±236","23.6%","±10.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","484","±218","22.3%","±9.3"
"                Same county","446,141","±8,933","6.4%","±0.1","253","±155","11.7%","±7.0"
"                Different county","354,693","±6,215","5.1%","±0.1","231","±139","10.7%","±6.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","51","±41","2.4%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","180","±128","8.3%","±5.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","28","±36","1.3%","±1.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,168","±288","2,168","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,830","±226","84.4%","±6.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,251","±223","57.7%","±6.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","715","±210","33.0%","±8.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","536","±161","24.7%","±7.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","579","±134","26.7%","±6.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","338","±163","15.6%","±6.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","338","±163","338","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","301","±164","89.1%","±9.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","37","±26","10.9%","±9.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","917","±192","917","(X)"
"        Native","209,292","±4,176","209,292","(X)","579","±134","579","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","44","±38","7.6%","±6.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","535","±123","92.4%","±6.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","338","±163","338","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","71","±64","21.0%","±16.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","267","±142","79.0%","±16.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","338","±163","338","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","19","±16","5.6%","±5.4"
"        Asia","372,717","±3,581","30.8%","±0.3","27","±31","8.0%","±9.1"
"        Africa","113,823","±3,313","9.4%","±0.3","125","±121","37.0%","±25.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±11.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","167","±110","49.4%","±25.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±11.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,112","±273","2,112","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","989","±210","46.8%","±7.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,123","±196","53.2%","±7.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","600","±147","28.4%","±6.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","893","±161","42.3%","±7.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","539","±138","25.5%","±6.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","85","±61","4.0%","±2.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","30","±35","1.4%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","28","±30","1.3%","±1.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","117","±123","5.5%","±5.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","31","±53","1.5%","±2.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,168","±288","2,168","(X)"
"        American","260,364","±6,504","3.7%","±0.1","110","±104","5.1%","±4.7"
"        Arab","72,487","±3,641","1.0%","±0.1","8","±12","0.4%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±1.8"
"        English","655,283","±8,406","9.4%","±0.1","88","±43","4.1%","±1.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","54","±42","2.5%","±1.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","11","±18","0.5%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","156","±89","7.2%","±4.2"
"        Greek","76,566","±3,218","1.1%","±0.1","13","±21","0.6%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","13","±21","0.6%","±1.0"
"        Irish","1,345,219","±11,619","19.2%","±0.2","147","±69","6.8%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","47","±33","2.2%","±1.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","28","±42","1.3%","±1.9"
"        Polish","283,050","±4,814","4.0%","±0.1","59","±53","2.7%","±2.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","18","±22","0.8%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","9","±12","0.4%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","22","±25","1.0%","±1.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","26","±27","1.2%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","206","±167","9.5%","±7.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±1.8"
"        Swiss","10,126","±912","0.1%","±0.1","11","±18","0.5%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","6","±11","0.3%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","39","±56","1.8%","±2.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,434","±163","1,434","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,149","±176","80.1%","±6.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","932","±166","65.0%","±8.3"
