"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01340!!Estimate","ZCTA5 01340!!Margin of Error","ZCTA5 01340!!Percent","ZCTA5 01340!!Percent Margin of Error"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","174","±140","9.7%","±7.0"
"                Same county","446,141","±8,933","6.4%","±0.1","131","±135","7.3%","±6.9"
"                Different county","354,693","±6,215","5.1%","±0.1","43","±22","2.4%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","35","±22","1.9%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","8","±7","0.4%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","3","±5","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,818","±231","1,818","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,779","±227","97.9%","±1.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,775","±227","97.6%","±1.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,275","±166","70.1%","±4.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","500","±109","27.5%","±4.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","4","±4","0.2%","±0.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","39","±20","2.1%","±1.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","39","±20","39","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","37","±19","94.9%","±8.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2","±4","5.1%","±8.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","43","±21","43","(X)"
"        Native","209,292","±4,176","209,292","(X)","4","±4","4","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","4","±4","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","39","±20","39","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±52.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","39","±20","100.0%","±52.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","39","±20","39","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","15","±9","38.5%","±23.1"
"        Asia","372,717","±3,581","30.8%","±0.3","1","±3","2.6%","±6.4"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±52.7"
"        Oceania","4,098","±490","0.3%","±0.1","2","±4","5.1%","±9.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","17","±16","43.6%","±26.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","4","±5","10.3%","±12.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,734","±231","1,734","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,697","±233","97.9%","±1.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","37","±20","2.1%","±1.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","11","±11","0.6%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","14","±10","0.8%","±0.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3","±6","0.2%","±0.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","9","±10","0.5%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,818","±231","1,818","(X)"
"        American","260,364","±6,504","3.7%","±0.1","127","±53","7.0%","±3.1"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.2"
"        Czech","12,119","±1,098","0.2%","±0.1","13","±10","0.7%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","2","±4","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","32","±23","1.8%","±1.3"
"        English","655,283","±8,406","9.4%","±0.1","298","±79","16.4%","±4.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","235","±106","12.9%","±5.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","106","±42","5.8%","±2.4"
"        German","387,135","±7,027","5.5%","±0.1","175","±46","9.6%","±2.7"
"        Greek","76,566","±3,218","1.1%","±0.1","2","±3","0.1%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","24","±21","1.3%","±1.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","205","±47","11.3%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","110","±38","6.1%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","4","±6","0.2%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","7","±7","0.4%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","153","±47","8.4%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","21","±22","1.2%","±1.2"
"        Russian","91,511","±3,161","1.3%","±0.1","23","±15","1.3%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","6","±5","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","97","±42","5.3%","±2.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","16","±16","0.9%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","3","±4","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","5","±5","0.3%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","4","±5","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","797","±90","797","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","712","±80","89.3%","±5.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","639","±79","80.2%","±5.9"
