"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02062!!Estimate","ZCTA5 02062!!Margin of Error","ZCTA5 02062!!Percent","ZCTA5 02062!!Percent Margin of Error"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","13,306","±485","13,306","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,187","±485","31.5%","±3.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,216","±374","46.7%","±3.4"
"        Separated","55,256","±1,859","1.8%","±0.1","294","±140","2.2%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,169","±234","8.8%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,440","±299","10.8%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","266","±146","266","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","67","±69","25.2%","±24.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","18","±18","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","37","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±60","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","48","±36","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","31","±20","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","363","±128","363","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","62","±47","17.1%","±11.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±10.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","24","±29","6.6%","±8.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","4","±7","1.1%","±2.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","34","±36","9.4%","±8.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","62","±47","62","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","28","±29","45.2%","±37.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","43","±40","69.4%","±34.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","6,460","±526","6,460","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","451","±203","7.0%","±3.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","350","±125","5.4%","±2.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,919","±417","45.2%","±5.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,234","±240","19.1%","±3.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,506","±328","23.3%","±4.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","22,904","±579","22,904","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","690","±281","3.0%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","667","±211","2.9%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,298","±453","18.8%","±1.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,589","±324","15.7%","±1.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,710","±320","7.5%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","7,445","±699","32.5%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,505","±492","19.7%","±2.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","21,547","±618","94.1%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","11,950","±720","52.2%","±2.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","24,975","±505","24,975","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,292","±247","5.2%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","30,885","±158","30,885","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,283","±433","10.6%","±1.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,278","±508","6,278","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","270","±164","4.3%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","19,878","±483","19,878","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,513","±368","7.6%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,729","±292","4,729","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,500","±265","31.7%","±4.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","30,997","±131","30,997","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","27,171","±523","87.7%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,826","±529","12.3%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,601","±568","11.6%","±1.8"
"                Same county","446,141","±8,933","6.4%","±0.1","1,806","±420","5.8%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","1,795","±454","5.8%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,469","±438","4.7%","±1.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","326","±135","1.1%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","225","±220","0.7%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,256","±29","31,256","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","25,153","±745","80.5%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","24,822","±742","79.4%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","20,411","±746","65.3%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,411","±519","14.1%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","331","±166","1.1%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,103","±746","19.5%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,103","±746","6,103","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,168","±566","51.9%","±8.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,935","±718","48.1%","±8.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,434","±744","6,434","(X)"
"        Native","209,292","±4,176","209,292","(X)","331","±166","331","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","90","±70","27.2%","±17.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","241","±139","72.8%","±17.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,103","±746","6,103","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,193","±658","35.9%","±9.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,910","±650","64.1%","±9.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,103","±746","6,103","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,653","±392","27.1%","±5.8"
"        Asia","372,717","±3,581","30.8%","±0.3","1,647","±360","27.0%","±5.8"
"        Africa","113,823","±3,313","9.4%","±0.3","534","±310","8.7%","±4.9"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±0.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,227","±638","36.5%","±8.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","42","±32","0.7%","±0.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","29,559","±288","29,559","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","22,664","±952","76.7%","±3.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","6,895","±934","23.3%","±3.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,111","±688","10.5%","±2.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,552","±681","5.3%","±2.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","351","±191","1.2%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,933","±729","13.3%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,207","±621","7.5%","±2.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","905","±275","3.1%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","389","±189","1.3%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","505","±278","1.7%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","164","±109","0.6%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,256","±29","31,256","(X)"
"        American","260,364","±6,504","3.7%","±0.1","943","±277","3.0%","±0.9"
"        Arab","72,487","±3,641","1.0%","±0.1","783","±306","2.5%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","33","±37","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","121","±80","0.4%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","78","±71","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,419","±548","7.7%","±1.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","676","±262","2.2%","±0.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,093","±333","3.5%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","1,781","±448","5.7%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","748","±316","2.4%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","38","±35","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,784","±859","28.1%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","4,713","±680","15.1%","±2.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","315","±160","1.0%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","55","±33","0.2%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","961","±323","3.1%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","415","±179","1.3%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","427","±195","1.4%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","272","±149","0.9%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","465","±154","1.5%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","11","±18","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","498","±296","1.6%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","449","±152","1.4%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","22","±27","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","67","±59","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","56","±45","0.2%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","962","±434","3.1%","±1.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,002","±465","13,002","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","12,151","±426","93.5%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","11,977","±460","92.1%","±2.0"
