"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01028!!Estimate","ZCTA5 01028!!Margin of Error","ZCTA5 01028!!Percent","ZCTA5 01028!!Percent Margin of Error"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±70","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","174","±151","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","49","±49","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","310","±132","310","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","51","±59","16.5%","±19.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±12.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±12.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","39","±55","12.6%","±17.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","12","±20","3.9%","±6.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","51","±59","51","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","51","±59","100.0%","±46.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","0.0%","±46.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,822","±408","3,822","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","252","±122","6.6%","±3.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","220","±127","5.8%","±3.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,465","±291","38.3%","±6.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,024","±278","26.8%","±6.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","861","±203","22.5%","±5.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","11,354","±384","11,354","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","204","±102","1.8%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","411","±128","3.6%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,431","±411","21.4%","±3.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,993","±357","17.6%","±3.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,266","±290","11.2%","±2.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,855","±332","25.1%","±2.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,194","±365","19.3%","±3.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","10,739","±393","94.6%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,049","±452","44.5%","±3.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","12,418","±464","12,418","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,144","±206","9.2%","±1.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,986","±192","15,986","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,976","±357","12.4%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,941","±457","3,941","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","167","±116","4.2%","±2.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,904","±331","8,904","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","581","±163","6.5%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,141","±322","3,141","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,228","±253","39.1%","±6.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","16,184","±119","16,184","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","14,779","±519","91.3%","±3.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,405","±509","8.7%","±3.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,301","±501","8.0%","±3.1"
"                Same county","446,141","±8,933","6.4%","±0.1","920","±479","5.7%","±3.0"
"                Different county","354,693","±6,215","5.1%","±0.1","381","±216","2.4%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","267","±210","1.6%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","114","±82","0.7%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","104","±68","0.6%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,386","±38","16,386","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","15,503","±295","94.6%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","15,377","±316","93.8%","±1.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,371","±463","75.5%","±2.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,006","±411","18.3%","±2.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","126","±75","0.8%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","883","±297","5.4%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","883","±297","883","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","579","±211","65.6%","±15.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","304","±185","34.4%","±15.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,009","±319","1,009","(X)"
"        Native","209,292","±4,176","209,292","(X)","126","±75","126","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±21","0.0%","±26.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","126","±75","100.0%","±26.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","883","±297","883","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","116","±106","13.1%","±11.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","767","±267","86.9%","±11.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","883","±297","883","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","403","±182","45.6%","±16.3"
"        Asia","372,717","±3,581","30.8%","±0.3","393","±219","44.5%","±18.0"
"        Africa","113,823","±3,313","9.4%","±0.3","23","±31","2.6%","±3.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±4.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","64","±64","7.2%","±7.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±21","0.0%","±4.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","15,380","±319","15,380","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,977","±440","90.9%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,403","±387","9.1%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","454","±237","3.0%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","226","±147","1.5%","±1.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","8","±13","0.1%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","849","±331","5.5%","±2.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","296","±218","1.9%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","260","±170","1.7%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","124","±95","0.8%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","68","±94","0.4%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","26","±36","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,386","±38","16,386","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,033","±444","6.3%","±2.7"
"        Arab","72,487","±3,641","1.0%","±0.1","15","±23","0.1%","±0.1"
"        Czech","12,119","±1,098","0.2%","±0.1","26","±42","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","10","±16","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","86","±89","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,587","±394","9.7%","±2.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,743","±703","10.6%","±4.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,302","±400","7.9%","±2.4"
"        German","387,135","±7,027","5.5%","±0.1","926","±466","5.7%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","419","±180","2.6%","±1.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","63","±90","0.4%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,690","±643","22.5%","±3.9"
"        Italian","815,794","±9,186","11.7%","±0.1","3,500","±608","21.4%","±3.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","36","±48","0.2%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","52","±41","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","793","±249","4.8%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","151","±116","0.9%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","144","±80","0.9%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","53","±43","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","444","±223","2.7%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","25","±31","0.2%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","235","±124","1.4%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","13","±22","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","196","±200","1.2%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±21","0.0%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1","±4","0.0%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,017","±307","6,017","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,333","±299","88.6%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,242","±262","87.1%","±2.5"
