"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01368!!Estimate","ZCTA5 01368!!Margin of Error","ZCTA5 01368!!Percent","ZCTA5 01368!!Percent Margin of Error"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","151","±41","14.4%","±4.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","158","±51","15.1%","±4.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","145","±51","13.9%","±4.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","90","±33","8.6%","±3.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","945","±97","90.3%","±4.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","235","±64","22.5%","±6.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,133","±149","1,133","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","70","±25","6.2%","±2.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,461","±289","1,461","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","161","±57","11.0%","±4.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","328","±194","328","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","18","±20","5.5%","±7.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","856","±164","856","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","82","±36","9.6%","±4.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","277","±51","277","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","61","±31","22.0%","±9.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,457","±289","1,457","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,362","±293","93.5%","±3.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","95","±47","6.5%","±3.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","91","±46","6.2%","±3.4"
"                Same county","446,141","±8,933","6.4%","±0.1","63","±42","4.3%","±3.0"
"                Different county","354,693","±6,215","5.1%","±0.1","28","±22","1.9%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","24","±24","1.6%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","4","±5","0.3%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","4","±5","0.3%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,461","±289","1,461","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,442","±289","98.7%","±1.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,434","±289","98.2%","±1.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,203","±264","82.3%","±4.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","231","±68","15.8%","±4.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","8","±12","0.5%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","19","±15","1.3%","±1.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","19","±15","19","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","9","±7","47.4%","±40.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","10","±13","52.6%","±40.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","27","±19","27","(X)"
"        Native","209,292","±4,176","209,292","(X)","8","±12","8","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","8","±12","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","19","±15","19","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±75.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","19","±15","100.0%","±75.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","19","±15","19","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","14","±14","73.7%","±28.9"
"        Asia","372,717","±3,581","30.8%","±0.3","3","±4","15.8%","±25.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±75.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±75.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±75.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","2","±3","10.5%","±21.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,374","±247","1,374","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,352","±248","98.4%","±1.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","22","±14","1.6%","±1.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","6","±6","0.4%","±0.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","16","±12","1.2%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,461","±289","1,461","(X)"
"        American","260,364","±6,504","3.7%","±0.1","396","±286","27.1%","±15.7"
"        Arab","72,487","±3,641","1.0%","±0.1","8","±13","0.5%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.7"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.7"
"        Dutch","34,354","±1,922","0.5%","±0.1","13","±15","0.9%","±1.1"
"        English","655,283","±8,406","9.4%","±0.1","176","±42","12.0%","±4.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","172","±98","11.8%","±6.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","111","±34","7.6%","±2.6"
"        German","387,135","±7,027","5.5%","±0.1","93","±58","6.4%","±4.1"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±2.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±4","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","231","±80","15.8%","±5.9"
"        Italian","815,794","±9,186","11.7%","±0.1","69","±29","4.7%","±2.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±2.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","8","±7","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","88","±88","6.0%","±5.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","18","±12","1.2%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","6","±6","0.4%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","4","±6","0.3%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","52","±27","3.6%","±1.9"
"        Slovak","7,069","±828","0.1%","±0.1","3","±5","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","35","±23","2.4%","±1.8"
"        Swiss","10,126","±912","0.1%","±0.1","5","±5","0.3%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","3","±4","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","16","±17","1.1%","±1.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","551","±63","551","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","481","±66","87.3%","±5.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","392","±61","71.1%","±9.6"
