"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01970!!Estimate","ZCTA5 01970!!Margin of Error","ZCTA5 01970!!Percent","ZCTA5 01970!!Percent Margin of Error"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","7,634","±543","35.5%","±2.9"
"        Separated","55,256","±1,859","1.8%","±0.1","403","±191","1.9%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,381","±308","6.4%","±1.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,550","±331","11.8%","±1.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","583","±294","583","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","300","±251","51.5%","±24.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","35","±28","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","45","±22","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±27","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","86","±41","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","2","±3","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","400","±182","400","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","34","±42","8.5%","±10.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±9.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±28","0.0%","±9.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","26","±40","6.5%","±9.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","8","±13","2.0%","±3.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","34","±42","34","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","34","±42","100.0%","±56.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","26","±40","76.5%","±54.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,724","±808","8,724","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","517","±176","5.9%","±2.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","329","±149","3.8%","±1.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,420","±387","27.7%","±3.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,316","±260","15.1%","±2.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","4,142","±601","47.5%","±4.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","32,074","±838","32,074","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,433","±399","4.5%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","956","±294","3.0%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","7,042","±691","22.0%","±2.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","4,939","±542","15.4%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,122","±364","6.6%","±1.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","9,389","±896","29.3%","±2.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","6,193","±591","19.3%","±1.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","29,685","±909","92.6%","±1.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","15,582","±923","48.6%","±2.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","37,484","±648","37,484","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,475","±315","3.9%","±0.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","44,217","±173","44,217","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,446","±711","12.3%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,857","±620","6,857","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","427","±153","6.2%","±2.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","30,292","±720","30,292","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,696","±438","8.9%","±1.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","7,068","±647","7,068","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","2,323","±446","32.9%","±5.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","43,948","±245","43,948","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","38,820","±837","88.3%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,128","±763","11.7%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,021","±745","11.4%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","2,954","±611","6.7%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","2,067","±462","4.7%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,332","±307","3.0%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","735","±315","1.7%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","107","±71","0.2%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","44,372","±123","44,372","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","38,162","±814","86.0%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","36,852","±929","83.1%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","27,325","±989","61.6%","±2.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","9,527","±901","21.5%","±2.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,310","±433","3.0%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,210","±798","14.0%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,210","±798","6,210","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,143","±565","66.7%","±6.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,067","±558","33.3%","±6.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","7,520","±908","7,520","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,310","±433","1,310","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","235","±149","17.9%","±10.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,075","±394","82.1%","±10.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,210","±798","6,210","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,532","±460","24.7%","±6.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","4,678","±656","75.3%","±6.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,210","±798","6,210","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,043","±283","16.8%","±4.2"
"        Asia","372,717","±3,581","30.8%","±0.3","1,186","±458","19.1%","±6.6"
"        Africa","113,823","±3,313","9.4%","±0.3","269","±219","4.3%","±3.6"
"        Oceania","4,098","±490","0.3%","±0.1","76","±73","1.2%","±1.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","3,489","±630","56.2%","±7.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","147","±113","2.4%","±1.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","42,088","±390","42,088","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","33,222","±1,116","78.9%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","8,866","±1,075","21.1%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,682","±678","8.7%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","5,150","±881","12.2%","±2.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,364","±543","5.6%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,309","±603","5.5%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","880","±365","2.1%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","838","±363","2.0%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","355","±237","0.8%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","569","±276","1.4%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","83","±97","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","44,372","±123","44,372","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,069","±287","2.4%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","469","±252","1.1%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","101","±79","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","186","±128","0.4%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","148","±77","0.3%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","4,174","±652","9.4%","±1.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,921","±639","6.6%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,653","±325","3.7%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","2,806","±591","6.3%","±1.3"
"        Greek","76,566","±3,218","1.1%","±0.1","664","±272","1.5%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","67","±63","0.2%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","9,837","±900","22.2%","±2.0"
"        Italian","815,794","±9,186","11.7%","±0.1","4,704","±661","10.6%","±1.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","228","±192","0.5%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","315","±147","0.7%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","2,058","±353","4.6%","±0.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1,057","±398","2.4%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","475","±163","1.1%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","432","±179","1.0%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","1,058","±294","2.4%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","86","±83","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","621","±375","1.4%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","569","±204","1.3%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","114","±98","0.3%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","135","±89","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","203","±101","0.5%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","489","±238","1.1%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","19,699","±558","19,699","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","18,075","±582","91.8%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","17,406","±569","88.4%","±2.6"
