"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01475!!Estimate","ZCTA5 01475!!Margin of Error","ZCTA5 01475!!Percent","ZCTA5 01475!!Percent Margin of Error"
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,397","±363","2,397","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","198","±128","8.3%","±5.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","179","±118","7.5%","±5.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,129","±357","47.1%","±10.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","329","±148","13.7%","±5.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","562","±166","23.4%","±7.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","7,116","±334","7,116","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","133","±74","1.9%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","393","±153","5.5%","±2.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,337","±386","32.8%","±5.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,848","±367","26.0%","±5.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","772","±221","10.8%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,021","±229","14.3%","±3.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","612","±252","8.6%","±3.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","6,590","±325","92.6%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,633","±331","22.9%","±4.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","7,961","±368","7,961","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","620","±171","7.8%","±2.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","10,292","±53","10,292","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,425","±367","13.8%","±3.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,331","±363","2,331","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","121","±101","5.2%","±4.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","6,329","±390","6,329","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","846","±289","13.4%","±4.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,632","±305","1,632","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","458","±152","28.1%","±8.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","10,188","±109","10,188","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","9,360","±340","91.9%","±3.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","828","±315","8.1%","±3.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","769","±321","7.5%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","523","±291","5.1%","±2.9"
"                Different county","354,693","±6,215","5.1%","±0.1","246","±150","2.4%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","119","±104","1.2%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","127","±90","1.2%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","59","±53","0.6%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,292","±53","10,292","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","9,873","±167","95.9%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","9,679","±209","94.0%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","8,247","±419","80.1%","±4.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,432","±358","13.9%","±3.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","194","±111","1.9%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","419","±163","4.1%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","419","±163","419","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","325","±144","77.6%","±15.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","94","±73","22.4%","±15.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","613","±208","613","(X)"
"        Native","209,292","±4,176","209,292","(X)","194","±111","194","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","9","±15","4.6%","±8.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","185","±111","95.4%","±8.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","419","±163","419","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","37","±58","8.8%","±13.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","382","±147","91.2%","±13.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","419","±163","419","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","51","±46","12.2%","±10.5"
"        Asia","372,717","±3,581","30.8%","±0.3","211","±154","50.4%","±23.2"
"        Africa","113,823","±3,313","9.4%","±0.3","18","±30","4.3%","±7.1"
"        Oceania","4,098","±490","0.3%","±0.1","9","±16","2.1%","±3.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","36","±38","8.6%","±10.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","94","±58","22.4%","±14.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","9,641","±253","9,641","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,838","±340","91.7%","±3.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","803","±388","8.3%","±3.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","186","±105","1.9%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","248","±125","2.6%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","83","±77","0.9%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","161","±100","1.7%","±1.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","43","±44","0.4%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","383","±329","4.0%","±3.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","54","±60","0.6%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","11","±22","0.1%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","6","±11","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,292","±53","10,292","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,809","±725","17.6%","±7.0"
"        Arab","72,487","±3,641","1.0%","±0.1","57","±64","0.6%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","61","±59","0.6%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","836","±295","8.1%","±2.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,424","±414","13.8%","±4.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,190","±355","11.6%","±3.4"
"        German","387,135","±7,027","5.5%","±0.1","670","±256","6.5%","±2.5"
"        Greek","76,566","±3,218","1.1%","±0.1","8","±12","0.1%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,502","±495","14.6%","±4.8"
"        Italian","815,794","±9,186","11.7%","±0.1","850","±302","8.3%","±2.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","172","±130","1.7%","±1.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","93","±79","0.9%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","256","±118","2.5%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","260","±184","2.5%","±1.8"
"        Russian","91,511","±3,161","1.3%","±0.1","61","±86","0.6%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","14","±22","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","176","±127","1.7%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","192","±178","1.9%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","300","±157","2.9%","±1.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","41","±62","0.4%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±21","0.0%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","77","±88","0.7%","±0.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,726","±191","3,726","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,404","±184","91.4%","±3.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,219","±197","86.4%","±4.3"
