"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01612!!Estimate","ZCTA5 01612!!Margin of Error","ZCTA5 01612!!Percent","ZCTA5 01612!!Percent Margin of Error"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,588","±158","37.0%","±2.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","989","±146","23.0%","±3.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","137","±84","3.2%","±1.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,136","±167","26.4%","±3.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","362","±196","8.4%","±4.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","84","±102","2.0%","±2.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,162","±156","2,162","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","851","±200","39.4%","±7.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,150","±128","53.2%","±7.3"
"        Separated","37,600","±1,670","1.3%","±0.1","15","±22","0.7%","±1.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","18","±18","0.8%","±0.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","128","±80","5.9%","±3.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,109","±120","2,109","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","652","±139","30.9%","±6.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,132","±126","53.7%","±6.3"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±19","0.0%","±1.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","95","±49","4.5%","±2.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","230","±72","10.9%","±3.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","23","±23","23","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±68.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±55","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","20","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±129","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","21","±27","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","31","±46","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","121","±72","121","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","24","±37","19.8%","±26.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±27.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±27.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±27.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","24","±37","19.8%","±26.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","24","±37","24","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","12","±19","50.0%","±7.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","24","±37","100.0%","±67.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,556","±298","1,556","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","81","±60","5.2%","±3.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","50","±30","3.2%","±2.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","405","±117","26.0%","±8.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","139","±80","8.9%","±5.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","881","±288","56.6%","±10.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,277","±281","3,277","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","12","±18","0.4%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","56","±46","1.7%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","627","±152","19.1%","±4.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","506","±184","15.4%","±5.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","327","±111","10.0%","±3.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,022","±210","31.2%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","727","±175","22.2%","±5.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,209","±289","97.9%","±1.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,749","±273","53.4%","±7.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,180","±139","4,180","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","212","±84","5.1%","±2.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","5,005","±19","5,005","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","459","±104","9.2%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","825","±134","825","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","85","±62","10.3%","±7.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,373","±192","3,373","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","179","±59","5.3%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","807","±143","807","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","195","±69","24.2%","±8.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,994","±22","4,994","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,364","±267","87.4%","±5.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","630","±269","12.6%","±5.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","615","±269","12.3%","±5.4"
"                Same county","446,141","±8,933","6.4%","±0.1","241","±139","4.8%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","374","±179","7.5%","±3.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","103","±45","2.1%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","271","±159","5.4%","±3.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","15","±22","0.3%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,005","±19","5,005","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,401","±216","87.9%","±4.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,321","±223","86.3%","±4.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,276","±295","65.5%","±5.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,045","±228","20.9%","±4.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","80","±55","1.6%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","604","±215","12.1%","±4.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","604","±215","604","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","476","±202","78.8%","±12.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","128","±72","21.2%","±12.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","684","±222","684","(X)"
"        Native","209,292","±4,176","209,292","(X)","80","±55","80","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","5","±7","6.3%","±9.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","75","±55","93.8%","±9.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","604","±215","604","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","72","±38","11.9%","±6.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","532","±204","88.1%","±6.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","604","±215","604","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","199","±129","32.9%","±24.8"
"        Asia","372,717","±3,581","30.8%","±0.3","92","±86","15.2%","±14.3"
"        Africa","113,823","±3,313","9.4%","±0.3","210","±224","34.8%","±30.5"
"        Oceania","4,098","±490","0.3%","±0.1","10","±16","1.7%","±2.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","55","±50","9.1%","±8.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","38","±29","6.3%","±5.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,763","±113","4,763","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,945","±280","82.8%","±5.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","818","±251","17.2%","±5.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","120","±62","2.5%","±1.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","157","±81","3.3%","±1.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","26","±26","0.5%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","386","±192","8.1%","±4.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","71","±51","1.5%","±1.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","72","±66","1.5%","±1.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","23","±35","0.5%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","203","±219","4.3%","±4.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,005","±19","5,005","(X)"
"        American","260,364","±6,504","3.7%","±0.1","364","±257","7.3%","±5.1"
"        Arab","72,487","±3,641","1.0%","±0.1","29","±43","0.6%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.8"
"        Danish","14,346","±1,162","0.2%","±0.1","6","±10","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","26","±42","0.5%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","528","±181","10.5%","±3.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","609","±191","12.2%","±3.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","283","±109","5.7%","±2.2"
"        German","387,135","±7,027","5.5%","±0.1","493","±213","9.9%","±4.3"
"        Greek","76,566","±3,218","1.1%","±0.1","71","±91","1.4%","±1.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","2","±5","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","928","±242","18.5%","±4.8"
"        Italian","815,794","±9,186","11.7%","±0.1","789","±231","15.8%","±4.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","108","±77","2.2%","±1.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","80","±83","1.6%","±1.7"
"        Polish","283,050","±4,814","4.0%","±0.1","314","±132","6.3%","±2.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","97","±67","1.9%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","12","±16","0.2%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","31","±32","0.6%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","114","±66","2.3%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","18","±23","0.4%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","102","±67","2.0%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","2","±5","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","40","±62","0.8%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","5","±8","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","30","±28","0.6%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,588","±158","1,588","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,505","±156","94.8%","±2.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,442","±149","90.8%","±3.4"
