"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01851!!Estimate","ZCTA5 01851!!Margin of Error","ZCTA5 01851!!Percent","ZCTA5 01851!!Percent Margin of Error"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,700","±393","7.6%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,073","±608","27.2%","±2.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,046","±430","13.6%","±2.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,447","±315","6.5%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,982","±737","17.8%","±2.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,684","±622","12.0%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","17,232","±1,137","77.2%","±3.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","6,666","±1,131","29.9%","±4.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","25,834","±1,384","25,834","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","798","±195","3.1%","±0.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","32,341","±1,602","32,341","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,913","±585","12.1%","±1.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,635","±705","6,635","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","442","±188","6.7%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","22,605","±1,411","22,605","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,108","±442","9.3%","±2.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,101","±359","3,101","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,363","±282","44.0%","±6.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","31,908","±1,602","31,908","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","28,018","±1,640","87.8%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,890","±765","12.2%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,679","±742","11.5%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","2,614","±613","8.2%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","1,065","±382","3.3%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","744","±312","2.3%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","321","±161","1.0%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","211","±169","0.7%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","32,469","±1,606","32,469","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,807","±1,509","61.0%","±3.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","18,539","±1,579","57.1%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","14,588","±1,333","44.9%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,951","±867","12.2%","±2.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,268","±418","3.9%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","12,662","±1,150","39.0%","±3.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","12,662","±1,150","12,662","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","6,886","±785","54.4%","±5.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5,776","±949","45.6%","±5.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","13,930","±1,238","13,930","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,268","±418","1,268","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","283","±179","22.3%","±12.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","985","±352","77.7%","±12.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","12,662","±1,150","12,662","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","4,363","±859","34.5%","±5.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","8,299","±990","65.5%","±5.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","12,662","±1,150","12,662","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","269","±134","2.1%","±1.1"
"        Asia","372,717","±3,581","30.8%","±0.3","9,148","±1,012","72.2%","±4.7"
"        Africa","113,823","±3,313","9.4%","±0.3","1,533","±472","12.1%","±3.5"
"        Oceania","4,098","±490","0.3%","±0.1","9","±17","0.1%","±0.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,619","±526","12.8%","±3.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","84","±101","0.7%","±0.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","30,362","±1,541","30,362","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,641","±1,442","48.2%","±3.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","15,721","±1,260","51.8%","±3.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","8,089","±926","26.6%","±3.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,404","±534","7.9%","±1.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","816","±276","2.7%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,579","±719","8.5%","±2.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,214","±415","4.0%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","9,959","±1,113","32.8%","±3.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","5,978","±838","19.7%","±2.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","779","±324","2.6%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","81","±67","0.3%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","32,469","±1,606","32,469","(X)"
"        American","260,364","±6,504","3.7%","±0.1","447","±183","1.4%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","94","±74","0.3%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","15","±25","0.0%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","1,235","±803","3.8%","±2.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,171","±433","3.6%","±1.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","725","±238","2.2%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","751","±369","2.3%","±1.1"
"        Greek","76,566","±3,218","1.1%","±0.1","432","±175","1.3%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","43","±47","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,502","±989","10.8%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","912","±281","2.8%","±0.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","10","±16","0.0%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","45","±57","0.1%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","646","±508","2.0%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","633","±284","1.9%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","63","±51","0.2%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","87","±74","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","127","±80","0.4%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,543","±495","4.8%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","26","±35","0.1%","±0.1"
"        Swiss","10,126","±912","0.1%","±0.1","76","±105","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","36","±38","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","30","±36","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","295","±188","0.9%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,376","±588","11,376","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,031","±644","88.2%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,335","±629","82.1%","±3.2"
