"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01913!!Estimate","ZCTA5 01913!!Margin of Error","ZCTA5 01913!!Percent","ZCTA5 01913!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,051","±327","29.8%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","578","±188","3.4%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","272","±119","1.6%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,994","±382","6,994","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,352","±352","33.6%","±3.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,605","±243","51.5%","±4.2"
"        Separated","37,600","±1,670","1.3%","±0.1","54","±46","0.8%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","253","±111","3.6%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","730","±183","10.4%","±2.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","7,694","±343","7,694","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,365","±383","30.7%","±4.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,321","±250","43.2%","±3.6"
"        Separated","55,256","±1,859","1.8%","±0.1","191","±143","2.5%","±1.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","781","±148","10.2%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,036","±180","13.5%","±2.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","117","±71","117","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","11","±17","9.4%","±15.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","5","±8","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","29","±18","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±67","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","39","±38","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","30","±22","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","149","±96","149","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","41","±42","27.5%","±27.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±23.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±23.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","7","±11","4.7%","±8.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","34","±40","22.8%","±24.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","41","±42","41","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","23","±24","56.1%","±18.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","41","±42","100.0%","±51.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,674","±342","3,674","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","197","±67","5.4%","±1.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","117","±87","3.2%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,472","±213","40.1%","±5.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","956","±231","26.0%","±5.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","932","±211","25.4%","±4.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","12,582","±311","12,582","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","89","±56","0.7%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","536","±165","4.3%","±1.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,328","±450","26.5%","±3.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,130","±287","16.9%","±2.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,500","±249","11.9%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,146","±365","25.0%","±2.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,853","±268","14.7%","±2.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","11,957","±362","95.0%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,999","±493","39.7%","±3.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","14,031","±269","14,031","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","582","±121","4.1%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","17,074","±111","17,074","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,961","±296","11.5%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,243","±270","3,243","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","179","±108","5.5%","±3.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","11,249","±299","11,249","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,036","±234","9.2%","±2.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,582","±249","2,582","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","746","±155","28.9%","±5.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","17,153","±82","17,153","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","15,208","±550","88.7%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,945","±548","11.3%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,905","±552","11.1%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","1,374","±570","8.0%","±3.3"
"                Different county","354,693","±6,215","5.1%","±0.1","531","±173","3.1%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","321","±134","1.9%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","210","±114","1.2%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","40","±65","0.2%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,286","±24","17,286","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,234","±279","93.9%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","15,908","±359","92.0%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,114","±571","70.1%","±3.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,794","±552","21.9%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","326","±243","1.9%","±1.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,052","±278","6.1%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,052","±278","1,052","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","643","±163","61.1%","±17.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","409","±251","38.9%","±17.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,378","±360","1,378","(X)"
"        Native","209,292","±4,176","209,292","(X)","326","±243","326","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","131","±194","40.2%","±41.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","195","±147","59.8%","±41.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,052","±278","1,052","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","231","±132","22.0%","±11.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","821","±250","78.0%","±11.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,052","±278","1,052","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","246","±92","23.4%","±11.4"
"        Asia","372,717","±3,581","30.8%","±0.3","319","±234","30.3%","±18.5"
"        Africa","113,823","±3,313","9.4%","±0.3","91","±89","8.7%","±8.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±3.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","140","±91","13.3%","±8.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","256","±174","24.3%","±14.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","16,568","±189","16,568","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,732","±399","95.0%","±1.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","836","±313","5.0%","±1.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","317","±182","1.9%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","362","±244","2.2%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","194","±147","1.2%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","298","±149","1.8%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","29","±34","0.2%","±0.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","110","±91","0.7%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","51","±68","0.3%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","66","±75","0.4%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","43","±69","0.3%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,286","±24","17,286","(X)"
"        American","260,364","±6,504","3.7%","±0.1","501","±219","2.9%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","218","±151","1.3%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","10","±17","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","78","±70","0.5%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","94","±54","0.5%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","2,619","±440","15.2%","±2.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,552","±352","9.0%","±2.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,300","±277","7.5%","±1.6"
"        German","387,135","±7,027","5.5%","±0.1","996","±266","5.8%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","386","±267","2.2%","±1.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","52","±40","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,101","±678","29.5%","±3.9"
"        Italian","815,794","±9,186","11.7%","±0.1","2,226","±341","12.9%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","87","±57","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","272","±199","1.6%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","928","±299","5.4%","±1.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","617","±450","3.6%","±2.6"
"        Russian","91,511","±3,161","1.3%","±0.1","181","±101","1.0%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","72","±62","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","499","±169","2.9%","±1.0"
"        Slovak","7,069","±828","0.1%","±0.1","16","±18","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","70","±62","0.4%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","348","±135","2.0%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","34","±37","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","44","±32","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","90","±54","0.5%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","20","±23","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,326","±278","7,326","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,974","±286","95.2%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,583","±303","89.9%","±2.7"
