"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02118!!Estimate","ZCTA5 02118!!Margin of Error","ZCTA5 02118!!Percent","ZCTA5 02118!!Percent Margin of Error"
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","24,481","±1,283","24,481","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","426","±169","1.7%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","26,701","±1,389","26,701","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,911","±623","14.6%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,215","±547","3,215","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","134","±86","4.2%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","19,920","±1,122","19,920","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,446","±507","12.3%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,566","±548","3,566","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,331","±334","37.3%","±6.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","27,543","±1,407","27,543","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","21,645","±1,392","78.6%","±2.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,898","±816","21.4%","±2.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,465","±734","19.8%","±2.6"
"                Same county","446,141","±8,933","6.4%","±0.1","3,235","±627","11.7%","±2.2"
"                Different county","354,693","±6,215","5.1%","±0.1","2,230","±349","8.1%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,214","±266","4.4%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","1,016","±248","3.7%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","433","±188","1.6%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,718","±1,402","27,718","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,911","±1,100","71.8%","±2.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","18,352","±1,070","66.2%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,907","±876","35.7%","±2.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","8,445","±666","30.5%","±2.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,559","±445","5.6%","±1.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","7,807","±973","28.2%","±2.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","7,807","±973","7,807","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,932","±825","63.2%","±6.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,875","±546","36.8%","±6.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","9,366","±1,057","9,366","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,559","±445","1,559","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","119","±61","7.6%","±4.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,440","±436","92.4%","±4.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","7,807","±973","7,807","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,063","±466","26.4%","±5.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,744","±869","73.6%","±5.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","7,807","±973","7,807","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","723","±222","9.3%","±3.0"
"        Asia","372,717","±3,581","30.8%","±0.3","3,599","±849","46.1%","±6.9"
"        Africa","113,823","±3,313","9.4%","±0.3","937","±329","12.0%","±4.1"
"        Oceania","4,098","±490","0.3%","±0.1","74","±48","0.9%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,259","±445","28.9%","±5.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","215","±109","2.8%","±1.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","26,757","±1,396","26,757","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,232","±1,012","60.7%","±3.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","10,525","±1,144","39.3%","±3.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","5,506","±1,014","20.6%","±3.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","4,568","±771","17.1%","±2.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,199","±551","8.2%","±2.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,729","±362","6.5%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","308","±172","1.2%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3,417","±969","12.8%","±3.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","2,587","±860","9.7%","±3.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","811","±265","3.0%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","412","±218","1.5%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,718","±1,402","27,718","(X)"
"        American","260,364","±6,504","3.7%","±0.1","458","±164","1.7%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","278","±125","1.0%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","49","±29","0.2%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","71","±55","0.3%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","153","±80","0.6%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,512","±402","5.5%","±1.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","422","±134","1.5%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","411","±152","1.5%","±0.6"
"        German","387,135","±7,027","5.5%","±0.1","1,774","±481","6.4%","±1.7"
"        Greek","76,566","±3,218","1.1%","±0.1","254","±120","0.9%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","84","±52","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,039","±524","11.0%","±1.8"
"        Italian","815,794","±9,186","11.7%","±0.1","2,061","±329","7.4%","±1.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","50","±41","0.2%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","140","±135","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","583","±181","2.1%","±0.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","346","±162","1.2%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","334","±148","1.2%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","123","±71","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","289","±117","1.0%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","68","±77","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","841","±301","3.0%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","142","±83","0.5%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","53","±51","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","25","±33","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","123","±101","0.4%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","434","±276","1.6%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,847","±669","13,847","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","12,944","±680","93.5%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","12,334","±671","89.1%","±2.0"
