"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01519!!Estimate","ZCTA5 01519!!Margin of Error","ZCTA5 01519!!Percent","ZCTA5 01519!!Percent Margin of Error"
"        Divorced","227,113","±4,005","8.0%","±0.1","293","±122","9.2%","±3.8"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,090","±383","3,090","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,010","±285","32.7%","±6.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,765","±222","57.1%","±6.5"
"        Separated","55,256","±1,859","1.8%","±0.1","75","±67","2.4%","±2.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","49","±31","1.6%","±1.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","191","±84","6.2%","±2.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","134","±94","134","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","32","±51","23.9%","±32.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","32","±52","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","71","±51","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±128","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","10","±16","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","176","±117","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","94","±98","94","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±19","0.0%","±33.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±33.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±33.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±33.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±33.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±19","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±19","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,113","±364","2,113","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","53","±48","2.5%","±2.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","52","±47","2.5%","±2.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","825","±269","39.0%","±10.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","657","±242","31.1%","±9.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","526","±176","24.9%","±8.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,013","±516","5,013","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","47","±53","0.9%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","62","±53","1.2%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","863","±268","17.2%","±4.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","630","±199","12.6%","±3.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","270","±113","5.4%","±2.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,975","±329","39.4%","±5.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,166","±258","23.3%","±5.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,904","±485","97.8%","±1.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,141","±381","62.7%","±6.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,886","±716","5,886","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","332","±172","5.6%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,626","±794","7,626","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","626","±328","8.2%","±4.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,740","±360","1,740","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","138","±100","7.9%","±5.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,082","±680","5,082","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","260","±153","5.1%","±3.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","804","±278","804","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","228","±234","28.4%","±21.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,524","±773","7,524","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,070","±767","94.0%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","454","±247","6.0%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","454","±247","6.0%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","284","±202","3.8%","±2.7"
"                Different county","354,693","±6,215","5.1%","±0.1","170","±134","2.3%","±1.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","139","±129","1.8%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","31","±42","0.4%","±0.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,626","±794","7,626","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,931","±782","90.9%","±3.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,763","±785","88.7%","±3.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,082","±854","66.6%","±7.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,681","±443","22.0%","±5.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","168","±143","2.2%","±1.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","695","±284","9.1%","±3.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","695","±284","695","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","464","±205","66.8%","±15.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","231","±146","33.2%","±15.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","863","±303","863","(X)"
"        Native","209,292","±4,176","209,292","(X)","168","±143","168","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","14","±23","8.3%","±13.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","154","±136","91.7%","±13.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","695","±284","695","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","226","±178","32.5%","±19.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","469","±198","67.5%","±19.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","695","±284","695","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","44","±34","6.3%","±6.3"
"        Asia","372,717","±3,581","30.8%","±0.3","347","±192","49.9%","±21.2"
"        Africa","113,823","±3,313","9.4%","±0.3","179","±197","25.8%","±23.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±5.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","125","±107","18.0%","±14.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±5.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,272","±757","7,272","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,162","±747","84.7%","±5.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,110","±385","15.3%","±5.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","334","±209","4.6%","±2.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","278","±192","3.8%","±2.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","55","±63","0.8%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","388","±253","5.3%","±3.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","112","±107","1.5%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","341","±217","4.7%","±3.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","141","±152","1.9%","±2.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","103","±157","1.4%","±2.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","26","±40","0.4%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,626","±794","7,626","(X)"
"        American","260,364","±6,504","3.7%","±0.1","568","±325","7.4%","±4.3"
"        Arab","72,487","±3,641","1.0%","±0.1","126","±149","1.7%","±2.0"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","14","±24","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","38","±35","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","661","±229","8.7%","±3.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","280","±139","3.7%","±1.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","181","±102","2.4%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","669","±290","8.8%","±4.0"
"        Greek","76,566","±3,218","1.1%","±0.1","75","±91","1.0%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,352","±384","17.7%","±5.2"
"        Italian","815,794","±9,186","11.7%","±0.1","964","±297","12.6%","±3.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","47","±39","0.6%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","31","±41","0.4%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","411","±311","5.4%","±3.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±19","0.0%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","81","±63","1.1%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","29","±32","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","235","±102","3.1%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","7","±12","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","282","±277","3.7%","±3.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","137","±92","1.8%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","32","±52","0.4%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","52","±57","0.7%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","63","±71","0.8%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,652","±287","2,652","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,625","±285","99.0%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,517","±265","94.9%","±5.4"
