"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01550!!Estimate","ZCTA5 01550!!Margin of Error","ZCTA5 01550!!Percent","ZCTA5 01550!!Percent Margin of Error"
"        Widowed","65,484","±1,934","2.3%","±0.1","282","±131","4.0%","±1.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,107","±389","15.8%","±5.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","7,510","±322","7,510","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,946","±324","39.2%","±3.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,606","±301","34.7%","±3.8"
"        Separated","55,256","±1,859","1.8%","±0.1","161","±79","2.1%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","703","±168","9.4%","±2.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,094","±258","14.6%","±3.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","306","±115","306","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","232","±103","75.8%","±12.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","80","±36","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","74","±28","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±75","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","120","±54","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","41","±36","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","613","±227","613","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","305","±175","49.8%","±22.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","46","±51","7.5%","±8.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","100","±104","16.3%","±15.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","131","±134","21.4%","±20.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","28","±22","4.6%","±4.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","305","±175","305","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","230","±154","75.4%","±14.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","151","±93","49.5%","±29.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,007","±404","4,007","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","240","±87","6.0%","±2.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","351","±150","8.8%","±4.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,449","±291","36.2%","±6.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,057","±261","26.4%","±5.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","910","±233","22.7%","±5.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","11,947","±502","11,947","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","939","±282","7.9%","±2.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,153","±218","9.7%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,339","±409","36.3%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,389","±369","20.0%","±3.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,127","±323","9.4%","±2.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,405","±286","11.8%","±2.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","595","±136","5.0%","±1.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,855","±575","82.5%","±2.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,000","±339","16.7%","±2.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","13,666","±376","13,666","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,193","±383","8.7%","±2.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","17,402","±116","17,402","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,200","±440","18.4%","±2.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,922","±398","3,922","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","197","±104","5.0%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","10,972","±436","10,972","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,986","±391","18.1%","±3.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,508","±316","2,508","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,017","±241","40.6%","±6.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","17,407","±96","17,407","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","15,167","±521","87.1%","±2.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,240","±505","12.9%","±2.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,226","±503","12.8%","±2.9"
"                Same county","446,141","±8,933","6.4%","±0.1","1,693","±434","9.7%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","533","±237","3.1%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","315","±222","1.8%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","218","±114","1.3%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","14","±22","0.1%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,643","±44","17,643","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,911","±248","95.9%","±1.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,579","±542","82.6%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,991","±575","68.0%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,588","±406","14.7%","±2.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","2,332","±519","13.2%","±2.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","732","±239","4.1%","±1.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","732","±239","732","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","537","±225","73.4%","±14.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","195","±108","26.6%","±14.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,064","±539","3,064","(X)"
"        Native","209,292","±4,176","209,292","(X)","2,332","±519","2,332","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","730","±353","31.3%","±11.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,602","±401","68.7%","±11.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","732","±239","732","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","163","±90","22.3%","±10.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","569","±199","77.7%","±10.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","732","±239","732","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","132","±80","18.0%","±11.0"
"        Asia","372,717","±3,581","30.8%","±0.3","105","±118","14.3%","±15.3"
"        Africa","113,823","±3,313","9.4%","±0.3","169","±177","23.1%","±20.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±5.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","293","±130","40.0%","±17.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","33","±39","4.5%","±5.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","16,405","±226","16,405","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,180","±750","68.1%","±4.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,225","±676","31.9%","±4.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,939","±403","11.8%","±2.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","4,436","±641","27.0%","±4.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,791","±393","10.9%","±2.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","501","±208","3.1%","±1.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","52","±45","0.3%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","75","±61","0.5%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","39","±40","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","213","±212","1.3%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","57","±77","0.3%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,643","±44","17,643","(X)"
"        American","260,364","±6,504","3.7%","±0.1","678","±370","3.8%","±2.1"
"        Arab","72,487","±3,641","1.0%","±0.1","21","±33","0.1%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","11","±16","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","87","±125","0.5%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","991","±276","5.6%","±1.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,583","±502","14.6%","±2.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,910","±590","10.8%","±3.3"
"        German","387,135","±7,027","5.5%","±0.1","820","±230","4.6%","±1.3"
"        Greek","76,566","±3,218","1.1%","±0.1","238","±147","1.3%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,327","±604","13.2%","±3.4"
"        Italian","815,794","±9,186","11.7%","±0.1","1,512","±429","8.6%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","28","±33","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","36","±49","0.2%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","991","±337","5.6%","±1.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","171","±135","1.0%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","14","±16","0.1%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","34","±37","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","110","±67","0.6%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","20","±21","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","163","±204","0.9%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","168","±77","1.0%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","57","±63","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±21","0.0%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","123","±117","0.7%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,094","±312","7,094","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,262","±289","88.3%","±2.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,048","±318","85.3%","±2.9"
