"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01259!!Estimate","ZCTA5 01259!!Margin of Error","ZCTA5 01259!!Percent","ZCTA5 01259!!Percent Margin of Error"
"        With a disability","803,600","±8,111","11.6%","±0.1","68","±56","9.4%","±7.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","168","±109","168","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","46","±56","27.4%","±30.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","409","±118","409","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","8","±9","2.0%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","143","±49","143","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","14","±11","9.8%","±6.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","706","±206","706","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","599","±180","84.8%","±8.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","107","±71","15.2%","±8.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","107","±71","15.2%","±8.7"
"                Same county","446,141","±8,933","6.4%","±0.1","0","±13","0.0%","±5.5"
"                Different county","354,693","±6,215","5.1%","±0.1","107","±71","15.2%","±8.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","11","±17","1.6%","±2.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","96","±70","13.6%","±8.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±5.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","720","±207","720","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","655","±208","91.0%","±7.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","653","±208","90.7%","±7.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","296","±171","41.1%","±17.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","357","±114","49.6%","±14.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","2","±3","0.3%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","65","±52","9.0%","±7.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","65","±52","65","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","38","±27","58.5%","±31.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","27","±34","41.5%","±31.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","67","±52","67","(X)"
"        Native","209,292","±4,176","209,292","(X)","2","±3","2","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","2","±3","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","65","±52","65","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2","±3","3.1%","±5.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","63","±51","96.9%","±5.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","65","±52","65","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","40","±38","61.5%","±24.7"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±40.8"
"        Africa","113,823","±3,313","9.4%","±0.3","10","±13","15.4%","±13.0"
"        Oceania","4,098","±490","0.3%","±0.1","5","±8","7.7%","±15.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±40.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","10","±16","15.4%","±28.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","706","±206","706","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","686","±196","97.2%","±3.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","20","±24","2.8%","±3.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","16","±23","2.3%","±3.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","18","±24","2.5%","±3.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","14","±23","2.0%","±3.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2","±3","0.3%","±0.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2","±3","0.3%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±5.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±5.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±5.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±5.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","720","±207","720","(X)"
"        American","260,364","±6,504","3.7%","±0.1","33","±36","4.6%","±5.1"
"        Arab","72,487","±3,641","1.0%","±0.1","3","±4","0.4%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","4","±5","0.6%","±0.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±5.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","21","±22","2.9%","±3.2"
"        English","655,283","±8,406","9.4%","±0.1","210","±146","29.2%","±16.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","17","±21","2.4%","±2.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","3","±5","0.4%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","37","±20","5.1%","±3.0"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±5.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±5.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","74","±35","10.3%","±5.3"
"        Italian","815,794","±9,186","11.7%","±0.1","146","±126","20.3%","±14.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±5.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","5","±7","0.7%","±0.9"
"        Polish","283,050","±4,814","4.0%","±0.1","37","±24","5.1%","±3.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±5.4"
"        Russian","91,511","±3,161","1.3%","±0.1","6","±9","0.8%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","10","±17","1.4%","±2.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","3","±5","0.4%","±0.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±5.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","35","±45","4.9%","±6.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","27","±34","3.8%","±5.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±5.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±5.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±5.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±5.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","292","±63","292","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","266","±62","91.1%","±8.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","244","±63","83.6%","±10.3"
