"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01257!!Estimate","ZCTA5 01257!!Margin of Error","ZCTA5 01257!!Percent","ZCTA5 01257!!Percent Margin of Error"
"                Different county","354,693","±6,215","5.1%","±0.1","24","±26","1.2%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","24","±26","1.2%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,034","±321","2,034","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,892","±320","93.0%","±6.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,856","±305","91.2%","±7.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","760","±222","37.4%","±10.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,096","±281","53.9%","±10.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","36","±47","1.8%","±2.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","142","±132","7.0%","±6.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","142","±132","142","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","142","±132","100.0%","±24.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","0.0%","±24.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","178","±146","178","(X)"
"        Native","209,292","±4,176","209,292","(X)","36","±47","36","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","36","±47","100.0%","±54.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","0.0%","±54.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","142","±132","142","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±24.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","142","±132","100.0%","±24.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","142","±132","142","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","61","±56","43.0%","±45.5"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±24.2"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±24.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±24.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","81","±117","57.0%","±45.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±24.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,019","±324","2,019","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,908","±331","94.5%","±6.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","111","±132","5.5%","±6.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","96","±129","4.8%","±6.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","15","±22","0.7%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,034","±321","2,034","(X)"
"        American","260,364","±6,504","3.7%","±0.1","84","±65","4.1%","±3.3"
"        Arab","72,487","±3,641","1.0%","±0.1","26","±40","1.3%","±2.0"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.9"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","88","±98","4.3%","±4.6"
"        English","655,283","±8,406","9.4%","±0.1","463","±138","22.8%","±6.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","141","±69","6.9%","±3.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","12","±13","0.6%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","289","±136","14.2%","±6.5"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","5","±9","0.2%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","384","±175","18.9%","±7.5"
"        Italian","815,794","±9,186","11.7%","±0.1","244","±111","12.0%","±5.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","8","±12","0.4%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","91","±90","4.5%","±4.3"
"        Polish","283,050","±4,814","4.0%","±0.1","180","±116","8.8%","±5.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±1.9"
"        Russian","91,511","±3,161","1.3%","±0.1","9","±14","0.4%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±1.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","82","±60","4.0%","±2.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.9"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","22","±34","1.1%","±1.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.9"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.9"
"        Welsh","23,388","±1,506","0.3%","±0.1","5","±9","0.2%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,013","±174","1,013","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","889","±186","87.8%","±8.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","853","±181","84.2%","±8.3"
