"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01105!!Estimate","ZCTA5 01105!!Margin of Error","ZCTA5 01105!!Percent","ZCTA5 01105!!Percent Margin of Error"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±21","0.0%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","140","±134","1.2%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","57","±71","0.5%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","12,527","±1,525","12,527","(X)"
"        American","260,364","±6,504","3.7%","±0.1","232","±150","1.9%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","64","±66","0.5%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±21","0.0%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","55","±47","0.4%","±0.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","129","±114","1.0%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","126","±120","1.0%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","110","±116","0.9%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","14","±19","0.1%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","221","±156","1.8%","±1.2"
"        Italian","815,794","±9,186","11.7%","±0.1","222","±155","1.8%","±1.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","8","±12","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±21","0.0%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","74","±63","0.6%","±0.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","24","±37","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","31","±48","0.2%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±21","0.0%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","0","±21","0.0%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","258","±184","2.1%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±21","0.0%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","8","±15","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","127","±94","1.0%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,206","±459","5,206","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,295","±447","82.5%","±4.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,554","±469","68.3%","±5.0"
