"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02054!!Estimate","ZCTA5 02054!!Margin of Error","ZCTA5 02054!!Percent","ZCTA5 02054!!Percent Margin of Error"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","698","±349","71.7%","±17.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","275","±179","28.3%","±17.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,117","±416","1,117","(X)"
"        Native","209,292","±4,176","209,292","(X)","144","±114","144","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","37","±60","25.7%","±37.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","107","±98","74.3%","±37.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","973","±379","973","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","160","±130","16.4%","±12.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","813","±344","83.6%","±12.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","973","±379","973","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","529","±319","54.4%","±20.3"
"        Asia","372,717","±3,581","30.8%","±0.3","58","±59","6.0%","±6.3"
"        Africa","113,823","±3,313","9.4%","±0.3","114","±126","11.7%","±13.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±4.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","221","±179","22.7%","±16.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","51","±51","5.2%","±5.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,003","±163","8,003","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,112","±441","88.9%","±5.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","891","±427","11.1%","±5.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","535","±355","6.7%","±4.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","227","±181","2.8%","±2.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","108","±118","1.3%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","621","±371","7.8%","±4.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","406","±340","5.1%","±4.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1","±4","0.0%","±0.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","42","±83","0.5%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","21","±41","0.3%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,481","±30","8,481","(X)"
"        American","260,364","±6,504","3.7%","±0.1","193","±126","2.3%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","116","±119","1.4%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","26","±45","0.3%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±19","0.0%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,121","±312","13.2%","±3.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","761","±261","9.0%","±3.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","88","±64","1.0%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","746","±252","8.8%","±3.0"
"        Greek","76,566","±3,218","1.1%","±0.1","418","±332","4.9%","±3.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","64","±105","0.8%","±1.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,887","±589","34.0%","±6.9"
"        Italian","815,794","±9,186","11.7%","±0.1","1,609","±405","19.0%","±4.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","59","±59","0.7%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","120","±103","1.4%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","542","±235","6.4%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","116","±81","1.4%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","343","±223","4.0%","±2.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","63","±73","0.7%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","257","±142","3.0%","±1.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","51","±63","0.6%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","139","±113","1.6%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","33","±51","0.4%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","145","±164","1.7%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,078","±198","3,078","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,002","±212","97.5%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,943","±207","95.6%","±3.0"
