"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01070!!Estimate","ZCTA5 01070!!Margin of Error","ZCTA5 01070!!Percent","ZCTA5 01070!!Percent Margin of Error"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","22","±18","3.6%","±2.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","271","±47","271","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","98","±35","36.2%","±8.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","135","±23","49.8%","±8.5"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±13.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","9","±6","3.3%","±2.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","29","±15","10.7%","±5.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","253","±37","253","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","78","±25","30.8%","±7.3"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","126","±21","49.8%","±7.9"
"        Separated","55,256","±1,859","1.8%","±0.1","3","±4","1.2%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","11","±10","4.3%","±3.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","35","±12","13.8%","±4.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","6","±8","6","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±100.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±393","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","56","±77","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±775","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±622","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","98","±131","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","11","±13","11","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","9","±12","81.8%","±47.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±99.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±99.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±99.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","9","±12","81.8%","±47.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","9","±12","9","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","5","±7","55.6%","±26.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","9","±12","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","170","±56","170","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","14","±11","8.2%","±7.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","2","±3","1.2%","±1.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","33","±18","19.4%","±12.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","83","±53","48.8%","±18.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","38","±17","22.4%","±10.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","445","±56","445","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","3","±4","0.7%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","14","±10","3.1%","±2.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","111","±32","24.9%","±6.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","61","±16","13.7%","±3.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","39","±16","8.8%","±3.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","87","±30","19.6%","±6.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","130","±29","29.2%","±6.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","428","±55","96.2%","±2.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","217","±40","48.8%","±7.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","498","±62","498","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","46","±18","9.2%","±3.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","621","±95","621","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","47","±18","7.6%","±3.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","123","±55","123","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","2","±4","1.6%","±3.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","335","±58","335","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","17","±12","5.1%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","163","±29","163","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","28","±13","17.2%","±7.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","613","±93","613","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","563","±84","91.8%","±3.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","50","±27","8.2%","±3.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","48","±25","7.8%","±3.7"
"                Same county","446,141","±8,933","6.4%","±0.1","12","±16","2.0%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","36","±22","5.9%","±3.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","29","±18","4.7%","±2.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","7","±8","1.1%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","2","±3","0.3%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","621","±95","621","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","598","±96","96.3%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","593","±95","95.5%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","372","±88","59.9%","±7.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","221","±47","35.6%","±7.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","5","±5","0.8%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","23","±14","3.7%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","23","±14","23","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","13","±12","56.5%","±28.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","10","±8","43.5%","±28.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","28","±14","28","(X)"
"        Native","209,292","±4,176","209,292","(X)","5","±5","5","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","5","±5","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","23","±14","23","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2","±4","8.7%","±17.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","21","±14","91.3%","±17.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","23","±14","23","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","10","±9","43.5%","±25.5"
"        Asia","372,717","±3,581","30.8%","±0.3","5","±6","21.7%","±22.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±68.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±68.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","4","±7","17.4%","±20.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","4","±4","17.4%","±15.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","602","±91","602","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","573","±90","95.2%","±3.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","29","±21","4.8%","±3.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±6.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","6","±7","1.0%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±6.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","18","±18","3.0%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±6.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3","±4","0.5%","±0.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±6.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","2","±3","0.3%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±6.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","621","±95","621","(X)"
"        American","260,364","±6,504","3.7%","±0.1","9","±8","1.4%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±6.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±6.2"
"        Danish","14,346","±1,162","0.2%","±0.1","2","±3","0.3%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","3","±4","0.5%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","107","±38","17.2%","±5.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","75","±54","12.1%","±7.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","50","±27","8.1%","±4.2"
"        German","387,135","±7,027","5.5%","±0.1","72","±31","11.6%","±4.9"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±6.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","7","±6","1.1%","±1.0"
"        Irish","1,345,219","±11,619","19.2%","±0.2","85","±34","13.7%","±5.2"
"        Italian","815,794","±9,186","11.7%","±0.1","66","±31","10.6%","±4.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","8","±9","1.3%","±1.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","14","±13","2.3%","±2.1"
"        Polish","283,050","±4,814","4.0%","±0.1","109","±64","17.6%","±8.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1","±2","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","13","±8","2.1%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","8","±8","1.3%","±1.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","20","±13","3.2%","±2.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±6.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±6.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","5","±5","0.8%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±6.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","25","±27","4.0%","±4.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","8","±7","1.3%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±6.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","258","±32","258","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","247","±32","95.7%","±2.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","217","±29","84.1%","±6.7"
