"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01564!!Estimate","ZCTA5 01564!!Margin of Error","ZCTA5 01564!!Percent","ZCTA5 01564!!Percent Margin of Error"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,432","±255","3,432","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","860","±367","25.1%","±9.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,904","±242","55.5%","±8.5"
"        Separated","55,256","±1,859","1.8%","±0.1","38","±50","1.1%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","230","±124","6.7%","±3.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","400","±133","11.7%","±3.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","52","±51","52","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±45.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±70","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","39","±38","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±206","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","128","±124","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±51","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","318","±172","318","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","39","±41","12.3%","±11.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±11.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","16","±26","5.0%","±8.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","23","±35","7.2%","±10.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±11.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","39","±41","39","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","16","±26","41.0%","±59.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","23","±35","59.0%","±59.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,911","±331","1,911","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","82","±99","4.3%","±5.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","77","±63","4.0%","±3.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","669","±221","35.0%","±11.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","597","±167","31.2%","±8.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","486","±221","25.4%","±9.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","6,023","±269","6,023","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","24","±31","0.4%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","179","±166","3.0%","±2.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,320","±251","21.9%","±4.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","964","±261","16.0%","±4.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","392","±165","6.5%","±2.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,981","±440","32.9%","±6.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,163","±228","19.3%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,820","±284","96.6%","±2.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,144","±454","52.2%","±6.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,278","±244","6,278","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","554","±190","8.8%","±3.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,920","±118","7,920","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","821","±326","10.4%","±4.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,737","±242","1,737","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","173","±200","10.0%","±11.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,652","±318","4,652","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","291","±134","6.3%","±2.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,531","±199","1,531","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","357","±167","23.3%","±11.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,954","±53","7,954","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,727","±149","97.1%","±1.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","227","±140","2.9%","±1.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","224","±139","2.8%","±1.8"
"                Same county","446,141","±8,933","6.4%","±0.1","132","±123","1.7%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","92","±72","1.2%","±0.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","30","±34","0.4%","±0.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","62","±59","0.8%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","3","±10","0.0%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,015","±14","8,015","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,727","±171","96.4%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,693","±179","96.0%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,157","±356","76.8%","±4.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,536","±307","19.2%","±3.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","34","±41","0.4%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","288","±169","3.6%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","288","±169","288","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","103","±82","35.8%","±21.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","185","±128","64.2%","±21.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","322","±177","322","(X)"
"        Native","209,292","±4,176","209,292","(X)","34","±41","34","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±56.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","34","±41","100.0%","±56.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","288","±169","288","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","45","±52","15.6%","±16.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","243","±153","84.4%","±16.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","288","±169","288","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","27","±44","9.4%","±13.7"
"        Asia","372,717","±3,581","30.8%","±0.3","18","±28","6.3%","±10.3"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±12.9"
"        Oceania","4,098","±490","0.3%","±0.1","18","±30","6.3%","±10.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","103","±86","35.8%","±26.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","122","±127","42.4%","±31.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,653","±160","7,653","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,392","±325","96.6%","±4.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","261","±305","3.4%","±4.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","95","±90","1.2%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±19","0.0%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±19","0.0%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","243","±303","3.2%","±4.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","77","±87","1.0%","±1.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","18","±28","0.2%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","18","±28","0.2%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,015","±14","8,015","(X)"
"        American","260,364","±6,504","3.7%","±0.1","488","±344","6.1%","±4.3"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","131","±203","1.6%","±2.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±19","0.0%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,069","±375","13.3%","±4.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","730","±275","9.1%","±3.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","625","±228","7.8%","±2.8"
"        German","387,135","±7,027","5.5%","±0.1","657","±252","8.2%","±3.1"
"        Greek","76,566","±3,218","1.1%","±0.1","76","±78","0.9%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","46","±38","0.6%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,277","±488","28.4%","±6.1"
"        Italian","815,794","±9,186","11.7%","±0.1","1,468","±460","18.3%","±5.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","126","±82","1.6%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±19","0.0%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","599","±268","7.5%","±3.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","329","±280","4.1%","±3.5"
"        Russian","91,511","±3,161","1.3%","±0.1","26","±31","0.3%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","108","±76","1.3%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","326","±194","4.1%","±2.4"
"        Slovak","7,069","±828","0.1%","±0.1","38","±58","0.5%","±0.7"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","207","±125","2.6%","±1.6"
"        Swiss","10,126","±912","0.1%","±0.1","77","±120","1.0%","±1.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","55","±52","0.7%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","32","±51","0.4%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,248","±274","3,248","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,206","±276","98.7%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,162","±273","97.4%","±1.8"
