"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01730!!Estimate","ZCTA5 01730!!Margin of Error","ZCTA5 01730!!Percent","ZCTA5 01730!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,416","±366","31.8%","±2.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","504","±267","3.6%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","224","±173","1.6%","±1.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","5,547","±341","5,547","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,996","±380","36.0%","±5.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,070","±199","55.3%","±4.7"
"        Separated","37,600","±1,670","1.3%","±0.1","15","±26","0.3%","±0.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","184","±89","3.3%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","282","±101","5.1%","±1.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,043","±290","6,043","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,706","±285","28.2%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,056","±217","50.6%","±3.9"
"        Separated","55,256","±1,859","1.8%","±0.1","36","±44","0.6%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","691","±175","11.4%","±2.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","554","±178","9.2%","±3.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","110","±72","110","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","24","±35","21.8%","±26.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","14","±21","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","34","±23","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±71","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","91","±74","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","18","±21","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","139","±90","139","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","52","±65","37.4%","±37.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±24.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±24.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","41","±61","29.5%","±34.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","11","±17","7.9%","±14.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","52","±65","52","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","31","±36","59.6%","±23.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","41","±61","78.8%","±44.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,972","±398","3,972","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","176","±87","4.4%","±2.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","204","±121","5.1%","±3.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,842","±340","46.4%","±6.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","995","±266","25.1%","±6.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","755","±212","19.0%","±5.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","9,986","±366","9,986","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","300","±203","3.0%","±2.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","216","±115","2.2%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,180","±297","11.8%","±2.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,011","±251","10.1%","±2.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","525","±228","5.3%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,155","±434","31.6%","±4.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,599","±462","36.0%","±4.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,470","±393","94.8%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","6,754","±490","67.6%","±4.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","10,801","±348","10,801","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","812","±311","7.5%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,947","±85","13,947","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,339","±291","9.6%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,432","±343","3,432","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","150","±165","4.4%","±4.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,328","±355","8,328","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","580","±230","7.0%","±2.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,187","±313","2,187","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","609","±140","27.8%","±6.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","14,119","±82","14,119","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,324","±455","87.3%","±3.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,795","±439","12.7%","±3.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,635","±395","11.6%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","822","±305","5.8%","±2.2"
"                Different county","354,693","±6,215","5.1%","±0.1","813","±276","5.8%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","334","±220","2.4%","±1.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","479","±207","3.4%","±1.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","160","±162","1.1%","±1.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,233","±46","14,233","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","11,011","±665","77.4%","±4.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","10,830","±671","76.1%","±4.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,059","±598","49.6%","±4.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,771","±610","26.5%","±4.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","181","±99","1.3%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,222","±657","22.6%","±4.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,222","±657","3,222","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,026","±582","62.9%","±11.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,196","±441","37.1%","±11.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,403","±665","3,403","(X)"
"        Native","209,292","±4,176","209,292","(X)","181","±99","181","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","46","±49","25.4%","±22.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","135","±75","74.6%","±22.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,222","±657","3,222","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","775","±393","24.1%","±11.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,447","±654","75.9%","±11.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,222","±657","3,222","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","730","±365","22.7%","±8.9"
"        Asia","372,717","±3,581","30.8%","±0.3","1,825","±435","56.6%","±10.8"
"        Africa","113,823","±3,313","9.4%","±0.3","112","±98","3.5%","±3.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±1.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","166","±96","5.2%","±3.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","389","±353","12.1%","±10.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","13,731","±169","13,731","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","10,736","±686","78.2%","±4.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,995","±669","21.8%","±4.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","630","±211","4.6%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","175","±90","1.3%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","43","±49","0.3%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,055","±481","7.7%","±3.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","94","±76","0.7%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,537","±421","11.2%","±3.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","460","±192","3.4%","±1.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","228","±257","1.7%","±1.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","33","±51","0.2%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,233","±46","14,233","(X)"
"        American","260,364","±6,504","3.7%","±0.1","485","±230","3.4%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","82","±67","0.6%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","13","±22","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","33","±39","0.2%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","2,028","±500","14.2%","±3.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","525","±229","3.7%","±1.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","286","±144","2.0%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","999","±305","7.0%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","184","±110","1.3%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","185","±258","1.3%","±1.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,908","±566","20.4%","±4.0"
"        Italian","815,794","±9,186","11.7%","±0.1","2,048","±443","14.4%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","101","±151","0.7%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","22","±35","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","620","±233","4.4%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","322","±221","2.3%","±1.6"
"        Russian","91,511","±3,161","1.3%","±0.1","275","±137","1.9%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","96","±57","0.7%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","565","±400","4.0%","±2.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","187","±178","1.3%","±1.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","138","±94","1.0%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","21","±25","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","54","±48","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","22","±34","0.2%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,540","±299","5,540","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,319","±299","96.0%","±2.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,294","±298","95.6%","±2.1"
