"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02053!!Estimate","ZCTA5 02053!!Margin of Error","ZCTA5 02053!!Percent","ZCTA5 02053!!Percent Margin of Error"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","57","±56","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","176","±96","176","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","33","±51","18.8%","±26.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±20.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±20.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","33","±51","18.8%","±26.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±20.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","33","±51","33","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","16","±25","48.5%","±5.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","33","±51","100.0%","±57.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,373","±404","3,373","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","213","±126","6.3%","±3.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","177","±101","5.2%","±2.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,418","±240","42.0%","±6.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","932","±238","27.6%","±6.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","633","±205","18.8%","±5.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","9,321","±357","9,321","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","117","±123","1.3%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","189","±109","2.0%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,449","±284","15.5%","±2.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,297","±248","13.9%","±2.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","761","±199","8.2%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,520","±417","37.8%","±4.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,988","±340","21.3%","±3.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,015","±350","96.7%","±1.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,508","±438","59.1%","±5.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","10,207","±360","10,207","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","391","±127","3.8%","±1.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,519","±280","13,519","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,097","±279","8.1%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,403","±326","3,403","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","197","±81","5.8%","±2.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,496","±456","8,496","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","452","±158","5.3%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,620","±276","1,620","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","448","±183","27.7%","±9.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","13,469","±247","13,469","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,353","±523","91.7%","±3.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,116","±446","8.3%","±3.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,111","±446","8.2%","±3.3"
"                Same county","446,141","±8,933","6.4%","±0.1","496","±247","3.7%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","615","±359","4.6%","±2.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","570","±351","4.2%","±2.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","45","±55","0.3%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","5","±10","0.0%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,610","±267","13,610","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","12,744","±366","93.6%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,581","±371","92.4%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,918","±468","72.9%","±3.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,663","±388","19.6%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","163","±112","1.2%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","866","±312","6.4%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","866","±312","866","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","644","±249","74.4%","±14.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","222","±150","25.6%","±14.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,029","±344","1,029","(X)"
"        Native","209,292","±4,176","209,292","(X)","163","±112","163","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","23","±28","14.1%","±15.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","140","±99","85.9%","±15.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","866","±312","866","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","134","±117","15.5%","±12.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","732","±286","84.5%","±12.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","866","±312","866","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","237","±137","27.4%","±14.7"
"        Asia","372,717","±3,581","30.8%","±0.3","377","±245","43.5%","±18.6"
"        Africa","113,823","±3,313","9.4%","±0.3","189","±106","21.8%","±11.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±4.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","24","±30","2.8%","±3.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","39","±37","4.5%","±4.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","12,752","±346","12,752","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,791","±542","92.5%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","961","±382","7.5%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","327","±253","2.6%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","160","±118","1.3%","±0.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","26","±34","0.2%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","293","±203","2.3%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","29","±38","0.2%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","230","±208","1.8%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","161","±203","1.3%","±1.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","278","±211","2.2%","±1.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","111","±122","0.9%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,610","±267","13,610","(X)"
"        American","260,364","±6,504","3.7%","±0.1","422","±209","3.1%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","274","±248","2.0%","±1.8"
"        Czech","12,119","±1,098","0.2%","±0.1","87","±92","0.6%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","60","±52","0.4%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,884","±442","13.8%","±3.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","564","±236","4.1%","±1.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","410","±180","3.0%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","866","±289","6.4%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","64","±70","0.5%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","42","±38","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,855","±561","28.3%","±4.1"
"        Italian","815,794","±9,186","11.7%","±0.1","2,146","±406","15.8%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","209","±196","1.5%","±1.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","205","±165","1.5%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","541","±219","4.0%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","227","±159","1.7%","±1.2"
"        Russian","91,511","±3,161","1.3%","±0.1","197","±98","1.4%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","160","±101","1.2%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","473","±214","3.5%","±1.6"
"        Slovak","7,069","±828","0.1%","±0.1","13","±20","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","50","±76","0.4%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","277","±108","2.0%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","28","±45","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","49","±40","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","76","±57","0.6%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","28","±32","0.2%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,812","±213","4,812","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,605","±219","95.7%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,479","±214","93.1%","±2.8"
