"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01503!!Estimate","ZCTA5 01503!!Margin of Error","ZCTA5 01503!!Percent","ZCTA5 01503!!Percent Margin of Error"
"        Separated","37,600","±1,670","1.3%","±0.1","5","±8","0.4%","±0.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","27","±23","2.2%","±1.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","156","±53","12.6%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,554","±129","1,554","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","345","±125","22.2%","±6.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","838","±81","53.9%","±7.8"
"        Separated","55,256","±1,859","1.8%","±0.1","17","±18","1.1%","±1.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","175","±108","11.3%","±6.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","179","±60","11.5%","±3.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±112","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±63","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±502","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±140","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±123","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","34","±31","34","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±56.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±56.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±56.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±56.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±56.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","670","±145","670","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","29","±29","4.3%","±4.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","65","±48","9.7%","±6.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","353","±113","52.7%","±10.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","105","±50","15.7%","±7.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","118","±64","17.6%","±9.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,559","±141","2,559","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","8","±11","0.3%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","79","±49","3.1%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","664","±148","25.9%","±5.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","411","±130","16.1%","±4.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","105","±49","4.1%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","762","±130","29.8%","±4.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","530","±124","20.7%","±4.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,472","±155","96.6%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,292","±175","50.5%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,709","±131","2,709","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","192","±73","7.1%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,319","±31","3,319","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","514","±111","15.5%","±3.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","610","±136","610","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","29","±30","4.8%","±4.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,760","±150","1,760","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","172","±72","9.8%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","949","±173","949","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","313","±119","33.0%","±11.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,326","±29","3,326","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,902","±218","87.3%","±6.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","424","±217","12.7%","±6.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","424","±217","12.7%","±6.5"
"                Same county","446,141","±8,933","6.4%","±0.1","90","±61","2.7%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","334","±207","10.0%","±6.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","240","±218","7.2%","±6.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","94","±64","2.8%","±1.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,326","±29","3,326","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,096","±110","93.1%","±3.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,079","±115","92.6%","±3.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,308","±147","69.4%","±4.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","771","±139","23.2%","±4.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","17","±20","0.5%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","230","±105","6.9%","±3.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","230","±105","230","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","179","±85","77.8%","±16.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","51","±46","22.2%","±16.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","247","±110","247","(X)"
"        Native","209,292","±4,176","209,292","(X)","17","±20","17","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","10","±15","58.8%","±54.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","7","±12","41.2%","±54.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","230","±105","230","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","74","±65","32.2%","±20.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","156","±71","67.8%","±20.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","230","±105","230","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","109","±69","47.4%","±20.4"
"        Asia","372,717","±3,581","30.8%","±0.3","77","±67","33.5%","±21.9"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±15.9"
"        Oceania","4,098","±490","0.3%","±0.1","10","±16","4.3%","±6.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","13","±18","5.7%","±7.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","21","±20","9.1%","±8.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,248","±53","3,248","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,022","±144","93.0%","±3.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","226","±118","7.0%","±3.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","55","±44","1.7%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","7","±8","0.2%","±0.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","159","±95","4.9%","±2.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","50","±43","1.5%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","53","±56","1.6%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","5","±8","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","7","±14","0.2%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,326","±29","3,326","(X)"
"        American","260,364","±6,504","3.7%","±0.1","222","±134","6.7%","±4.0"
"        Arab","72,487","±3,641","1.0%","±0.1","27","±28","0.8%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","20","±18","0.6%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","22","±22","0.7%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","330","±130","9.9%","±3.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","197","±69","5.9%","±2.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","103","±51","3.1%","±1.5"
"        German","387,135","±7,027","5.5%","±0.1","332","±142","10.0%","±4.3"
"        Greek","76,566","±3,218","1.1%","±0.1","16","±25","0.5%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","16","±18","0.5%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","967","±200","29.1%","±6.0"
"        Italian","815,794","±9,186","11.7%","±0.1","462","±153","13.9%","±4.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","13","±16","0.4%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","5","±7","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","217","±103","6.5%","±3.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","118","±111","3.5%","±3.4"
"        Russian","91,511","±3,161","1.3%","±0.1","68","±56","2.0%","±1.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","19","±18","0.6%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","90","±97","2.7%","±2.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","92","±52","2.8%","±1.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,311","±126","1,311","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,178","±109","89.9%","±7.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,151","±115","87.8%","±7.2"
