"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01013!!Estimate","ZCTA5 01013!!Margin of Error","ZCTA5 01013!!Percent","ZCTA5 01013!!Percent Margin of Error"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","97","±68","31.0%","±19.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","22","±16","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","48","±15","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","1","±6","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","63","±27","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","45","±32","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","305","±179","305","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","82","±126","26.9%","±33.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","82","±126","26.9%","±33.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±12.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±12.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±25","0.0%","±12.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","82","±126","82","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","42","±64","51.2%","±4.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","82","±126","100.0%","±36.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,255","±613","5,255","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","390","±256","7.4%","±4.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","200","±109","3.8%","±2.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,171","±424","41.3%","±6.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,136","±296","21.6%","±5.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,358","±269","25.8%","±4.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","15,419","±729","15,419","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","810","±233","5.3%","±1.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,447","±286","9.4%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,079","±605","32.9%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,118","±463","20.2%","±2.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,440","±310","9.3%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,030","±296","13.2%","±1.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,495","±308","9.7%","±1.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,162","±734","85.4%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,525","±437","22.9%","±2.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","17,746","±807","17,746","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,212","±322","6.8%","±1.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","22,549","±1,242","22,549","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,929","±521","17.4%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,963","±715","4,963","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","516","±213","10.4%","±4.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","14,055","±831","14,055","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,063","±390","14.7%","±2.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,531","±453","3,531","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,350","±242","38.2%","±5.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","22,502","±1,232","22,502","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","20,499","±1,354","91.1%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,003","±501","8.9%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,908","±500","8.5%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","1,340","±453","6.0%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","568","±167","2.5%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","328","±139","1.5%","±0.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","240","±120","1.1%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","95","±90","0.4%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","22,709","±1,240","22,709","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","20,342","±1,335","89.6%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,777","±1,227","78.3%","±3.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,302","±1,163","67.4%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,475","±413","10.9%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","2,565","±700","11.3%","±2.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,367","±485","10.4%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,367","±485","2,367","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,497","±408","63.2%","±12.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","870","±368","36.8%","±12.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","4,932","±788","4,932","(X)"
"        Native","209,292","±4,176","209,292","(X)","2,565","±700","2,565","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","815","±594","31.8%","±16.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,750","±401","68.2%","±16.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,367","±485","2,367","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","468","±284","19.8%","±10.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,899","±404","80.2%","±10.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,367","±485","2,367","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,252","±319","52.9%","±11.0"
"        Asia","372,717","±3,581","30.8%","±0.3","521","±241","22.0%","±8.8"
"        Africa","113,823","±3,313","9.4%","±0.3","8","±13","0.3%","±0.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±1.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","374","±209","15.8%","±8.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","212","±194","9.0%","±7.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","21,346","±1,088","21,346","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,397","±1,168","72.1%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,949","±797","27.9%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,887","±367","8.8%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","3,751","±745","17.6%","±3.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,118","±326","5.2%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,863","±363","8.7%","±1.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","768","±233","3.6%","±1.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","314","±187","1.5%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1","±3","0.0%","±0.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","21","±30","0.1%","±0.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±25","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","22,709","±1,240","22,709","(X)"
"        American","260,364","±6,504","3.7%","±0.1","421","±185","1.9%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","35","±50","0.2%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","59","±48","0.3%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±25","0.0%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","874","±456","3.8%","±2.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","3,123","±734","13.8%","±3.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,677","±428","7.4%","±1.8"
"        German","387,135","±7,027","5.5%","±0.1","1,102","±349","4.9%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","24","±21","0.1%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","6","±10","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,529","±531","11.1%","±2.3"
"        Italian","815,794","±9,186","11.7%","±0.1","1,388","±413","6.1%","±1.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","76","±63","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","5","±8","0.0%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","4,648","±816","20.5%","±3.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","493","±240","2.2%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","240","±129","1.1%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","45","±38","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","420","±250","1.8%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","2","±7","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","123","±131","0.5%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","153","±136","0.7%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","128","±86","0.6%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","26","±40","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","76","±91","0.3%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,375","±483","9,375","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,439","±459","90.0%","±2.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,061","±434","86.0%","±2.9"
