"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01585!!Estimate","ZCTA5 01585!!Margin of Error","ZCTA5 01585!!Percent","ZCTA5 01585!!Percent Margin of Error"
"        Arab","72,487","±3,641","1.0%","±0.1","10","±16","0.2%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","6","±11","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","41","±52","0.8%","±1.0"
"        English","655,283","±8,406","9.4%","±0.1","436","±135","9.0%","±2.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","757","±278","15.6%","±5.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","309","±138","6.4%","±2.8"
"        German","387,135","±7,027","5.5%","±0.1","231","±111","4.7%","±2.4"
"        Greek","76,566","±3,218","1.1%","±0.1","110","±130","2.3%","±2.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","7","±11","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","655","±289","13.5%","±6.1"
"        Italian","815,794","±9,186","11.7%","±0.1","638","±216","13.1%","±4.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","59","±57","1.2%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","590","±255","12.1%","±4.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","53","±55","1.1%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","50","±66","1.0%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","9","±15","0.2%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","131","±80","2.7%","±1.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","49","±36","1.0%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","46","±40","0.9%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,968","±212","1,968","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,798","±205","91.4%","±4.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,766","±203","89.7%","±4.8"
