"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01841!!Estimate","ZCTA5 01841!!Margin of Error","ZCTA5 01841!!Percent","ZCTA5 01841!!Percent Margin of Error"
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","32,374","±1,105","32,374","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","6,427","±756","19.9%","±2.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","4,233","±541","13.1%","±1.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","10,554","±969","32.6%","±2.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","6,364","±708","19.7%","±2.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,142","±271","3.5%","±0.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,776","±467","8.6%","±1.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","878","±234","2.7%","±0.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","21,714","±1,141","67.1%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,654","±512","11.3%","±1.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","38,277","±1,149","38,277","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","614","±185","1.6%","±0.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","52,323","±1,584","52,323","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","6,917","±718","13.2%","±1.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","14,855","±929","14,855","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","725","±307","4.9%","±2.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","32,544","±1,021","32,544","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","3,736","±485","11.5%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,924","±528","4,924","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","2,456","±407","49.9%","±5.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","52,201","±1,592","52,201","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","46,940","±1,742","89.9%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,261","±870","10.1%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,716","±869","9.0%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","3,892","±831","7.5%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","824","±273","1.6%","±0.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","597","±215","1.1%","±0.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","227","±133","0.4%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","545","±185","1.0%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","53,180","±1,576","53,180","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","29,745","±1,559","55.9%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","25,191","±1,521","47.4%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","21,523","±1,544","40.5%","±2.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,668","±532","6.9%","±1.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","4,554","±703","8.6%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","23,435","±1,533","44.1%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","23,435","±1,533","23,435","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","11,661","±947","49.8%","±3.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","11,774","±1,254","50.2%","±3.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","27,989","±1,607","27,989","(X)"
"        Native","209,292","±4,176","209,292","(X)","4,554","±703","4,554","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1,292","±398","28.4%","±7.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","3,262","±613","71.6%","±7.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","23,435","±1,533","23,435","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","8,925","±1,041","38.1%","±3.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","14,510","±1,080","61.9%","±3.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","23,435","±1,533","23,435","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","225","±100","1.0%","±0.4"
"        Asia","372,717","±3,581","30.8%","±0.3","486","±275","2.1%","±1.1"
"        Africa","113,823","±3,313","9.4%","±0.3","200","±175","0.9%","±0.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±31","0.0%","±0.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","22,454","±1,459","95.8%","±1.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","70","±62","0.3%","±0.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","48,793","±1,487","48,793","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,354","±881","15.1%","±1.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","41,439","±1,521","84.9%","±1.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","20,398","±1,289","41.8%","±2.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","40,045","±1,490","82.1%","±1.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","19,793","±1,251","40.6%","±2.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","671","±244","1.4%","±0.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","146","±97","0.3%","±0.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","420","±280","0.9%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","264","±217","0.5%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","303","±225","0.6%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","195","±167","0.4%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","53,180","±1,576","53,180","(X)"
"        American","260,364","±6,504","3.7%","±0.1","325","±157","0.6%","±0.3"
"        Arab","72,487","±3,641","1.0%","±0.1","249","±212","0.5%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±31","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±31","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","9","±19","0.0%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","484","±159","0.9%","±0.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","835","±345","1.6%","±0.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","189","±82","0.4%","±0.2"
"        German","387,135","±7,027","5.5%","±0.1","218","±158","0.4%","±0.3"
"        Greek","76,566","±3,218","1.1%","±0.1","62","±47","0.1%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±31","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,341","±433","2.5%","±0.8"
"        Italian","815,794","±9,186","11.7%","±0.1","1,305","±398","2.5%","±0.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","46","±45","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","40","±41","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","293","±134","0.6%","±0.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","405","±184","0.8%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","24","±25","0.0%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","16","±26","0.0%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","46","±33","0.1%","±0.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±31","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","381","±268","0.7%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","52","±39","0.1%","±0.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±31","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±31","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±31","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","504","±270","0.9%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","17,019","±645","17,019","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","15,232","±709","89.5%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","12,999","±648","76.4%","±2.4"
