"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01752!!Estimate","ZCTA5 01752!!Margin of Error","ZCTA5 01752!!Percent","ZCTA5 01752!!Percent Margin of Error"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","52","±23","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","69","±104","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","67","±36","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","33","±19","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","890","±455","890","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","221","±196","24.8%","±14.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±4.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±28","0.0%","±4.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","61","±93","6.9%","±10.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","160","±167","18.0%","±13.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","221","±196","221","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","152","±170","68.8%","±40.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","221","±196","100.0%","±16.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,475","±710","8,475","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","840","±271","9.9%","±3.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","650","±202","7.7%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,329","±440","39.3%","±4.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,498","±384","17.7%","±4.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,158","±427","25.5%","±4.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","30,451","±785","30,451","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,304","±422","4.3%","±1.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,628","±519","5.3%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","8,097","±972","26.6%","±3.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","5,000","±675","16.4%","±2.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,166","±394","7.1%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,953","±748","22.8%","±2.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","5,303","±764","17.4%","±2.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","27,519","±1,148","90.4%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","12,256","±1,059","40.2%","±3.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","33,314","±645","33,314","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,830","±381","5.5%","±1.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","41,145","±151","41,145","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,992","±519","9.7%","±1.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","8,133","±649","8,133","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","435","±226","5.3%","±2.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","27,365","±755","27,365","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,794","±363","6.6%","±1.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","5,647","±603","5,647","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,763","±300","31.2%","±4.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","40,969","±218","40,969","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","35,414","±1,129","86.4%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,555","±1,024","13.6%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","5,378","±1,025","13.1%","±2.5"
"                Same county","446,141","±8,933","6.4%","±0.1","3,739","±921","9.1%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","1,639","±411","4.0%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","893","±335","2.2%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","746","±265","1.8%","±0.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","177","±124","0.4%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,505","±23","41,505","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","30,407","±1,241","73.3%","±3.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","28,913","±1,263","69.7%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","21,894","±1,220","52.8%","±2.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","7,019","±666","16.9%","±1.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,494","±437","3.6%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","11,098","±1,242","26.7%","±3.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","11,098","±1,242","11,098","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,006","±661","45.1%","±5.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","6,092","±1,117","54.9%","±5.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","12,592","±1,265","12,592","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,494","±437","1,494","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","323","±172","21.6%","±11.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,171","±399","78.4%","±11.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","11,098","±1,242","11,098","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","4,311","±951","38.8%","±6.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,787","±855","61.2%","±6.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","11,098","±1,242","11,098","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","997","±258","9.0%","±2.5"
"        Asia","372,717","±3,581","30.8%","±0.3","2,134","±716","19.2%","±6.0"
"        Africa","113,823","±3,313","9.4%","±0.3","587","±342","5.3%","±3.0"
"        Oceania","4,098","±490","0.3%","±0.1","46","±64","0.4%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","7,109","±1,225","64.1%","±7.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","225","±132","2.0%","±1.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","38,770","±482","38,770","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","24,509","±1,479","63.2%","±3.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","14,261","±1,480","36.8%","±3.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","5,786","±984","14.9%","±2.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","5,667","±1,222","14.6%","±3.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,261","±775","5.8%","±2.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","7,371","±1,184","19.0%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","3,142","±731","8.1%","±1.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","814","±293","2.1%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","292","±172","0.8%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","409","±265","1.1%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","91","±111","0.2%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","41,505","±23","41,505","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,724","±398","4.2%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","355","±227","0.9%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","87","±100","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","40","±40","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","219","±150","0.5%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","3,299","±497","7.9%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,253","±513","5.4%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,716","±495","4.1%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","2,006","±346","4.8%","±0.8"
"        Greek","76,566","±3,218","1.1%","±0.1","646","±321","1.6%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","128","±127","0.3%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,279","±839","15.1%","±2.0"
"        Italian","815,794","±9,186","11.7%","±0.1","5,645","±860","13.6%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","146","±109","0.4%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","376","±185","0.9%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","1,530","±399","3.7%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1,384","±454","3.3%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","304","±145","0.7%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","315","±303","0.8%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","679","±234","1.6%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","41","±53","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","603","±475","1.5%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","433","±223","1.0%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","48","±46","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","171","±141","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","191","±127","0.5%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","159","±117","0.4%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","17,147","±800","17,147","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","16,340","±779","95.3%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","16,045","±784","93.6%","±1.8"
