"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01922!!Estimate","ZCTA5 01922!!Margin of Error","ZCTA5 01922!!Percent","ZCTA5 01922!!Percent Margin of Error"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","16","±24","0.4%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","178","±169","4.5%","±4.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","305","±248","7.8%","±6.2"
"        Russian","91,511","±3,161","1.3%","±0.1","34","±53","0.9%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±1.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","138","±159","3.5%","±4.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.0"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","59","±67","1.5%","±1.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.0"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.0"
"        Welsh","23,388","±1,506","0.3%","±0.1","25","±40","0.6%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,196","±170","1,196","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,170","±170","97.8%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,170","±177","97.8%","±2.6"
