"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01854!!Estimate","ZCTA5 01854!!Margin of Error","ZCTA5 01854!!Percent","ZCTA5 01854!!Percent Margin of Error"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,263","±931","6,263","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","625","±225","10.0%","±4.1"
"        Asia","372,717","±3,581","30.8%","±0.3","3,223","±719","51.5%","±8.1"
"        Africa","113,823","±3,313","9.4%","±0.3","600","±391","9.6%","±5.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,766","±516","28.2%","±7.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","49","±42","0.8%","±0.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","28,007","±1,607","28,007","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","18,219","±1,462","65.1%","±3.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","9,788","±1,214","34.9%","±3.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","4,017","±808","14.3%","±2.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","4,111","±825","14.7%","±2.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,831","±626","6.5%","±2.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,359","±744","8.4%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","705","±212","2.5%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","2,794","±564","10.0%","±1.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,379","±425","4.9%","±1.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","524","±398","1.9%","±1.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","102","±130","0.4%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,157","±1,639","29,157","(X)"
"        American","260,364","±6,504","3.7%","±0.1","707","±385","2.4%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","248","±206","0.9%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","45","±49","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","11","±20","0.0%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","1,281","±316","4.4%","±1.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,799","±483","6.2%","±1.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,442","±339","4.9%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","798","±359","2.7%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","788","±279","2.7%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","60","±77","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,367","±687","15.0%","±2.2"
"        Italian","815,794","±9,186","11.7%","±0.1","1,230","±259","4.2%","±1.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","102","±72","0.3%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","21","±28","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","805","±411","2.8%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","933","±338","3.2%","±1.2"
"        Russian","91,511","±3,161","1.3%","±0.1","173","±99","0.6%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","127","±80","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","224","±93","0.8%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","886","±540","3.0%","±1.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","138","±83","0.5%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","3","±7","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","32","±34","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","31","±35","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","175","±142","0.6%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,417","±507","10,417","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,933","±552","85.8%","±2.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,500","±520","81.6%","±3.2"
