"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02129!!Estimate","ZCTA5 02129!!Margin of Error","ZCTA5 02129!!Percent","ZCTA5 02129!!Percent Margin of Error"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,054","±331","5.6%","±1.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","30","±31","0.2%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","8","±13","0.0%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,411","±1,065","20,411","(X)"
"        American","260,364","±6,504","3.7%","±0.1","814","±342","4.0%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","119","±82","0.6%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","100","±76","0.5%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","68","±70","0.3%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","177","±88","0.9%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,796","±312","8.8%","±1.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","753","±244","3.7%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","564","±211","2.8%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","1,278","±299","6.3%","±1.5"
"        Greek","76,566","±3,218","1.1%","±0.1","253","±143","1.2%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","34","±29","0.2%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,361","±657","26.3%","±3.2"
"        Italian","815,794","±9,186","11.7%","±0.1","2,508","±423","12.3%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","93","±58","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","163","±120","0.8%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","565","±201","2.8%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","175","±115","0.9%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","193","±113","0.9%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","250","±126","1.2%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","366","±143","1.8%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","46","±37","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","257","±211","1.3%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","365","±140","1.8%","±0.7"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","88","±60","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","74","±88","0.4%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","225","±131","1.1%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,278","±501","9,278","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,912","±481","96.1%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,572","±492","92.4%","±2.0"
