"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02150!!Estimate","ZCTA5 02150!!Margin of Error","ZCTA5 02150!!Percent","ZCTA5 02150!!Percent Margin of Error"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","171","±101","46.5%","±20.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","26","±16","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","35","±14","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±28","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","57","±31","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","22","±15","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","1,194","±355","1,194","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","253","±152","21.2%","±10.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","88","±107","7.4%","±8.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","39","±56","3.3%","±4.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","16","±24","1.3%","±2.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","110","±90","9.2%","±7.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","253","±152","253","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","236","±144","93.3%","±11.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","150","±131","59.3%","±30.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,568","±757","9,568","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","577","±203","6.0%","±2.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","552","±206","5.8%","±2.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","4,270","±448","44.6%","±3.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,100","±356","21.9%","±3.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,069","±468","21.6%","±4.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","26,519","±828","26,519","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","5,956","±625","22.5%","±2.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,553","±484","9.6%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","7,689","±613","29.0%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,398","±462","12.8%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,391","±440","5.2%","±1.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,635","±449","13.7%","±1.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,897","±311","7.2%","±1.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","18,010","±1,024","67.9%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,532","±592","20.9%","±2.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","29,836","±687","29,836","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","453","±149","1.5%","±0.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","39,595","±147","39,595","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,000","±615","12.6%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","10,114","±676","10,114","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","517","±160","5.1%","±1.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","25,960","±692","25,960","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,660","±534","10.2%","±2.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,521","±435","3,521","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,823","±287","51.8%","±6.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","39,334","±311","39,334","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","33,565","±1,096","85.3%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","5,769","±966","14.7%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,660","±816","11.8%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","2,815","±687","7.2%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","1,845","±396","4.7%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","914","±316","2.3%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","931","±268","2.4%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","1,109","±550","2.8%","±1.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","40,009","±53","40,009","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","21,116","±1,183","52.8%","±3.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","18,752","±997","46.9%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,657","±941","39.1%","±2.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,095","±446","7.7%","±1.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","2,364","±434","5.9%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","18,893","±1,179","47.2%","±3.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","18,893","±1,179","18,893","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,905","±955","31.3%","±5.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","12,988","±1,328","68.7%","±5.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","21,257","±995","21,257","(X)"
"        Native","209,292","±4,176","209,292","(X)","2,364","±434","2,364","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","564","±218","23.9%","±7.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,800","±360","76.1%","±7.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","18,893","±1,179","18,893","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","6,286","±1,131","33.3%","±4.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","12,607","±980","66.7%","±4.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","18,893","±1,179","18,893","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","656","±245","3.5%","±1.3"
"        Asia","372,717","±3,581","30.8%","±0.3","1,045","±338","5.5%","±1.8"
"        Africa","113,823","±3,313","9.4%","±0.3","1,325","±446","7.0%","±2.4"
"        Oceania","4,098","±490","0.3%","±0.1","9","±13","0.0%","±0.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","15,850","±1,316","83.9%","±3.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","8","±12","0.0%","±0.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","36,607","±591","36,607","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","10,581","±996","28.9%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","26,026","±863","71.1%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","15,108","±1,170","41.3%","±3.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","21,844","±1,068","59.7%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","13,105","±1,230","35.8%","±3.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,692","±323","4.6%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","864","±287","2.4%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","900","±331","2.5%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","522","±229","1.4%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","1,590","±623","4.3%","±1.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","617","±298","1.7%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","40,009","±53","40,009","(X)"
"        American","260,364","±6,504","3.7%","±0.1","901","±282","2.3%","±0.7"
"        Arab","72,487","±3,641","1.0%","±0.1","594","±333","1.5%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","19","±29","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","35","±27","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","557","±164","1.4%","±0.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","271","±129","0.7%","±0.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","413","±283","1.0%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","690","±284","1.7%","±0.7"
"        Greek","76,566","±3,218","1.1%","±0.1","102","±69","0.3%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±28","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,607","±291","4.0%","±0.7"
"        Italian","815,794","±9,186","11.7%","±0.1","1,662","±316","4.2%","±0.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","51","±41","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","48","±50","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","519","±130","1.3%","±0.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","221","±130","0.6%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","145","±95","0.4%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","26","±24","0.1%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","126","±71","0.3%","±0.2"
"        Slovak","7,069","±828","0.1%","±0.1","54","±58","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,346","±494","3.4%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","71","±48","0.2%","±0.1"
"        Swiss","10,126","±912","0.1%","±0.1","12","±14","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","46","±43","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","9","±14","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","397","±209","1.0%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,337","±673","13,337","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","11,987","±568","89.9%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","10,987","±583","82.4%","±2.6"
