"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02180!!Estimate","ZCTA5 02180!!Margin of Error","ZCTA5 02180!!Percent","ZCTA5 02180!!Percent Margin of Error"
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,599","±539","4,599","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","530","±199","11.5%","±4.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","162","±90","3.5%","±2.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,100","±387","45.7%","±6.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","734","±198","16.0%","±4.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,073","±253","23.3%","±4.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,493","±591","17,493","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","229","±109","1.3%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","714","±215","4.1%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,373","±481","25.0%","±2.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,585","±430","14.8%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,183","±271","6.8%","±1.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,080","±623","29.0%","±3.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,329","±420","19.0%","±2.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","16,550","±609","94.6%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,409","±686","48.1%","±3.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","18,578","±576","18,578","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,209","±268","6.5%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","22,989","±102","22,989","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,302","±436","10.0%","±1.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,484","±578","4,484","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","117","±73","2.6%","±1.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","13,979","±573","13,979","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","705","±232","5.0%","±1.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,526","±539","4,526","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,480","±363","32.7%","±6.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","22,742","±156","22,742","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","21,305","±367","93.7%","±1.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,437","±324","6.3%","±1.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,393","±322","6.1%","±1.4"
"                Same county","446,141","±8,933","6.4%","±0.1","947","±273","4.2%","±1.2"
"                Different county","354,693","±6,215","5.1%","±0.1","446","±168","2.0%","±0.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","305","±152","1.3%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","141","±87","0.6%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","44","±72","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,077","±30","23,077","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,949","±543","86.4%","±2.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","19,574","±548","84.8%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","16,842","±634","73.0%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,732","±401","11.8%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","375","±182","1.6%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,128","±539","13.6%","±2.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,128","±539","3,128","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,911","±444","61.1%","±8.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,217","±318","38.9%","±8.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,503","±543","3,503","(X)"
"        Native","209,292","±4,176","209,292","(X)","375","±182","375","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","58","±54","15.5%","±14.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","317","±171","84.5%","±14.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,128","±539","3,128","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","664","±278","21.2%","±7.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,464","±460","78.8%","±7.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,128","±539","3,128","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","667","±231","21.3%","±7.1"
"        Asia","372,717","±3,581","30.8%","±0.3","1,015","±320","32.4%","±9.2"
"        Africa","113,823","±3,313","9.4%","±0.3","354","±301","11.3%","±9.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±1.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,017","±331","32.5%","±9.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","75","±54","2.4%","±1.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","21,749","±383","21,749","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","17,655","±639","81.2%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","4,094","±555","18.8%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,310","±376","6.0%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","752","±301","3.5%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","211","±179","1.0%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,993","±422","9.2%","±1.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","524","±183","2.4%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","735","±287","3.4%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","413","±238","1.9%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","614","±393","2.8%","±1.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","162","±220","0.7%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,077","±30","23,077","(X)"
"        American","260,364","±6,504","3.7%","±0.1","565","±274","2.4%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","723","±525","3.1%","±2.3"
"        Czech","12,119","±1,098","0.2%","±0.1","64","±56","0.3%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","30","±37","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","65","±48","0.3%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,111","±690","9.1%","±3.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","788","±320","3.4%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","636","±233","2.8%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","653","±206","2.8%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","484","±282","2.1%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±25","0.0%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,470","±953","28.0%","±4.1"
"        Italian","815,794","±9,186","11.7%","±0.1","6,838","±748","29.6%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","130","±112","0.6%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","143","±134","0.6%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","403","±219","1.7%","±0.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","774","±324","3.4%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","161","±91","0.7%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","146","±83","0.6%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","251","±128","1.1%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","23","±36","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","80","±70","0.3%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","114","±70","0.5%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","19","±22","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","152","±125","0.7%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","39","±41","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","117","±118","0.5%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,758","±414","9,758","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,281","±404","95.1%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,968","±374","91.9%","±1.8"
